,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,0.9073759080704894,27.852208258471315,2.6305110959087106e-05,0.0012965238208184676,1.0507077521208118e-05,0.0004895898256488687
k_EA_stationary,27.852208258471315,1118.4006448909104,-7.319188140734729e-13,-2.927976608207813e-11,-1.4737011271959084e-12,-1.6491393352441143e-11
k_IAA_growth,2.6305110959087106e-05,-7.319188140734729e-13,1.2749218830269065,56.06055339479761,1.0254515015800935e-13,7.685750235554271e-13
k_IAA_stationary,0.0012965238208184676,-2.927976608207813e-11,56.06055339479761,3241.4239157413044,6.5206715093197264e-12,-1.038018543467285e-14
k_EO_growth,1.0507077521208118e-05,-1.4737011271959084e-12,1.0254515015800935e-13,6.5206715093197264e-12,0.5460514864910809,22.605834268276773
k_EO_stationary,0.0004895898256488687,-1.6491393352441143e-11,7.685750235554271e-13,-1.038018543467285e-14,22.605834268276773,1240.3348473419412
