,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,0.25,0.0,0.0,0.0,0.0,0.0
k_EA_stationary,0.0,0.25,0.0,0.0,0.0,0.0
k_IAA_growth,0.0,0.0,0.25,0.0,0.0,0.0
k_IAA_stationary,0.0,0.0,0.0,0.25,0.0,0.0
k_EO_growth,0.0,0.0,0.0,0.0,0.25,0.0
k_EO_stationary,0.0,0.0,0.0,0.0,0.0,0.25
