,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,8.546420549709135,123.63604379422631,-2.4779140293886674e-05,-0.0005395209409237281,-9.679337406006536e-06,-0.00020218375386045403
k_EA_stationary,123.63604379422631,2347.0857516729416,-8.588700228752889e-06,-5.346966008075428e-05,-9.392561428580213e-07,-2.0023604861440944e-05
k_IAA_growth,-2.4779140293886674e-05,-8.588700228752889e-06,12.06933210679619,250.42833748432886,-3.624328958801884e-07,-7.703960417726455e-06
k_IAA_stationary,-0.0005395209409237281,-5.346966008075428e-05,250.42833748432886,6846.1848696044935,1.5093221702845844e-07,-5.091328544663176e-12
k_EO_growth,-9.679337406006536e-06,-9.392561428580213e-07,-3.624328958801884e-07,1.5093221702845844e-07,5.203307000080537,101.78364167066833
k_EO_stationary,-0.00020218375386045403,-2.0023604861440944e-05,-7.703960417726455e-06,-5.091328544663176e-12,101.78364167066833,2640.220805368912
