,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,0.011359121035184869,3.3901529133823605,-6.374402387175705e-06,-0.002902138051173097,-2.4684426702371e-06,-0.0011032298540883069
k_EA_stationary,3.3901529133823605,1176.8826424856263,-9.58801518379001e-05,-0.000992505737295655,-8.07099764209482e-07,-0.00037843317415077243
k_IAA_growth,-6.374402387175705e-06,-9.58801518379001e-05,0.016258189332103892,6.946060680255211,-3.640352089442967e-07,-8.210242920788455e-05
k_IAA_stationary,-0.002902138051173097,-0.000992505737295655,6.946060680255211,3453.264852685185,-9.417100991357486e-05,4.6751530340523484e-12
k_EO_growth,-2.4684426702371e-06,-8.07099764209482e-07,-3.640352089442967e-07,-9.417100991357486e-05,0.0071370548242465845,2.8678059074594513
k_EO_stationary,-0.0011032298540883069,-0.00037843317415077243,-8.210242920788455e-05,4.6751530340523484e-12,2.8678059074594513,1342.332192912716
