,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,5.0048823894505485,90.78978022138347,1.1639016131909596e-06,4.783159861886042e-05,4.884141487780871e-07,1.8791105977347673e-05
k_EA_stationary,90.78978022138347,2141.300495991604,2.569740522635287e-07,9.4830908824734e-06,1.057750215441596e-07,3.650366147397676e-06
k_IAA_growth,1.1639016131909596e-06,2.569740522635287e-07,7.284630301535808,188.8870711606225,-5.345927711397845e-12,-1.7376531151070806e-10
k_IAA_stationary,4.783159861886042e-05,9.4830908824734e-06,188.8870711606225,6350.828631107579,-6.825493191990643e-12,2.738510797739946e-12
k_EO_growth,4.884141487780871e-07,1.057750215441596e-07,-5.345927711397845e-12,-6.825493191990643e-12,3.261238818695046,79.35115603181717
k_EO_stationary,1.8791105977347673e-05,3.650366147397676e-06,-1.7376531151070806e-10,2.738510797739946e-12,79.35115603181717,2498.6872499021038
