,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,7.8600643754576405,156.86954140964434,-2.3594551202447097e-05,-0.0008088161052101508,-9.212023722449436e-06,-0.00030227621274303784
k_EA_stationary,156.86954140964434,3882.7318363468094,-2.9656954864444185e-06,5.009185109782911e-11,-1.830307185006994e-12,-4.970070722414683e-12
k_IAA_growth,-2.3594551202447097e-05,-2.9656954864444185e-06,11.010113990409389,316.8140581226932,-2.814042031617645e-07,-7.963411865051599e-12
k_IAA_stationary,-0.0008088161052101508,5.009185109782911e-11,316.8140581226932,11347.211103336705,-7.9953268505642e-06,-4.4751547575214685e-11
k_EO_growth,-9.212023722449436e-06,-1.830307185006994e-12,-2.814042031617645e-07,-7.9953268505642e-06,4.693499093962475,128.1774237531174
k_EO_stationary,-0.00030227621274303784,-4.970070722414683e-12,-7.963411865051599e-12,-4.4751547575214685e-11,128.1774237531174,4382.692502811123
