batch,state,t,mu0,qN,qXG,qXF,betaG0,betaF0,qEG,qEF,iG
25026,E,108.0,224.66707503296897,-2232.999135166335,-7.279657003309126,-2.7210974010500877,96.20108192030627,77.84477458965908,-33.74629590941721,-8.219503119681976,
25026,E,114.0,206.33533602983198,-2041.4978708170916,-8.836096725687526,-3.3415533933123243,99.70511467854975,83.7454524158772,-40.868405617487106,-10.875822611984034,
25026,E,132.0,147.54916872079804,-1419.214364190191,-12.497226721123411,-5.7510445886919115,108.70592042082765,99.56069360878591,-60.083451847914326,-22.134193625641984,
25026,E,138.0,127.64567931321548,-1206.0647381770343,-13.44617724039665,-6.769648956478136,111.60853964010298,104.22457397311894,-65.83977279486652,-26.944605067604577,
25086,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,X,12.0,7.832098415015516,-2.7250554825184072,0.0,2.220446049250313e-13,0.0,1.9323033745070014e-15,0.0,-2.1462250893113026e-15,-3.188426586086446e-14
25086,X,24.0,12.288534604029143,-108.9094480154919,0.0,0.0,-1.9671567790177755e-14,0.0,6.1754776118946305e-15,4.292450178622605e-15,1.913055951651868e-13
25086,X,30.0,21.959803548908763,-181.1773957376816,0.0,0.0,-2.5292015730228543e-14,3.7100224790534425e-13,-9.057367164112124e-14,-5.794807741140517e-14,3.826111903303736e-12
25086,X,48.0,18.510241034911033,-223.180098275587,0.0,0.0,0.0,-3.864606749014003e-15,0.0,4.292450178622605e-15,6.376853172172893e-14
25086,X,54.0,18.510105764099674,-223.18046149623154,4.440892098500626e-13,4.440892098500626e-13,0.0,0.0,0.0,2.1462250893113026e-15,-6.376853172172893e-14
25086,X,72.0,18.510102705151866,-223.18046775257184,4.440892098500626e-13,4.440892098500626e-13,-2.8102239700253936e-15,-3.0242866575083976e-10,-2.05849253729821e-15,2.1462250893113026e-15,6.376853172172893e-14
25086,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,N,12.0,-0.2793249627424372,-4.297293439432754,2.7755575615628914e-14,2.7755575615628914e-14,0.0,0.0,6.432789179056907e-17,6.706953404097821e-17,1.992766616304029e-15
25086,N,24.0,-0.16328653080042863,-1.4354267714412237,1.3010426069826053e-15,3.0357660829594124e-15,1.6081945765965631e-15,-1.8870150141669933e-17,-4.703977087185363e-16,-3.6678651428659953e-16,-1.8806734941369275e-14
25086,N,30.0,-0.4640982058405484,-1.839063793340573,-1.0408340855860843e-14,-1.0408340855860843e-14,2.0637582279873987e-15,-3.209435136095222e-14,8.02490450087349e-15,5.248191038706544e-15,-3.278101083820128e-13
25086,N,48.0,-1.5111453499259113e-05,-2.0998447441331403e-05,0.0,-1.5881867761018131e-19,1.3291315556854904e-18,-1.3725316115617712e-18,-1.0680662117708277e-19,-1.3348972086288595e-19,-2.8398429439002136e-17
25086,N,54.0,-3.321833641583992e-07,-3.655594234383408e-07,-4.1359030627651384e-22,-2.067951531382569e-21,2.7440295753750245e-20,-1.4364929149232094e-19,-6.422353908372115e-22,-2.3026497130157616e-21,-1.3769653553461155e-18
25086,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,G,12.0,-15.609502428172126,3.9100376497536145,-4.519528998358169,-0.0009795616335850355,0.24072485978102437,0.11185345277923771,-6.025422570222991,-0.000611377793065846,-1.0017130424090814
25086,G,24.0,-57.88198476490992,182.80764241385097,-10.49492686134812,-0.008556401375869882,1.6743405082120904,0.7984380718313124,-17.536215168195675,-0.0059456901621200145,-6.970580959297608
25086,G,30.0,-84.63510736075851,415.761226675897,-16.701846894321193,-0.019799501622230764,3.2002216586047574,1.5494997569014042,-25.504675662297377,-0.014388026572369815,-13.30301188117112
25086,G,48.0,-134.44218419815036,1119.065276208899,-17.287901689236662,-0.0737813319773295,9.17043508103632,4.693254003827964,-47.73832822257032,-0.07329430573913046,-37.80860667618409
25086,G,54.0,-146.03441168385197,1288.0370389268728,-16.92388669303213,-0.09333758552187987,11.077836203050834,5.764805224018915,-53.52892331251548,-0.10289027424262741,-45.495803675003806
25086,G,72.0,-168.53387046750638,1625.9679620155923,-15.701231046165276,-0.14843890230054058,15.933145704352954,8.653882410164078,-65.92046617503429,-0.2097630330462486,-64.65417269847991
25086,G,102.0,-164.84357282189708,1658.5484492544253,-11.948533188416377,-0.2159412035034336,18.804173996040266,11.054523277699317,-67.4799310049133,-0.4391262478428376,-73.80753292815808
25086,G,120.0,-131.0736233569091,1287.973397906938,-8.452443856729275,-0.20860917203524565,15.93462115774769,9.851908816457964,-55.00497853340548,-0.5130702945108963,-60.999803640126046
25086,G,126.0,-115.5815952925157,1118.124546108544,-7.123551664597105,-0.1944091759007449,14.201928216854508,8.965118823544763,-49.477300593032695,-0.5093183834389858,-54.098419700778834
25086,G,144.0,-69.59219235420352,633.5361163219585,-3.611283431516288,-0.13243411657959392,8.455447012403893,5.623315753024506,-33.37191967475727,-0.41787280730156817,-30.96231379032962
25086,G,150.0,-56.33004743120749,501.6741959829944,-2.7300544586261744,-0.1107368101260775,6.725252051399974,4.530103047134714,-28.54290665511488,-0.37270892501034675,-24.13740219161661
25086,G,168.0,-27.183653300868468,227.47625146836748,-1.0736333081580174,-0.059940103701972,3.0534101463464314,2.1256354105370896,-16.825864498559376,-0.24827713315427485,-10.132820027260232
25086,G,174.0,-20.787235608273654,170.92513746940895,-0.772159321787147,-0.04841541823052964,2.2966257453541172,1.6146262782250806,-13.827829785766657,-0.21678161927544393,-7.370097396272954
25086,G,192.0,-8.906062294247914,70.29308678316353,-0.28264803865384047,-0.026286836616373765,0.956364172722824,0.6911185648873374,-7.306477168042995,-0.1530494795777578,-2.6663943345985857
25086,G,198.0,-6.730258055026097,52.66408514529434,-0.20403846009053872,-0.023315978468801957,0.7210117234041643,0.5250925643279604,-5.798987142969159,-0.15514871232846486,-1.8198146630160954
25086,G,216.0,-2.8932874932839177,22.041629167852836,-0.0775770196278884,-0.014975433145734962,0.31645239521409463,0.23595291722955,-2.9623507372766893,-0.1127084577300916,-0.5344906224386657
25086,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,F,12.0,-7.393286503382128,1.891245409732174,-0.037904007754718805,-4.530465181517229,0.11084563345062308,0.05150816219908031,-0.05089184119857295,-2.8271192376952903,45.32276165288242
25086,F,24.0,-29.093136326361133,92.20044907425908,-0.2903140955083927,-10.587353519369458,0.8155886318635867,0.38886692445342863,-0.4265440620579461,-8.500944843453185,131.31639300378185
25086,F,30.0,-45.11676360356163,224.19130474409343,-0.6321008925880278,-16.921887600730656,1.6632072052217997,0.8053883532062195,-0.9530798239620589,-12.811191682819738,190.72102023959704
25086,F,48.0,-85.89423661787252,725.9883797458077,-2.0447695833709645,-18.167996876826464,5.727929949381677,2.930250569727378,-4.11944238480659,-26.792362765760217,356.97591892186847
25086,F,54.0,-99.13834735610563,888.9733463661287,-2.521767245781348,-18.08141065060198,7.34771683038064,3.821124531453711,-5.604035303293665,-31.216018773594342,400.97841819827005
25086,F,72.0,-136.48671258032502,1344.0719019132537,-3.9258441258667176,-17.834218222311904,12.519766124345484,6.783605513308506,-11.025287916462895,-43.01453265490247,502.0210348605007
25086,F,102.0,-204.50363857962097,2165.588507328512,-6.28632267476803,-17.19218946780643,22.71471529767985,13.287502733387923,-23.235087955184156,-62.960934001163,583.0214974493089
25086,F,120.0,-239.6081123818666,2582.4251445194272,-7.429923880401645,-16.639727275816085,28.905989178742036,17.74556362900936,-30.470845917628306,-73.39329014891274,579.8439939982411
25086,F,126.0,-248.95171223855027,2691.083285286302,-7.70885929010845,-16.396903259103368,30.91536018401267,19.39886225054432,-32.58299317532118,-76.46419727368392,569.7106346006469
