batch,state,t,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,18.091926557899107,0.009276455567596866,-4.371562827594953,4.934324553889586e-15,0.0,-4.9343245538895844e-15,-3.700743415417188e-14,0.0,0.0,0.0,-2.4178190314058973e-15,-2.0532187061661498e-14,-2.2204460492503143e-14,0.0,1.1102230246251565e-13
25026,X,36.0,26.41772683985012,1.7793739515159508e-06,-541.8285970742754,1.9737298215558344e-14,1.9737298215558344e-14,-9.868649107779169e-15,7.401486830834377e-14,0.0,0.0,0.0,-4.835638062811795e-15,8.212874824664599e-14,-8.881784197001257e-14,0.0,2.220446049250313e-13
25026,X,42.0,26.417420074618914,3.151539954930154e-08,-541.8321797497375,0.0,1.9737298215558344e-14,0.0,0.0,-9.868649107779169e-15,-7.401486830834377e-14,0.0,-4.835638062811795e-15,0.0,0.0,0.0,2.220446049250313e-13
25026,X,60.0,37.35630543415935,7.783380226753268e-07,-766.1930569969735,1.9737298215558344e-14,1.9737298215558344e-14,-9.868649107779169e-15,0.0,9.868649107779169e-15,0.0,-4.835638062811795e-15,4.835638062811795e-15,0.0,0.0,0.0,2.220446049250313e-13
25026,X,84.0,37.356305555562955,8.399453971858549e-13,-766.1933916443169,0.0,1.9737298215558344e-14,0.0,0.0,-9.868649107779169e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-13
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-0.4806625823698114,-0.00047112521927866687,-8.12608402028648,0.0,0.0,3.0839528461809903e-16,0.0,0.0,2.3129646346357427e-15,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,36.0,-1.9946143525883007e-05,-9.036942364553637e-08,-0.00014158066043628748,-2.2528723527666468e-18,-2.233461181058736e-18,-3.223754457690664e-17,-3.5954783958971606e-18,-3.2204310298073397e-17,-4.2285472913710775e-18,1.5786020689080393e-17,1.5760944984537718e-17,1.6350151249396657e-18,-2.8971173774057256e-16,0.0,-1.3751050503081532e-17
25026,N,42.0,-2.1935757687742673e-07,-1.6005789514504467e-09,-1.7001920397967049e-06,-2.5817226007349505e-20,-2.5642598989143867e-20,-6.178959214978571e-17,-4.1255633051082255e-20,-6.178906826873108e-17,-4.849346341092125e-20,3.0276729018917166e-17,3.027644979950595e-17,1.870140335178463e-20,-5.561014076234269e-16,0.0,-1.5788809942105916e-19
25026,N,60.0,-6.116919658395079e-07,-3.9529610088391626e-08,-5.015525277037413e-06,-2.941086622410766e-22,-1.1764346489643064e-21,1.4705433112053825e-22,-5.514537417020185e-21,4.411629933616148e-22,6.6174449004242214e-21,2.161698667471913e-22,1.4411324449812754e-22,-2.44762743254441e-21,-2.64697796016969e-21,0.0,9.926167350636332e-21
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-37.388457030246116,-0.02123772447774484,8.343516731366833,-8.309455025646965,-0.0031542186427992026,2.715131975876596,-16.02868204910853,0.20041668239466998,0.16326015063228283,-10.65623746702439,-0.0014140877641450648,-1.213200108205347,31.319366099148752,0.0,-7.475168637132157
25026,G,36.0,-174.01652580394452,-0.06118690009381924,2261.297916277488,-24.10114523162088,-0.17145141590696597,34.539686193397365,-128.39224395241365,6.544756882670476,6.032372977584188,-69.3358296807839,-0.13375131736768495,-34.97294716718906,333.5801105553395,0.0,-56.97610794949881
25026,G,42.0,-187.10774713601953,-0.05532838198287268,2655.9610652822817,-23.121255072852883,-0.22802792406216738,43.099747812619746,-157.43858606192666,8.515963150337827,7.909921529264766,-79.54116009368484,-0.20923777580847205,-44.25977139226344,404.93974128177706,0.0,-67.02624190493012
25026,G,60.0,-177.9895206172732,-0.03785125327603335,2924.2473424083114,-23.62231354443138,-0.4917836661973024,61.92627637070055,-245.9395998903795,12.881747610812155,12.59130241842188,-84.65760103040931,-0.6676801615866335,-57.07848079870661,501.0097586173863,0.0,-78.72785400984306
25026,G,84.0,-51.10844088238191,-0.005623809490980747,734.8109160850337,-4.037922234689372,-0.260572226149209,20.02110570904174,-100.39155382004526,3.9992760032183368,3.5446423729684393,-29.215235541943354,-0.6172958288063506,-12.458661067203563,131.64262779563083,0.0,-21.82990259649878
25026,G,90.0,-30.416778991913347,-0.002763909335307819,419.1035679070197,-2.0194843301917866,-0.18545128840326866,11.660697167342036,-60.01654561075374,2.2993846069956305,1.5730380236627557,-18.75057790013445,-0.5276714282976356,-5.860622840066505,72.51691932197413,0.0,-13.021265673065413
25026,G,108.0,-4.928255230917236,-0.000285682149983352,60.91673099339298,-0.1932425189709036,-0.08108392644375091,1.7046516000487737,-7.75933496106679,0.4817276250721538,-0.9169239507906913,-3.585785569849651,-0.25277597674771124,0.31405109203971937,9.599503709768019,0.0,-3.641613329455135
25026,G,114.0,-2.5152987182610014,-0.00010759287169698713,29.64996549948848,-0.06469359843834693,-0.0476346573248053,0.7139956744463716,-2.427145582128259,0.2238093969661151,-0.7219636958607162,-1.7967483190779614,-0.12430482836089499,0.3822644855457713,4.0071358781026545,0.0,-2.096500898530438
