logdet,min_eigenvalue,max_eigenvalue,min_relative_eigenvalue,condition_number,trace_inv,rank_1e-8,case,block,n_parameters
76.6991511585063,0.0011923262169914468,153664.00040016058,7.759307410235825e-09,128877481.85886186,820.8260627299069,10,historical_only,core_profile_parameters,11
-158.62831034764605,0.0,153664.0004001607,0.0,1000000000000.0,1365006.1184044182,10,historical_only,extended_observed_plus_co2_information,26
82.69872802968641,0.015827134850891583,209168.171270428,7.566703267883476e-08,13215795.103852611,63.055719371349724,11,historical_plus_lot1,core_profile_parameters,11
-21.869012555114637,0.0,213251.63730291172,0.0,1000000000000.0,574053.578387968,17,historical_plus_lot1,extended_observed_plus_co2_information,26
