strategy,dose_design,independent_seed,trial,coordinate,parent_candidate_id,proposal_candidate_id,parent_robust_score,proposal_robust_score,parent_penalized_search_score,proposal_penalized_search_score,accepted_on_real_64_member_objective,watermark,candidate_only_not_for_physical_execution
II_diagonal_1,N80,20260803,1,12,2be5deea1537c3fb,9dee8f77c43bd2da,19.808943185784944,19.80671130904043,19.808943185784944,19.80671130904043,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260803,2,19,2be5deea1537c3fb,07ec8484ef3bad71,19.808943185784944,19.80536291351693,19.808943185784944,19.80536291351693,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260817,1,16,dbfd67a2e686416b,dbfd67a2e686416b,19.799215419752407,19.799215419752407,19.799215419752407,19.799215419752407,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260817,2,7,dbfd67a2e686416b,dbfd67a2e686416b,19.799215419752407,19.799215419752407,19.799215419752407,19.799215419752407,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260831,1,1,6b9f9cd3bd315cfb,97dbab52f05c8aa6,19.5317792912333,19.532618797934298,19.5317792912333,19.532618797934298,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260831,2,19,6b9f9cd3bd315cfb,6b9f9cd3bd315cfb,19.5317792912333,19.5317792912333,19.5317792912333,19.5317792912333,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260847,1,1,80bab8760923fe04,d3ba8622c0e2674c,19.76382096191787,19.765428397325117,19.76382096191787,19.765428397325117,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260847,2,13,80bab8760923fe04,05d0b97228241b6a,19.76382096191787,19.76457556384758,19.76382096191787,19.76457556384758,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260861,1,4,e1cef820fd71d0d9,98d59422cc3f0e23,19.514302282191494,19.521994649136705,19.514302282191494,19.521994649136705,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N80,20260861,2,12,e1cef820fd71d0d9,db66f7b2541f81d2,19.514302282191494,19.515714176951807,19.514302282191494,19.515714176951807,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260803,1,12,e87fe2cecfd59a11,84ab76d5e53e496c,19.791267773234157,19.78973237261056,19.791267773234157,19.78973237261056,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260803,2,19,e87fe2cecfd59a11,e87fe2cecfd59a11,19.791267773234157,19.791267773234157,19.791267773234157,19.791267773234157,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260817,1,16,8d6eff1a9d7b0f79,8d6eff1a9d7b0f79,19.78098540432414,19.78098540432414,19.78098540432414,19.78098540432414,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260817,2,7,8d6eff1a9d7b0f79,8d6eff1a9d7b0f79,19.78098540432414,19.78098540432414,19.78098540432414,19.78098540432414,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260831,1,1,668df5d7c3d3dbf6,590a3fc3e92a5edc,19.522841663734795,19.523677413743535,19.522841663734795,19.523677413743535,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260831,2,19,668df5d7c3d3dbf6,668df5d7c3d3dbf6,19.522841663734795,19.522841663734795,19.522841663734795,19.522841663734795,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260847,1,1,ee4a859a582e61c3,9ba4f27bdf389e28,19.81756973509447,19.818093841336903,19.81756973509447,19.818093841336903,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260847,2,13,ee4a859a582e61c3,519b7bbf12bb8ea0,19.81756973509447,19.81902100901898,19.81756973509447,19.81902100901898,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260861,1,4,8a8e88d6bbcc1fb2,8cdc98d6c2133d60,19.506586279607458,19.513939581689627,19.506586279607458,19.513939581689627,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_historical_anchor,20260861,2,12,8a8e88d6bbcc1fb2,e0f7a4681b163fbc,19.506586279607458,19.508001958003273,19.506586279607458,19.508001958003273,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260803,1,12,6b89bd547ad4474b,2553d011c2f79d6c,19.786230877284193,19.784702250379368,19.786230877284193,19.784702250379368,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260803,2,19,6b89bd547ad4474b,6b89bd547ad4474b,19.786230877284193,19.786230877284193,19.786230877284193,19.786230877284193,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260817,1,16,f2addcf70aa5958d,f2addcf70aa5958d,19.776313853621197,19.776313853621197,19.776313853621197,19.776313853621197,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260817,2,7,f2addcf70aa5958d,f2addcf70aa5958d,19.776313853621197,19.776313853621197,19.776313853621197,19.776313853621197,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260831,1,1,9d74c1c80be46659,1664e9adc78a9803,19.51886362102135,19.51970779991289,19.51886362102135,19.51970779991289,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
