policy,species,capture_interval,start_h,end_h,duration_h,capture_stage_1_c,capture_stage_2_c,maximum_capture_interval_h,maximum_capture_interval_policy,within_approved_duration,captured_mass_mean_ug,captured_mass_min_ug,captured_mass_max_ug,cumulative_mass_start_mean_ug,cumulative_mass_end_mean_ug,mass_conservation_max_abs_error_ug,maximum_trap_loading,maximum_trap_loading_policy,trap_loading_constraint_satisfied,vessel_change_required,strategy,dose_design,sampling_mode,watermark,candidate_only_not_for_physical_execution
II_diagonal_1__N76_historical_anchor__anchor,isoamyl_acetate,7,70.0,90.0,20.0,0.0,-40.0,,unbounded_by_hardware,True,51.504092958700056,27.276296613037154,162.99078757287657,53.60024800949352,105.10434096819358,2.842170943040401e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__anchor,isoamyl_acetate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,20.608640979632845,10.145262688769876,57.45874304224793,105.10434096819358,125.71298194782644,2.842170943040401e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__anchor,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,105.79040238801099,52.79222546200951,265.3784835588551,125.71298194782644,231.50338433583744,2.842170943040401e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,1,0.0,26.0,26.0,0.0,-40.0,,unbounded_by_hardware,True,120.42721200332136,0.033168915988572856,1379.6013157419752,0.0,120.42721200332136,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,2,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,826.7477508057702,0.08019301043047067,12026.155181083192,120.42721200332136,947.1749628090917,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,3,42.0,46.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,611.8527224628814,0.03879788049628985,9842.194328303374,947.1749628090917,1559.027685271973,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,4,46.0,50.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,719.9719159273429,0.051611065654107335,10437.668822971176,1559.027685271973,2278.999601199316,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3040.4151693223757,0.4495257212386221,41205.14667567797,2278.999601199316,5319.414770521691,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,6,66.0,70.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,783.700977135435,0.22669003990890246,10114.536825729447,5319.414770521691,6103.115747657126,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,7,70.0,74.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,787.4775347219988,0.27657702788104643,10005.533145950234,6103.115747657126,6890.593282379125,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,4590.492469798239,1.801776234324706,56147.1638471912,6890.593282379125,11481.085752177363,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,7859.449210518476,3.5061967838768524,103226.37031218967,11481.085752177363,19340.53496269584,3.637978807091713e-12,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,1,0.0,26.0,26.0,0.0,-40.0,,unbounded_by_hardware,True,0.09731603521745869,0.02229161341073838,0.730577681755824,0.0,0.09731603521745869,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,2,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,0.629204516156004,0.05624153730960127,9.48188841578374,0.09731603521745869,0.7265205513734626,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,3,42.0,46.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.4893935106103925,0.029055350714553937,9.159897643331384,0.7265205513734626,1.215914061983855,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,4,46.0,50.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.6717786142382058,0.04040118023623822,11.50111252176356,1.215914061983855,1.887692676222061,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3.565734084126056,0.42229919759240786,42.46459784274746,1.887692676222061,5.453426760348117,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,6,66.0,70.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,1.040772162660808,0.2509431115793428,9.865406844862008,5.453426760348117,6.494198923008925,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,7,70.0,74.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,1.080939123377406,0.3853167432677669,9.596937862322093,6.494198923008925,7.57513804638633,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,6.8121655862754364,3.4485964258258672,51.8374399301249,7.57513804638633,14.387303632661768,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,12.320164444774925,5.271277162630696,76.49800532229739,14.387303632661768,26.707468077436694,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,1,0.0,26.0,26.0,0.0,-40.0,,unbounded_by_hardware,True,0.18004517383091895,0.01123451520208717,2.2567493940375574,0.0,0.18004517383091895,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,2,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,2.948710547284266,0.04638928835121288,43.17819599112123,0.18004517383091895,3.128755721115185,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,3,42.0,46.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,2.832057919359893,0.03223338287948643,38.27093579843958,3.128755721115185,5.960813640475077,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,4,46.0,50.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,4.113631412374249,0.05238376929445002,41.16651267933895,5.960813640475077,10.074445052849327,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,24.83625718688564,0.8744175776817497,149.68066267046936,10.074445052849327,34.910702239734974,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,6,66.0,70.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,7.666035253753728,0.7076449258603963,34.60386943315342,34.910702239734974,42.57673749348869,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,7,70.0,74.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,8.073650442186478,1.3222638650920175,33.821932141282105,42.57673749348869,50.65038793567517,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,52.7246592173492,27.183829209944562,184.0319924943655,50.65038793567517,103.37504715302437,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__cold_early,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,100.42449012126195,45.802311563275325,282.64920249635134,103.37504715302437,203.79953727428634,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,203.59832235964961,0.052219597014942054,2041.5025100219164,0.0,203.59832235964961,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,301.1770109183393,0.04099766070811661,4204.587778341729,203.59832235964961,504.7753332779889,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3012.9865592257247,0.7979846615550059,39842.90517249249,504.7753332779889,3517.7618925037145,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1885.428820251312,0.7714543718909113,22557.18225899316,3517.7618925037145,5403.190712755026,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4698.910863150781,2.1642165771045825,56418.780249126125,5403.190712755026,10102.101575905808,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2258.4111038529936,1.1218373397847472,28490.349482657286,10102.101575905808,12360.5126797588,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3477.023160888438,1.7802818296342764,45418.72218179656,12360.5126797588,15837.535840647237,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1379.030920835071,0.7204941895218013,18462.34129598859,15837.535840647237,17216.566761482307,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,6043.169648627873,3.141225681698579,80516.0112302367,17216.566761482307,23259.736410110185,1.4551915228366852e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,0.18171102917918322,0.03864234610119742,1.3319831468465009,0.0,0.18171102917918322,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.269680367209629,0.03207310883684365,3.5789481054897876,0.18171102917918322,0.4513913963888122,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3.9337349881156154,0.8361626690935012,41.34855394033014,0.4513913963888122,4.385126384504428,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.1568936416920432,1.9434908212068893,21.306084114144596,4.385126384504428,7.542020026196471,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,8.762739267294332,4.865593505230828,47.51202625137924,7.542020026196471,16.304759293490804,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,4.466284479502315,2.3366806957862813,20.775933768205164,16.304759293490804,20.771043772993117,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,6.701421157083511,3.608169954883106,28.6904989861479,20.771043772993117,27.47246493007663,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2.5998479125599516,1.4381338368603878,10.488863397031139,27.47246493007663,30.072312842636585,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,10.961659710307938,6.769833456298954,40.96137987105459,30.072312842636585,41.03397255294452,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,0.4022188893845849,0.020550653994084282,5.097488729614076,0.0,0.4022188893845849,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,1.047752730343213,0.024170925539560704,14.542259537850784,0.4022188893845849,1.4499716197277979,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,23.86844540328819,1.8124417824915864,148.0119719603031,1.4499716197277979,25.318417023015993,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,21.875341155762605,10.278604619239145,80.9819244950528,25.318417023015993,47.193758178778594,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,5,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,64.03555538724011,34.321485257470805,187.97346643909765,47.193758178778594,111.2293135660187,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,6,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,33.70197657609516,17.490486716615408,85.30283760849534,111.2293135660187,144.93129014211388,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,7,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,52.680620002408425,27.286715680445027,123.57215907514706,144.93129014211388,197.61191014452228,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,8,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,21.009124581189816,11.360181791676183,47.20975772128065,197.61191014452228,218.62103472571212,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_historical_anchor__warm_late,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,90.4922565992565,50.11763413926835,189.82021216816088,218.62103472571212,309.1132913249686,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_historical_anchor,partially_harmonized,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_all_conservative__anchor,ethyl_acetate,1,0.0,22.0,22.0,0.0,-40.0,,unbounded_by_hardware,True,75.57194244361241,0.024525864997314573,982.9202870293416,0.0,75.57194244361241,2.9103830456733704e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,independent,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_all_conservative__anchor,ethyl_acetate,2,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,56.756565204834345,0.011220132147538475,561.1351654323953,75.57194244361241,132.32850764844676,2.9103830456733704e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,independent,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_all_conservative__anchor,ethyl_acetate,3,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,1075.1338439015276,0.10740461074367502,15484.989456288773,132.32850764844676,1207.4623515499743,2.9103830456733704e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,independent,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1__N76_all_conservative__anchor,ethyl_acetate,4,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1186.5179024348608,0.13572297263315747,16136.874405249851,1207.4623515499743,2393.9802539848356,2.9103830456733704e-11,,not_applicable_for_sampling_nozzle,True,False,II_diagonal_1,N76_all_conservative,independent,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
