process_token,campaign_token,include_submission_dataset,time_h,species,total_equivalent_mg_l,condensate_equivalent_mg_l,retained_wine_mg_l,retained_qc
P25_07,C25_04,True,138.0,benzaldehyde,0.00252558295,0.000956766154342104,0.0015688167956578957,ok
P25_07,C25_04,True,156.0,benzaldehyde,0.002587229627083333,0.001221134644221596,0.001366094982861737,ok
P25_07,C25_04,True,180.0,benzaldehyde,0.0026269065049999997,0.0014578469317681165,0.0011690595732318833,ok
P25_07,C25_04,True,204.0,benzaldehyde,0.0028101526400000003,0.0016533486685872494,0.0011568039714127509,ok
P25_07,C25_04,True,234.0,benzaldehyde,0.0029614306125,0.0018712003123169737,0.0010902303001830264,ok
P25_07,C25_04,True,276.0,benzaldehyde,0.00326950789125,0.0021124597864132537,0.0011570481048367464,ok
P25_07,C25_04,True,324.0,benzaldehyde,0.0041371011137500005,0.002295855746685852,0.0018412453670641486,ok
P25_07,C25_04,True,372.0,benzaldehyde,0.004407037516666667,0.002430120633482658,0.001976916883184009,ok
P25_07,C25_04,True,0.0,ethyl_decanoate,0.00384025478435348,,,ok
P25_07,C25_04,True,84.0,ethyl_decanoate,0.0011478207741666667,0.0,0.0011478207741666667,ok
P25_07,C25_04,True,108.0,ethyl_decanoate,0.0024659594304166665,0.0,0.0024659594304166665,ok
P25_07,C25_04,True,138.0,ethyl_decanoate,0.0015702154054166666,0.0,0.0015702154054166666,ok
P25_07,C25_04,True,156.0,ethyl_decanoate,0.009744628975,0.0,0.009744628975,ok
P25_07,C25_04,True,180.0,ethyl_decanoate,0.008169748520833334,0.0,0.008169748520833334,ok
P25_07,C25_04,True,204.0,ethyl_decanoate,0.010967358995833334,0.0,0.010967358995833334,ok
P25_07,C25_04,True,234.0,ethyl_decanoate,0.005241101975,0.0,0.005241101975,ok
P25_07,C25_04,True,276.0,ethyl_decanoate,0.0022820887033333332,0.0,0.0022820887033333332,ok
P25_07,C25_04,True,324.0,ethyl_decanoate,0.010159081058333333,0.0,0.010159081058333333,ok
P25_07,C25_04,True,372.0,ethyl_decanoate,0.0086838211625,0.0,0.0086838211625,ok
P25_07,C25_04,True,0.0,hexyl_acetate,0.049873543429085405,,,ok
P25_07,C25_04,True,84.0,hexyl_acetate,0.11990553520833334,0.0013729052388404466,0.1185326299694929,ok
P25_07,C25_04,True,108.0,hexyl_acetate,0.16867106487499997,0.007546772313097096,0.1611242925619029,ok
P25_07,C25_04,True,138.0,hexyl_acetate,0.197925848875,0.02090709863177441,0.1770187502432256,ok
P25_07,C25_04,True,156.0,hexyl_acetate,0.302626690625,0.0279547121127191,0.2746719785122809,ok
P25_07,C25_04,True,180.0,hexyl_acetate,0.27222239095833334,0.034224248867339276,0.23799814209099407,ok
P25_07,C25_04,True,204.0,hexyl_acetate,0.2965815310416667,0.04038231659699094,0.25619921444467575,ok
P25_07,C25_04,True,234.0,hexyl_acetate,0.22223784108333333,0.04708896569372563,0.17514887538960772,ok
P25_07,C25_04,True,276.0,hexyl_acetate,0.21897035925,0.05339861571174649,0.1655717435382535,ok
P25_07,C25_04,True,324.0,hexyl_acetate,0.24123824354166665,0.057903737743515725,0.18333450579815092,ok
P25_07,C25_04,True,372.0,hexyl_acetate,0.24097493208333332,0.060567436106225475,0.18040749597710784,ok
P25_07,C25_04,True,0.0,isoamyl_acetate,1.137472623309708,,,ok
P25_07,C25_04,True,84.0,isoamyl_acetate,1.6402219250568786,0.0076510218858882595,1.6325709031709903,ok
P25_07,C25_04,True,108.0,isoamyl_acetate,3.3761103699149664,0.039657734170005995,3.33645263574496,ok
P25_07,C25_04,True,138.0,isoamyl_acetate,4.72125528629594,0.12635160483622557,4.594903681459715,ok
P25_07,C25_04,True,156.0,isoamyl_acetate,6.451272402027842,0.21269357875246178,6.23857882327538,ok
P25_07,C25_04,True,180.0,isoamyl_acetate,7.014740864231375,0.30464821219369603,6.710092652037679,ok
P25_07,C25_04,True,204.0,isoamyl_acetate,7.208274309778042,0.4080298405960216,6.8002444691820205,ok
P25_07,C25_04,True,234.0,isoamyl_acetate,8.601239115336773,0.5256702705676097,8.075568844769164,ok
P25_07,C25_04,True,276.0,isoamyl_acetate,10.357273940871188,0.6509170652459404,9.706356875625248,ok
P25_07,C25_04,True,324.0,isoamyl_acetate,9.584645455738379,0.7329551800811596,8.85169027565722,ok
P25_07,C25_04,True,372.0,isoamyl_acetate,10.041049078185958,0.7931370039481589,9.2479120742378,ok
P25_07,C25_04,True,0.0,ethyl_octanoate,0.0212631602261692,,,ok
P25_07,C25_04,True,84.0,ethyl_octanoate,0.029415980641666666,0.0007469279255465425,0.028669052716120122,ok
P25_07,C25_04,True,108.0,ethyl_octanoate,0.037442057375,0.0032198081743058573,0.03422224920069414,ok
P25_07,C25_04,True,138.0,ethyl_octanoate,0.030495110608333334,0.006633154258566357,0.023861956349766976,ok
P25_07,C25_04,True,156.0,ethyl_octanoate,0.07712401387500001,0.008495266387050643,0.06862874748794937,ok
P25_07,C25_04,True,180.0,ethyl_octanoate,0.07156064770833333,0.009947971991153473,0.061612675717179856,ok
P25_07,C25_04,True,204.0,ethyl_octanoate,0.07786909916666666,0.011425677070445018,0.06644342209622164,ok
P25_07,C25_04,True,234.0,ethyl_octanoate,0.051878589916666676,0.012903567750412109,0.038975022166254564,ok
P25_07,C25_04,True,276.0,ethyl_octanoate,0.048665342083333334,0.014379075721996372,0.03428626636133696,ok
P25_07,C25_04,True,324.0,ethyl_octanoate,0.08651038091666667,0.0155489315764869,0.07096144934017977,ok
P25_07,C25_04,True,372.0,ethyl_octanoate,0.08298747925,0.016371201688787484,0.06661627756121251,ok
P25_07,C25_04,True,0.0,phenethyl_acetate,0.004635224984735439,,,ok
P25_07,C25_04,True,84.0,phenethyl_acetate,0.017027409895833335,0.0001675249142600506,0.016859884981573283,ok
P25_07,C25_04,True,108.0,phenethyl_acetate,0.056277588291666666,0.0009200780577804913,0.05535751023388617,ok
P25_07,C25_04,True,138.0,phenethyl_acetate,0.03840141740833334,0.0017591415867837348,0.03664227582154961,ok
P25_07,C25_04,True,156.0,phenethyl_acetate,0.09173337275,0.0021044688287782097,0.08962890392122179,ok
P25_07,C25_04,True,180.0,phenethyl_acetate,0.099345714375,0.002444714013600409,0.09690100036139959,ok
P25_07,C25_04,True,204.0,phenethyl_acetate,0.10487997045833335,0.0030742449860206296,0.10180572547231272,ok
P25_07,C25_04,True,234.0,phenethyl_acetate,0.10479496820833333,0.0035549970273519396,0.10123997118098138,ok
P25_07,C25_04,True,276.0,phenethyl_acetate,0.09504343970833333,0.004179381313835829,0.0908640583944975,ok
P25_07,C25_04,True,324.0,phenethyl_acetate,0.10904289333333334,0.004424042359958855,0.10461885097337448,ok
P25_07,C25_04,True,372.0,phenethyl_acetate,0.10658432295833334,0.004538291468649429,0.10204603148968391,ok
P25_07,C25_04,True,0.0,ethyl_acetate,2.3280442590095003,,,ok
P25_07,C25_04,True,84.0,ethyl_acetate,4.5963418909964195,0.0,4.5963418909964195,ok
P25_07,C25_04,True,108.0,ethyl_acetate,6.40778873541756,0.0,6.40778873541756,ok
P25_07,C25_04,True,138.0,ethyl_acetate,6.8102799916321,0.0,6.8102799916321,ok
P25_07,C25_04,True,156.0,ethyl_acetate,10.306090536694661,0.0,10.306090536694661,ok
P25_07,C25_04,True,180.0,ethyl_acetate,9.93428477489374,0.0,9.93428477489374,ok
P25_07,C25_04,True,204.0,ethyl_acetate,11.15686232840802,0.0,11.15686232840802,ok
P25_07,C25_04,True,234.0,ethyl_acetate,9.903826261114876,0.0,9.903826261114876,ok
P25_07,C25_04,True,276.0,ethyl_acetate,8.9684764248195,0.0,8.9684764248195,ok
P25_07,C25_04,True,324.0,ethyl_acetate,11.903405814242562,0.0,11.903405814242562,ok
P25_07,C25_04,True,372.0,ethyl_acetate,10.4127262132328,0.0,10.4127262132328,ok
