policy,campaign_logdet,campaign_min_relative_eigenvalue,campaign_trace_inv,new_param_mean_var_reduction,new_param_worst_var_reduction,selected_candidates
balanced,204.35467954962695,2.0733423271480635e-06,1.1697267919088272,0.9078237030872282,0.2681798235579774,"synthetic_fructose_rich_glucose_pulse, synthetic_high_biomass_low_N_maintenance, synthetic_lit_SM410_18C_highN_ester, synthetic_glucose_rich_fructose_pulse, synthetic_high_sugar_reference, synthetic_viable_biomass_step, synthetic_lit_SM410_24C_highN_strip, synthetic_lit_SM70_warm_shift_Nrescue, natural_glucose_pulse_after_growth"
front_loaded,196.73148451176843,1.7453817289686216e-06,1.891472085351235,0.8966503551778847,0.25122918428076313,"synthetic_fructose_rich_glucose_pulse, synthetic_high_biomass_low_N_maintenance, synthetic_lit_SM410_18C_highN_ester, synthetic_glucose_rich_fructose_pulse, synthetic_high_sugar_reference, synthetic_lit_SM410_24C_highN_strip, synthetic_viable_biomass_step, natural_glucose_pulse_after_growth, synthetic_lit_SM230_18C_midN_reference"
two_per_day,193.78764432306303,1.786260516177696e-06,1.9723580427326262,0.8900346511961814,0.19275842394233822,"synthetic_fructose_rich_glucose_pulse, synthetic_high_biomass_low_N_maintenance, synthetic_lit_SM410_18C_highN_ester, synthetic_glucose_rich_fructose_pulse, synthetic_high_sugar_reference, synthetic_viable_biomass_step, synthetic_lit_SM410_24C_highN_strip, synthetic_lit_SM70_warm_shift_Nrescue, natural_glucose_pulse_after_growth"
