scenario,n_selected,combined_logdet,combined_min_eigenvalue,combined_max_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace_inv,combined_rank_1e-8,var_ratio_mu0,var_reduction_mu0,var_ratio_qN,var_reduction_qN,var_ratio_betaG0,var_reduction_betaG0,var_ratio_betaF0,var_reduction_betaF0,var_ratio_qEG,var_reduction_qEG,var_ratio_qEF,var_reduction_qEF,var_ratio_iG,var_reduction_iG,var_ratio_iE,var_reduction_iE,var_ratio_Kd0,var_reduction_Kd0,var_ratio_gammaG0,var_reduction_gammaG0,var_ratio_gammaF0,var_reduction_gammaF0,var_ratio_kPyrS_N,var_reduction_kPyrS_N,var_ratio_kPyrO2,var_reduction_kPyrO2,var_ratio_kPyrDrain,var_reduction_kPyrDrain,var_ratio_kAldS_N,var_reduction_kAldS_N,var_ratio_kAcAld,var_reduction_kAcAld,var_ratio_kAcStress,var_reduction_kAcStress,var_ratio_k_EA_growth,var_reduction_k_EA_growth,var_ratio_k_EA_stationary,var_reduction_k_EA_stationary,var_ratio_k_IAA_growth,var_reduction_k_IAA_growth,var_ratio_k_IAA_stationary,var_reduction_k_IAA_stationary,var_ratio_k_EO_growth,var_reduction_k_EO_growth,var_ratio_k_EO_stationary,var_reduction_k_EO_stationary,var_ratio_alpha_EA_loss,var_reduction_alpha_EA_loss,var_ratio_alpha_IAA_loss,var_reduction_alpha_IAA_loss,var_ratio_alpha_EO_loss,var_reduction_alpha_EO_loss,new_param_mean_var_reduction,new_param_worst_var_reduction,mean_post_pulse_liquid_0_6h,min_post_pulse_liquid_0_6h,mean_post_pulse_full_0_6h,min_post_pulse_full_0_6h,focus_core_mean_var_reduction,focus_secondary_mean_var_reduction,focus_aroma_mean_var_reduction
late_16_near_nominal,60,176.59315138604245,0.8334146135671596,259005.20321707916,3.217752397308608e-06,310775.93193199695,1.5448115141638514,26,0.6198036695899328,0.3801963304100672,0.5979942885615933,0.4020057114384067,0.43312239063252583,0.5668776093674741,0.363506164445381,0.636493835554619,0.5911753109323721,0.4088246890676279,0.34161339464173557,0.6583866053582644,0.24508254237333454,0.7549174576266655,0.5197096007250626,0.48029039927493744,0.7110595279604789,0.2889404720395211,0.39266557638372834,0.6073344236162717,0.1864627742095115,0.8135372257904885,3.017638927709813e-08,0.9999999698236107,1.3381529400352002e-07,0.999999866184706,6.798332156659795e-08,0.9999999320166785,7.023548805745454e-09,0.9999999929764511,3.046286133810912e-07,0.9999996953713867,3.670644212730486e-09,0.9999999963293558,0.007516773234834783,0.9924832267651652,0.00044557305323919945,0.9995544269467608,0.013549077399230626,0.9864509226007694,0.00039020475237767097,0.9996097952476223,0.012050256934193143,0.9879497430658069,0.00034748537369389774,0.9996525146263061,0.1709711291822746,0.8290288708177254,0.14402632792572567,0.8559736720742743,0.107898970384012,0.892101029615988,0.9584367175873783,0.8290288708177254,0.0,0.0,0.0,0.0,0.5847800143133075,0.999999908783698,0.9492004668622687
midday_12_response,60,176.51368825153648,0.8234165879355881,260691.272525209,3.158589008214547e-06,316597.0619790351,1.5634096686143268,26,0.6175523312253078,0.38244766877469216,0.5974984753680005,0.4025015246319995,0.4368865605345847,0.5631134394654154,0.3705036524721389,0.6294963475278611,0.5960813705115289,0.4039186294884711,0.34544110153806806,0.6545588984619319,0.24548165334747485,0.7545183466525252,0.5245265025602234,0.4754734974397766,0.7138945581087645,0.28610544189123555,0.3957643920010863,0.6042356079989137,0.18872671691866125,0.8112732830813387,3.067112762164701e-08,0.9999999693288724,1.332594513418325e-07,0.9999998667405486,6.799831714785931e-08,0.9999999320016828,7.161782920762595e-09,0.9999999928382171,3.078030112593672e-07,0.9999996921969887,3.672514785866615e-09,0.9999999963274853,0.007483764331343529,0.9925162356686564,0.0004457805201442351,0.9995542194798558,0.013458175279459838,0.9865418247205402,0.00038960359077865546,0.9996103964092213,0.011962388396673546,0.9880376116033265,0.00034653121271054424,0.9996534687872894,0.17352591841062645,0.8264740815893735,0.1464736313831693,0.8535263686168307,0.1100521387848921,0.8899478612151079,0.9578056142376976,0.8264740815893735,1.2,0.0,0.6,0.0,0.5812996758079902,0.9999999082389658,0.9484291186766891
