ID anexo,OE,Actividad unica,Titulo propuesto,Nombre de archivo sugerido,Contenido minimo,Evidencia fuente
A02,OE2,2.14,Validacion del modelo con datos de vendimia 2025 (Actividad 2.14),PI-4497_IA5_A02_Act-2.14_Validacion-modelo-vendimia-2025.pdf,"Documentar la base independiente 2025, protocolo de validacion, comparacion predicho-observado, metricas, brechas y decision tecnica.","Base independiente vendimia 2025, predicho vs. observado, metricas de error, criterio de validacion, brechas y decision tecnica."
