batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,qXG,qXF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,4.201912604371881,-0.06928174794994522,-4.440892098500623e-15,0.0,0.0,-2.220446049250311e-15,2.2204460492503123e-15,0.0,-2.2204460492503115e-15
25026,X,36.0,5.638387908069656,-5.695319537226669,-4.440892098500623e-15,0.0,-4.440892098500625e-15,4.440892098500622e-15,0.0,-4.440892098500625e-15,0.0
25026,X,42.0,5.638378244969064,-5.695331336772383,-4.440892098500623e-15,0.0,-4.440892098500625e-15,0.0,4.4408920985006246e-15,0.0,-4.440892098500623e-15
25026,X,60.0,7.973110142671636,-8.05364284817755,0.0,0.0,0.0,0.0,0.0,-8.88178419700125e-15,0.0
25026,X,84.0,7.973110302844677,-8.053646770711918,-8.881784197001246e-15,0.0,8.88178419700125e-15,0.0,8.881784197001249e-15,-8.88178419700125e-15,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-12.7870196465975,-13.910808341948124,0.0,0.0,0.0,2.0990850633232434e-14,0.0,0.0,0.0
25026,N,36.0,-7.540707412317168e-05,-6.508900922387612e-05,7.036479947644426e-18,2.4311388541726237e-16,4.0036870256867307e-20,0.0,3.002765269265047e-20,-1.4012904589903558e-19,4.003687025686728e-20
25026,N,42.0,-7.39851734087169e-07,-6.99437067774029e-07,-2.9577237902260706e-18,-1.0384062761996742e-16,1.0009217564216827e-20,5.00460878210841e-21,-2.502304391054206e-20,4.5041479038975724e-20,2.001843512843364e-20
25026,N,60.0,-1.3585787617571103e-05,-1.0738024394074559e-05,-2.0018435128433644e-20,0.0,0.0,-1.000921756421682e-20,-3.002765269265047e-20,1.0009217564216828e-19,-6.005530538530093e-20
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-1.2231553476513608,0.017397590195322166,0.23310778497346626,0.013055877808045393,-1.2035970912563863,-0.00017598264120695739,-0.14783832786293705,-6.0366199645730494e-05,-0.008671533952743445
25026,G,36.0,-5.3539521078745524,3.5755864256835297,1.9094046910909614,0.259080185289594,-6.34430093672137,-0.00933869548307162,-0.3531058454185494,-0.002028926209720124,-0.15760093577190312
25026,G,42.0,-5.901257046029068,4.2846862946724125,2.335501084227355,0.3337029073994706,-7.3451710706689495,-0.014051023999424575,-0.3453836069745289,-0.0026695282841206957,-0.1997838775517645
25026,G,60.0,-7.435391204986972,6.3763235188568155,3.7874882029110193,0.6033888043333393,-10.125276654141727,-0.04411559170869841,-0.44905842314227906,-0.00629149414934069,-0.33408670525780537
