batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,qXG,qXF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,25.85873559859728,-4.36106043843972,1.1240773827925902e-14,0.0,4.11708085167097e-15,-4.2924018880188024e-15,1.7763568394002488e-12,0.0,0.0
25026,X,36.0,37.14302267669912,-434.26550360098224,0.0,0.0,0.0,8.584803776037605e-15,0.0,1.7763568394002488e-12,0.0
25026,X,42.0,37.14292395151057,-434.26687121128344,1.1240773827925902e-14,1.545884845871706e-14,8.23416170334194e-15,8.584803776037605e-15,3.5527136788004977e-12,1.7763568394002488e-12,-2.5507574660638777e-13
25026,X,60.0,52.52301538562868,-614.0872262253833,0.0,3.091769691743412e-14,0.0,0.0,3.5527136788004977e-12,0.0,0.0
25026,X,84.0,52.523015312177826,-614.0875427086406,-2.2481547655851805e-14,0.0,1.646832340668388e-14,1.716960755207521e-14,3.5527136788004977e-12,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-77.78518228413985,-1021.6040699091129,-5.313198321202307e-14,7.306963820811232e-14,7.784114298255075e-14,8.115591632557648e-14,8.396340253292972e-12,8.396340253292972e-12,1.2056714683481472e-12
25026,N,36.0,-0.0007730204351769405,-0.007634495902102613,1.1329947897156103e-16,-3.902339687017717e-17,7.609097629271939e-19,1.1628796031873575e-17,7.607005348804782e-16,1.5654416270435106e-15,-7.744023646664401e-16
25026,N,42.0,-7.565797551914362e-06,-8.193724393589487e-05,-1.297167558887282e-17,4.355289829260845e-18,-3.1549916999420237e-19,-1.2576900866419009e-18,-8.808111456510802e-17,-1.481364199504089e-16,8.85359793308328e-17
25026,N,60.0,-0.00010254898347220447,-0.0008837435628165033,1.7734712719162057e-19,0.0,-5.567632411662395e-20,-9.674539128014622e-20,-3.603318323118055e-17,-1.601474810274691e-17,1.149817913387439e-18
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-7.050428017679246,0.8619983689645311,0.5830427261355959,0.04812321876341182,-2.2430883890236224,-0.00034846039295364443,-1.9060562654517301,-0.0006245509044458302,-0.4954410825460527
25026,G,36.0,-36.37616893405003,248.8110861989761,4.82906946301885,0.9722623074255052,-11.989458873391936,-0.018780767524831907,-4.794999205949837,-0.022254779808314806,-9.144657827216745
25026,G,42.0,-40.120807768653,305.9431612413248,5.922418888386147,1.2548715267858648,-13.907736431688331,-0.028370150061984973,-4.69051624380027,-0.02945776329952401,-11.610865319957862
