direction,fim_eigenvalue,relative_eigenvalue,dominant_parameters,dominant_loadings,dominant_abs_loadings
1,0.001405895612711792,9.061690090458363e-09,"qXF, qXG, iG, betaG0, qEF","+0.929, -0.370, +0.013, +0.003, +0.002","0.929, 0.370, 0.013, 0.003, 0.002"
2,0.0032019468630217532,2.0638125545361193e-08,"qXG, qXF, iG, betaG0, betaF0","-0.929, -0.370, -0.007, -0.002, +0.002","0.929, 0.370, 0.007, 0.002, 0.002"
3,18.911491497275133,0.00012189388283678814,"iG, qEF, betaF0, betaG0, qEG","+0.903, +0.327, +0.202, +0.169, +0.086","0.903, 0.327, 0.202, 0.169, 0.086"
4,155.1941699136579,0.0010003029093254596,"betaF0, qEF, iG, qEG, betaG0","-0.845, -0.288, +0.283, -0.242, +0.203","0.845, 0.288, 0.283, 0.242, 0.203"
5,301.9545816213117,0.0019462460906101888,"betaG0, qEG, mu0, iG, qEF","-0.731, -0.442, +0.370, +0.235, -0.235","0.731, 0.442, 0.370, 0.235, 0.235"
6,968.2943407621408,0.006241134230020496,"qN, mu0, betaG0, qEF, iG","+0.770, +0.569, +0.205, +0.159, -0.092","0.770, 0.569, 0.205, 0.159, 0.092"
7,2484.833537855692,0.01601597675021798,"qEF, qEG, iG, mu0, betaF0","+0.730, -0.625, -0.170, -0.155, -0.141","0.730, 0.625, 0.170, 0.155, 0.141"
8,48173.8355051873,0.31050411130788325,"mu0, qN, qEG, qEF, betaF0","+0.563, -0.490, +0.442, +0.400, -0.204","0.563, 0.490, 0.442, 0.400, 0.204"
9,155147.17438771715,1.0,"betaG0, mu0, betaF0, qEG, qN","-0.561, -0.435, -0.393, +0.389, +0.386","0.561, 0.435, 0.393, 0.389, 0.386"
