batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,27.91229324679909,-5.9192150389614175,0.0,7.176128518016058e-15,4.304604975444271e-15,3.833458419938331e-15
25026,X,36.0,35.65591596322462,-422.3696138541013,-1.084253325042248e-14,-1.4352257036032116e-14,0.0,0.0
25026,X,42.0,35.65587093951037,-422.37026800852107,-1.084253325042248e-14,0.0,0.0,-7.666916839876662e-15
25026,X,60.0,50.42020439868216,-597.2645192739741,0.0,0.0,0.0,0.0
25026,X,84.0,50.42020610439306,-597.2647996101227,-2.168506650084496e-14,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-85.69793744623432,-1061.7610437911615,0.0,0.0,0.0,0.0
25026,N,36.0,-0.00035105989960353313,-0.003579159931789097,4.5465521314301016e-15,1.1321869797489168e-19,-5.821226020120454e-20,-1.9397973204189225e-16
25026,N,42.0,-3.4479463583260373e-06,-3.4142627948045266e-05,-2.250579533976665e-15,-1.6174099710698808e-20,-3.880817346746969e-20,9.747803380235307e-17
25026,N,60.0,-7.799564258711416e-05,-0.0007494140074447515,-2.4437719233794252e-20,9.704459826419287e-20,0.0,1.0368165268819684e-19
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-8.373693652125782,1.636845405078147,0.5849086995631585,0.037893747468988354,-2.337771488909371,-0.00029013311675489214
25026,G,36.0,-33.2976593326154,277.2371255922753,4.73742330771643,0.7472954231393514,-12.182402284921611,-0.015130111034510356
25026,G,42.0,-36.678329361271615,328.08557085689404,5.7824368182868255,0.9622458093108751,-14.08278636802818,-0.022709048128750173
25026,G,60.0,-46.04376113405928,481.553312176156,9.322509648729584,1.7442609697045393,-19.318682326981655,-0.0713885094324149
25026,G,84.0,-47.33894170410554,520.4991070792674,11.83117930935289,2.3793689017074757,-21.143855396335653,-0.172244762355974
25026,G,90.0,-45.65967247654424,504.9378415817618,11.96540616674863,2.4424059969013268,-20.639297283382838,-0.20290780970460578
25026,G,108.0,-36.71172026030657,409.5028366289712,11.12332364949478,2.396970923388048,-17.297280309287007,-0.30136465522495515
25026,G,114.0,-33.017042444632224,368.71495836331724,10.434180247510897,2.292902288344367,-15.74893913417975,-0.3346105909259323
25026,G,132.0,-22.300698961526535,249.3307580340961,7.838023248153674,1.8689333524316323,-11.015479940100093,-0.42723371926014775
25026,G,138.0,-19.16652481452032,214.32762102186462,6.928368253062614,1.715684801115104,-9.557198765926298,-0.4564833279976932
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-4.056601014948023,0.9711004985524331,0.045150297484088366,0.20564788924042535,-0.023638618452379547,-0.7863408709623358
25026,F,36.0,-17.921207652529834,168.19247147036964,1.0960677469099616,1.7104792634843016,-0.8096299273317002,-4.927046865876604
25026,F,42.0,-21.046793346727913,207.1966991640861,1.5018207530347687,2.155351719647788,-1.1715231022351635,-5.93210655908814
25026,F,60.0,-34.70903178069457,388.56916365177204,3.5354954133355507,4.192184079925843,-3.2498467246798954,-9.774833043980069
25026,F,84.0,-52.35768457033921,602.9515648356723,6.90901381800223,7.277056436140316,-7.105527219075199,-14.198743377675518
25026,F,90.0,-56.30984626877967,650.7514930843345,7.81047657483024,8.179062444553118,-8.145838750992981,-15.17001781280877
25026,F,108.0,-63.75942223966061,740.7225268864765,10.293121770454354,10.836501267346987,-10.746220613370955,-17.184287060472005
25026,F,114.0,-64.29975683381556,747.1841821409718,10.823224416440768,11.571327877372692,-11.240486772801434,-17.4064595863629
25026,F,132.0,-59.14406182785787,684.4966817792192,11.1037525395637,12.600539608303283,-11.291006675881937,-16.344309752794246
25026,F,138.0,-55.068067172933674,635.317999485306,10.661466465623645,12.391732341350576,-10.76635050407838,-15.345073851911144
25026,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,E,12.0,27.281333863667847,-4.094783045791282,7.156119243955581,2.6899395119654437,0.0031466023194463696,-0.0035579180240787704
25026,E,36.0,137.0697346681962,-977.210172116612,32.340483519698665,14.650840940764356,-0.08624007526414242,-0.1385008631420706
25026,E,42.0,153.53657066156694,-1209.482053946377,36.75267767174141,17.33894087753298,-0.21426606872807352,-0.2097469683953408
25026,E,60.0,209.18212205315425,-1954.4719140795944,49.514698817931716,27.572904404616366,-1.7978178563217129,-0.7400323396114663
25026,E,84.0,248.32841071980332,-2501.521204308499,60.90818890232338,40.67503079872428,-8.500642358171792,-2.38611567685642
25026,E,90.0,251.01982355737118,-2548.683104963555,63.627403885583846,44.16647527604611,-11.7370314345436,-3.19605755036109
25026,E,108.0,237.74275863343135,-2427.0539096811494,72.396524049366,54.700788922055374,-25.270234993097908,-7.1818671295970145
25026,E,114.0,226.89944296502037,-2307.650840939941,76.11162849781758,58.456127967453455,-31.081114567540556,-9.306225228132913
25026,E,132.0,180.74966134292066,-1779.7814347920005,89.10083228261166,70.24217134047701,-49.930780651346,-18.226773376378123
25026,E,138.0,161.5410016542694,-1556.4625647314654,94.07568315417957,74.57954431523136,-56.530949604336506,-22.189262123746353
25086,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,X,12.0,15.72395762558807,-6.4874800039922045,0.0,7.176128518016058e-15,0.0,-3.833458419938331e-15
25086,X,24.0,21.367351240328368,-233.94969793432242,-4.337013300168992e-13,-1.593100530999565e-12,2.1523024877221358e-13,3.4501125779444973e-13
25086,X,30.0,38.08894479198537,-377.2944769859482,-1.0950958582926705e-12,-1.396474609605925e-11,-5.1224799207786834e-12,1.2343736112201424e-12
25086,X,48.0,35.53776057723296,-420.97099469152073,1.084253325042248e-14,1.4352257036032116e-14,8.609209950888542e-15,7.666916839876662e-15
