batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,13.956146623399546,-2.9596075194807088,0.0,3.588064259008029e-15,2.1523024877221356e-15,1.9167292099691654e-15
25026,X,36.0,17.82795798161231,-211.18480692705066,-5.42126662521124e-15,-7.176128518016058e-15,0.0,0.0
25026,X,42.0,17.827935469755186,-211.18513400426053,-5.42126662521124e-15,0.0,0.0,-3.833458419938331e-15
25026,X,60.0,25.21010219934108,-298.63225963698704,0.0,0.0,0.0,0.0
25026,X,84.0,25.21010305219653,-298.63239980506137,-1.084253325042248e-14,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-0.5665791311779025,-7.019674774403488,0.0,0.0,0.0,0.0
25026,N,36.0,-2.3209801640040703e-06,-2.366308204059274e-05,3.00588512774516e-17,7.485285345630706e-22,-3.848616756896023e-22,-1.2824680654113807e-18
25026,N,42.0,-2.2795583070759422e-08,-2.2572889214597872e-07,-1.487937090443124e-17,-1.0693264779472437e-22,-2.5657445045973487e-22,6.444614811799563e-19
25026,N,60.0,-5.156565575501041e-07,-4.9546389316194105e-06,-1.6156633571419835e-22,6.415958867683463e-22,0.0,6.8547578214496325e-22
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-30.305104860779483,5.923881825935372,2.1168340054742454,0.13714067391563317,-8.460592547943726,-0.0010500162642813758
25026,G,36.0,-120.50704260446055,1003.3445826194157,17.14513523835451,2.7045252789334358,-44.08914321901723,-0.054757150249898544
25026,G,42.0,-132.7419730872723,1187.3694024622914,20.927127431337045,3.4824488886823275,-50.966793788390575,-0.08218596397487657
25026,G,60.0,-166.63626200346093,1742.7821255258498,33.73895012252531,6.312627830377064,-69.9159436699288,-0.2583610475951505
25026,G,84.0,-171.32362992250722,1883.7302479981329,42.818037593911995,8.611137099625966,-76.52139922559053,-0.6233683487564283
25026,G,90.0,-165.24621269841208,1827.4127133163356,43.303815932301305,8.839273673440513,-74.69536078226746,-0.7343405079797873
25026,G,108.0,-132.8628175722378,1482.0253666286394,40.256248150749066,8.674840303367606,-62.60031896989261,-1.090664151011353
