candidate,profile_label,objective_kind,profiled_theta,theta_value,theta_hat,objective,direct_WSSE,l2_penalty,lr_stat,success,status,error,parmest_objective,estimated_mu0,estimated_qN,estimated_betaG0,estimated_betaF0,estimated_qEG,estimated_qEF,estimated_qXF,estimated_iG,estimated_qXG
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.005,0.0755014543706534,6174.2410448434675,5977.690373417818,196.55067142564968,352.37308826924163,True,ok,,5980.361492859809,0.15157439453813734,0.01302221118044276,0.4071441509101162,0.2836827657837,0.5401727204566465,0.5155226880032701,0.09297267564988591,0.019794238222317632,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.01887536359266335,0.0755014543706534,6046.88007871088,5980.497612474417,66.38246623646324,97.65115600406716,True,ok,,5983.148747741505,0.15237984578412545,0.013081819624306198,0.4051551126856753,0.28514809259033436,0.5369701229810896,0.5162194334235478,0.0929428408983846,0.019829979979581722,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.0755014543706534,0.0755014543706534,5998.054500708847,5992.32383501451,5.7306656943362855,0.0,True,theta_hat_baseline,,,0.155377808467777,0.0133101185299815,0.3995798062665501,0.2889247532908035,0.5230426651395569,0.5200605577299623,0.0916032749352908,0.0201896772309379,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.10004190906177557,0.0755014543706534,6000.397249184436,5997.608362069637,2.7888871147987127,4.68549695117872,True,ok,,6000.12176255884,0.15659410522143838,0.013401098871523846,0.39739808248582453,0.29050549144821997,0.5180192787634481,0.5205980652489564,0.09107978374883156,0.020337565210607925,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.19508381812355113,0.0755014543706534,6027.298537771687,6018.8343565458,8.464181225887316,58.488074125680214,True,ok,,6021.238083257449,0.16108988554817438,0.013756529879338732,0.3887020007165716,0.29763256450305636,0.4961423830672981,0.5290770445286956,0.08914890248222729,0.02090840460226663,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.2901257271853267,0.0755014543706534,6061.58810197936,6041.299788593291,20.288313386068392,127.06720254102584,True,ok,,6043.638239038307,0.1653804270880621,0.014099091359023123,0.3804143851790848,0.3055411446075509,0.47682313092875767,0.5370189402530209,0.08727062505797328,0.02150280131630619,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.3020058174826136,0.0755014543706534,6066.02451351324,6044.188234839208,21.836278674031494,135.94002560878653,True,ok,,6046.52166148023,0.16590616709162667,0.014141613118956977,0.3793906078179341,0.30658809405489323,0.4745068980809946,0.538062973004669,0.08704336051712783,0.021577788406912646,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.38516763624710226,0.0755014543706534,6097.484265311475,6064.872581606116,32.6116837053591,198.85952920525597,True,ok,,6067.1905633665965,0.16950769343213218,0.014435870512875235,0.37225802921318907,0.31432478465116215,0.45887471963880955,0.5456867021939484,0.08548723895072266,0.02210768495326293,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.4802095453088778,0.0755014543706534,6133.906620983294,6089.440550778483,44.46607020481032,271.7042405488937,True,ok,,6091.782967083284,0.17341753310117,0.014762936404998832,0.3641939638680903,0.3240407661499641,0.4421223371235363,0.5551265674188135,0.08377968587136779,0.02272102809795305,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.5752514543706534,0.0755014543706534,6170.575520414663,6114.903855566241,55.6716648484213,345.0420394116318,True,ok,,6117.316568556228,0.1770609184709615,0.015077183757055683,0.3561798431601732,0.33478731432352193,0.4263956503817242,0.5654495214471648,0.08212337595469746,0.023342430282782142,
