batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,4.434136955289747,-0.08018261296353518,0.0,2.220446049250313e-15,2.220446049250311e-15,2.2204460492503127e-15
25026,X,36.0,5.664286099651479,-5.721484867892795,-4.440892098500623e-15,-4.440892098500626e-15,0.0,0.0
25026,X,42.0,5.664278947200282,-5.7214937291709065,-4.440892098500623e-15,0.0,0.0,-4.440892098500625e-15
25026,X,60.0,8.009735697481528,-8.090638618562464,0.0,0.0,0.0,0.0
25026,X,84.0,8.009735968450153,-8.090642416039792,-8.881784197001246e-15,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-13.613943793960164,-14.382781208942788,0.0,0.0,0.0,0.0
25026,N,36.0,-5.576925050867496e-05,-4.8483860386257e-05,1.8621798955610645e-15,3.50322614747589e-20,-3.002765269265046e-20,-1.1235847176711597e-16
25026,N,42.0,-5.477395293940405e-07,-4.625013797093675e-07,-9.217938869677662e-16,-5.004608782108413e-21,-2.0018435128433638e-20,5.646199627974713e-17
25026,N,60.0,-1.2390359978277821e-05,-1.0151679388714647e-05,-1.0009217564216822e-20,3.0027652692650485e-20,0.0,6.005530538530096e-20
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-1.330241988605651,0.0221729639373856,0.2395673005783121,0.011725127503996572,-1.2058935712360195,-0.00016805319434388014
25026,G,36.0,-5.2896542919607725,3.7554974762986135,1.940357040977561,0.23122902074102744,-6.284053282064594,-0.00876378235813434
25026,G,42.0,-5.826706327605462,4.444298470959859,2.3683743810892586,0.2977392197377619,-7.264329138609746,-0.01315371413381072
25026,G,60.0,-7.314495480534515,6.523196504498682,3.8183198041496316,0.539711262043105,-9.965163376051942,-0.04135021601033158
25026,G,84.0,-7.520247404198972,7.050762335224326,4.84582241966397,0.7362270985311244,-10.906643106285928,-0.09976897103882873
25026,G,90.0,-7.253479293317781,6.83996699827569,4.900799146656445,0.7557321099907157,-10.64637669974821,-0.1175298633936596
25026,G,108.0,-5.832010793923299,5.547189490627424,4.555898419973184,0.7416735365932804,-8.922462791505634,-0.17455881472393775
25026,G,114.0,-5.245075593167283,4.994670510483639,4.273638599512424,0.7094724982543656,-8.123781364343165,-0.1938157880608371
25026,G,132.0,-3.5426810874966823,3.377473455477055,3.2103028606560695,0.5782875360022467,-5.682119277638688,-0.24746568766825788
25026,G,138.0,-3.0447872997425107,2.9033154853598204,2.8377257528197526,0.5308691906549153,-4.929893535587615,-0.2644078769523783
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-0.6444301911778492,0.013154679279532986,0.01849268936613386,0.0636318095549953,-0.012193517698312012,-0.45547056705012
25026,F,36.0,-2.8469566593069815,2.2783615318113783,0.4489281687454513,0.5292584871345533,-0.41763171853253467,-2.853882982245269
25026,F,42.0,-3.3434860885095787,2.806718902260216,0.6151167592920672,0.6669114409840464,-0.6043072149018879,-3.436041592195234
25026,F,60.0,-5.513864415950613,5.263618681459713,1.4480706014671674,1.2971504836670438,-1.6763696928403458,-5.661855963194747
25026,F,84.0,-8.3175231068973,8.167676227464682,2.8297985502236935,2.2516752832997646,-3.665246853413701,-8.224308231256577
25026,F,90.0,-8.945362105484246,8.81518153369524,3.1990202755740964,2.5307750336389585,-4.20187115325389,-8.786897477304576
25026,F,108.0,-10.128799088667623,10.033943233312776,4.215863773120951,3.353042851220963,-5.543227134998396,-9.95361841259313
25026,F,114.0,-10.214636449681977,10.121473826299288,4.4329835732251945,3.580413757276958,-5.79818463917037,-10.082306936981594
25026,F,132.0,-9.395604578886427,9.272299139102959,4.5478824715371085,3.8988736505257364,-5.8242443403144994,-9.467080125235626
25026,F,138.0,-8.748093520975216,8.606117014872956,4.3667306423775605,3.834264262637004,-5.55361074430706,-8.88829481825409
25026,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,E,12.0,4.333902972603645,-0.055468571756422766,2.931008157634407,0.8323242187024359,0.0016231130913598997,-0.002060845365905723
25026,E,36.0,21.774849188133558,-13.237441873475857,13.246037102881214,4.533280278278617,-0.044485251376068714,-0.08022356334479722
25026,E,42.0,24.390764884106478,-16.383833123072325,15.053186566415835,5.3650352934797745,-0.11052494909745891,-0.1214912948822742
25026,E,60.0,33.23059734220118,-26.47558232015862,20.28026381488137,8.531640214898665,-0.9273690801161626,-0.4286473739381737
25026,E,84.0,39.449362805305306,-33.885997590034876,24.946817185898112,12.585715433247488,-4.3848896351620095,-1.3821047595490308
25026,E,90.0,39.87691968927325,-34.52486007466469,26.06055509699148,13.666042252420647,-6.054317464070971,-1.8512456856099355
25026,E,108.0,37.767729888332255,-32.87725196679866,29.652217261792792,16.925581857671705,-13.035155089523649,-4.159937776085469
25026,E,114.0,36.045164626565835,-31.259799317331385,31.17385225328247,18.087563241647103,-16.032583347713317,-5.390425244673383
25026,E,132.0,28.71382676909435,-24.109197757858734,36.49397912044783,21.73441451782215,-25.7558138936599,-10.55745556640488
25026,E,138.0,25.66234593826722,-21.084085406363606,38.531581903533976,23.076489518533112,-29.160381597236412,-12.852639580539602
25086,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,X,12.0,2.4979023032808545,-0.08788041908341476,0.0,2.220446049250313e-15,0.0,-2.2204460492503127e-15
25086,X,24.0,3.3944098012176567,-3.16911920903876,-1.7763568394002492e-13,-4.929390229335695e-13,1.1102230246251557e-13,1.9984014443252813e-13
25086,X,30.0,6.050796192086486,-5.110890011989123,-4.4853010194856294e-13,-4.320988011841109e-12,-2.6423307986078705e-12,7.149836278586006e-13
25086,X,48.0,5.6455159771517005,-5.702538953906156,4.440892098500623e-15,4.440892098500626e-15,4.440892098500622e-15,4.440892098500625e-15
25086,X,54.0,5.64551522685715,-5.7025406052611425,8.881784197001246e-15,0.0,-4.440892098500622e-15,0.0
25086,X,72.0,5.645515219570573,-5.702540626446214,0.0,0.0,4.440892098500622e-15,4.440892098500625e-15
25086,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,N,12.0,-6.280037062068347,-9.23767591955248,0.0,0.0,0.0,0.0
25086,N,24.0,-0.7671415207289937,-0.8849174271563944,1.1644182415723978e-12,3.1796218978730004e-12,-7.322199068545531e-13,-1.2817538167917562e-12
25086,N,30.0,-4.846198195478516,-1.6166992871264287,2.9124805253610005e-12,2.7879785425426424e-11,1.7045882642349314e-11,-4.5812531507029814e-12
25086,N,48.0,-9.034837534548664e-06,-6.648461829999719e-06,5.494559981876825e-17,3.0584915880538256e-16,1.429641567740999e-16,-6.827537530991402e-17
25086,N,54.0,-9.191297774214018e-08,-8.726108955339984e-08,1.0135114753891737e-18,1.1825655961085522e-17,2.5573785467610637e-17,-9.884884314786322e-19
25086,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,G,12.0,-0.6971389402265771,0.02322230600408588,0.16125895879786675,0.006169403068576365,-0.8308617969146666,-8.073002647548597e-05
25086,G,24.0,-2.085165731338192,1.0381086515329425,0.5670523157027924,0.044476514274723114,-2.4131404044479106,-0.0007987565169621373
25086,G,30.0,-3.0298987723787913,2.0107118389582075,0.9044267439947903,0.08532963843061396,-3.469222425493672,-0.0019185943985628128
25086,G,48.0,-4.763304033404765,4.156226571702455,2.02563519233819,0.2519983709746791,-6.302196517493922,-0.009534288633431188
25086,G,54.0,-5.1817594820812864,4.644411402599106,2.367227622753362,0.3084715678547829,-7.023889811414813,-0.013341985370038459
25086,G,72.0,-5.997029258328879,5.614575396267548,3.2087133578410554,0.46245990712233337,-8.579551716164028,-0.027160731533609005
25086,G,102.0,-6.164505937528593,5.937926083554542,4.038844386534241,0.6182937907217186,-9.271843789613209,-0.06042227055192011
25086,G,120.0,-5.577287373271979,5.400709211504428,4.021432670414517,0.6278305593628483,-8.54662082934622,-0.08223235650874304
