batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,qXG,qXF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,3.892191231424647,-0.0567104584866307,4.4408920985006246e-15,0.0,2.2204460492503115e-15,-2.220446049250313e-15,8.881784197001244e-15,0.0,0.0
25026,X,36.0,5.590673473559058,-5.64711178892773,0.0,0.0,0.0,4.440892098500626e-15,0.0,8.881784197001244e-15,0.0
25026,X,42.0,5.590658613694324,-5.647129573090162,4.4408920985006246e-15,4.440892098500625e-15,4.440892098500623e-15,4.440892098500626e-15,1.776356839400249e-14,8.881784197001244e-15,-4.440892098500626e-15
25026,X,60.0,7.905630928954436,-7.985481660163459,0.0,8.88178419700125e-15,0.0,0.0,1.776356839400249e-14,0.0,0.0
25026,X,84.0,7.9056309178988,-7.985485775655752,-8.881784197001249e-15,0.0,8.881784197001246e-15,8.881784197001252e-15,1.776356839400249e-14,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-11.708028154227309,-13.284758607262425,-2.099085063323244e-14,2.0990850633232446e-14,4.198170126646487e-14,4.19817012664649e-14,4.198170126646486e-14,4.198170126646486e-14,2.099085063323245e-14
25026,N,36.0,-0.00011635307333708008,-9.927763419794368e-05,4.4761220947177636e-17,-1.1210323671922845e-17,4.103779201328897e-19,6.015539756094314e-18,3.803502674402391e-18,7.827208135217552e-18,-1.3482416059000067e-17
25026,N,42.0,-1.1387846392571699e-06,-1.0654974257586701e-06,-5.124719392879014e-18,1.2511521955271033e-18,-1.7015669859168598e-19,-6.505991416740938e-19,-4.404055728255401e-19,-7.406820997520445e-19,1.5414195048893915e-18
25026,N,60.0,-1.5435412638028473e-05,-1.149204496002427e-05,7.006452294951777e-20,0.0,-3.0027652692650466e-20,-5.004608782108414e-20,-1.8016591615590275e-19,-8.007374051373455e-20,2.0018435128433656e-20
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-1.0612125253985891,0.011209274305814487,0.23034266814899385,0.013824446402432005,-1.2097544184747513,-0.00018025746960316827,-0.00953028132725865,-3.1227545222291508e-06,-0.008625674600676687
25026,G,36.0,-5.4752485951251,3.2354953512060947,1.9078202933105426,0.279303598210849,-6.466219038974509,-0.009715232203396823,-0.023974996029749188,-0.00011127389904157403,-0.1592093298899385
25026,G,42.0,-6.0388821255164515,3.9784307486121833,2.3397698101624202,0.36048927336462483,-7.500794744223538,-0.014675789747834794,-0.023452581219001352,-0.00014728881649762006,-0.20214622809954189
25026,G,60.0,-7.640996887814288,6.061586686523217,3.8182903526434093,0.654261666627184,-10.403135806773186,-0.04599767967380148,-0.030538455392037988,-0.0003491008347738336,-0.33908501826258797
25026,G,84.0,-7.893195020158184,6.815394522512877,4.89787139683625,0.8854924851686697,-11.462575840383058,-0.1093245627011609,-0.024222529593879775,-0.0006049713828031223,-0.4070796843819586
25026,G,90.0,-7.608241231041178,6.639396205285601,4.960101643406118,0.9044473723355322,-11.185606390800919,-0.13465110632937444,-0.02220823510342525,-0.00065480770038814,-0.4045122071129285
25026,G,108.0,-6.048852236584317,5.396033681509581,4.591618917692795,0.8653502750121926,-9.284699062325974,-0.21352008260576036,-0.015757192156393044,-0.0007481385391477035,-0.35270677882093504
25026,G,114.0,-5.398203856763341,4.8372553756108365,4.28377847171135,0.8174369249969603,-8.39678583671054,-0.23247273729295162,-0.013615982026742714,-0.0007573347072100858,-0.3185003047910179
25026,G,132.0,-3.5214186450691765,3.180713493933545,3.129083714225077,0.6324669363753803,-5.703329062563271,-0.2684236011915634,-0.008166329640737545,-0.0007321890130872931,-0.20422579405224983
25026,G,138.0,-2.9808940666509995,2.6969249760622214,2.73133677551843,0.5675838022029634,-4.887756931993639,-0.275580269995433,-0.0067361126164956825,-0.0007122255708788412,-0.16770758226895988
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-0.4718798276905571,0.005111204625950115,0.01881240286735818,0.06730954507898496,-0.011279639584047086,-0.5077579125439133,-8.689982540851505e-05,-0.008882918267826993,0.2763007673989998
25026,F,36.0,-3.075074262959075,1.8154079100001879,0.4515025056615567,0.5710553774318718,-0.38010703534283174,-3.156873825321465,-0.0020296630664010658,-0.023272685315793535,1.4930208379705021
25026,F,42.0,-3.584509030083699,2.360649102381958,0.6146281532826118,0.7211697868896728,-0.5470270770372654,-3.7946466610625005,-0.00256647529563553,-0.02311238339553229,1.7385721036862118
25026,F,60.0,-5.706249680171996,4.547411172739203,1.3855481912207726,1.3819017050762774,-1.4565721333279715,-6.157260228831744,-0.005604389883811673,-0.03191165744176957,2.469950870600945
25026,F,84.0,-8.264012766122205,7.192992626608824,2.574305369957958,2.33953673407194,-3.0612505208172998,-8.778922714861428,-0.009348255494307763,-0.030023911799546256,2.9306559471640203
25026,F,90.0,-8.81206360558832,7.765729690406958,2.8788685783671384,2.609865759251918,-3.481604874694755,-9.347333374720263,-0.01011954308981246,-0.029338576272530982,2.9433058487884085
25026,F,108.0,-9.830078153665799,8.905917819087245,3.7292143424311686,3.4020810750556594,-4.54740732240854,-10.563792903941799,-0.011684037286729794,-0.02665387432636538,2.7455095843450317
25026,F,114.0,-9.917218648053712,9.042111754060402,3.9233981367962083,3.6267843194886518,-4.769662520494095,-10.729008141233948,-0.011868437017563451,-0.025448878393114688,2.6101335042971616
25026,F,132.0,-9.318333720464775,8.591761770795934,4.1254841884753715,4.006097907207772,-4.937293344957516,-10.326162323567043,-0.01137913559492686,-0.02103586249883719,2.076091803655903
25026,F,138.0,-8.809921942241049,8.134135881403443,4.031639604979527,3.992993834338217,-4.797565077785859,-9.848774678523164,-0.01082946685454328,-0.019228603236189946,1.8610543290642145
25026,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,E,12.0,3.948585798120297,-0.04114731338572788,2.7342346881873842,0.9754725827174624,0.0034028057385383495,-0.002455581677460949,2.6088448198424536e-05,-4.258839804793393e-05,-0.6100714249587369
25026,E,36.0,21.850049280959045,-12.783334108249926,12.68873341817515,5.27054065967574,-0.009973156781588124,-0.09284287771675935,-1.931638118613915e-05,-0.0009859487456672052,-2.9779253274550417
25026,E,42.0,24.49008744459088,-16.007736071646036,14.467234873485575,6.2226075802661,-0.074913047844016,-0.1406509556702891,-0.00023970128583980017,-0.0012672160185070885,-3.4197982698434455
25026,E,60.0,33.38711007305627,-26.3543234700993,19.70726785637001,9.719366278263118,-0.9357330769030094,-0.4754295790829475,-0.0031064602404025548,-0.003229183423751962,-4.706748953003615
25026,E,84.0,39.37276813232022,-33.94151702409797,24.53817422383156,14.045330366026036,-4.7546591312793165,-1.4701180427573552,-0.01209453219505765,-0.006979208907904733,-5.557762937977375
25026,E,90.0,39.68416603839506,-34.613255956847574,25.717698066196213,15.179293672124613,-6.590168833605634,-1.906851111773071,-0.01593586606024239,-0.008451375917097239,-5.59065585800279
25026,E,108.0,37.24793744196379,-33.32973372625537,29.476307056700367,18.573123109046524,-14.077383131517289,-4.00346565586783,-0.030326811450683954,-0.0144804998998234,-5.276531530802866
25026,E,114.0,35.49670258081388,-31.943063879071282,31.00116985999789,19.766088744137257,-17.160251594432342,-5.1442922571896705,-0.03587422115683388,-0.01726909352320596,-5.059979525851145
25026,E,132.0,28.520204205158894,-25.907894513741685,36.013419351692875,23.409921463450814,-26.609308913335,-9.950518369160084,-0.05220202525662528,-0.02762650652181395,-4.1504531298055145
25026,E,138.0,25.73464598115007,-23.392142603141057,37.818864063815575,24.70993123633389,-29.716955050367943,-12.110879697095632,-0.057456800871627814,-0.031888767560659066,-3.7581854755448525
25086,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,X,12.0,2.2506075298575703,-0.0647991734433595,0.0,0.0,-2.2204460492503115e-15,2.220446049250313e-15,0.0,0.0,-2.220446049250313e-15
25086,X,24.0,3.429253918638081,-2.9999368211104027,-1.691979889528738e-12,-1.7941204077942526e-12,9.858780458671382e-13,1.1501910535116622e-12,-8.881784197001244e-15,0.0,-5.10702591327572e-13
25086,X,30.0,6.117908087503652,-4.865880157059976,-4.782840790085173e-12,-4.942712905631196e-12,1.1501910535116614e-12,4.503064587879635e-12,-8.881784197001244e-15,0.0,-3.8546943414985435e-12
25086,X,48.0,5.572139968392815,-5.628420635265834,0.0,4.440892098500625e-15,0.0,0.0,-8.881784197001244e-15,0.0,0.0
25086,X,54.0,5.572138700413445,-5.628422888874622,0.0,0.0,-4.440892098500623e-15,-4.440892098500626e-15,0.0,0.0,-8.881784197001252e-15
25086,X,72.0,5.5721386885137365,-5.628422917424438,4.4408920985006246e-15,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-15
25086,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,N,12.0,-5.56410497359998,-8.69627151491392,-1.049542531661622e-14,0.0,0.0,-2.099085063323245e-14,-2.099085063323243e-14,-2.099085063323243e-14,0.0
25086,N,24.0,-1.4014685216179485,-1.591123668049589,1.1030692007763649e-11,1.1730605683565493e-11,-6.469117779529321e-12,-7.520956185478959e-12,-6.559640822885134e-15,-9.839461234327703e-16,3.3519764604943067e-12
25086,N,30.0,-6.1945463840575625,-2.3862616010931568,3.124225731123733e-11,3.2244570428974197e-11,-7.456999687455821e-12,-2.9408181737158665e-11,5.247712658308108e-15,-5.247712658308108e-15,2.5173277621904015e-11
25086,N,48.0,-1.3553197778461601e-05,-9.763954125813205e-06,7.737225269315248e-16,8.249797300778793e-16,-2.9314996402078227e-16,-6.666489220383156e-16,-1.0009217564216819e-19,-2.0018435128433638e-20,5.103249621203771e-16
25086,N,54.0,-1.4013759703506619e-07,-1.254002813332194e-07,3.176206242369992e-17,3.6513547477250764e-17,-3.1058289313715916e-18,-4.591654270422861e-17,-1.1729551833066587e-21,-2.345910366613317e-22,6.088919832361978e-17
25086,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25086,G,12.0,-0.5789851802035728,0.011893140882165244,0.15746588304936662,0.00737490542683662,-0.8424685632586836,-8.805267971941648e-05,-0.0063719487898262,-1.4123181227807028e-06,-0.004438646019454448
25086,G,24.0,-2.1237442858521116,0.6647891747622652,0.5520587091444404,0.0531645349230419,-2.4543812509989675,-0.0008737331319033512,-0.01450966532697718,-1.253093226333077e-05,-0.03128607274758387
