candidate,profile_label,objective_kind,profiled_theta,theta_value,theta_hat,objective,direct_WSSE,l2_penalty,lr_stat,success,status,error,estimated_mu0,estimated_qN,estimated_betaG0,estimated_betaF0,estimated_qEG,estimated_qEF,estimated_qXF,estimated_iG,parmest_objective,estimated_qXG
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.005,0.005,5972.5474116214245,5972.5474116214245,0.0,0.0,True,theta_hat_baseline,,0.150517461172223,0.0130038231038413,0.395069962840809,0.2872718566560797,0.539325344642944,0.517296867156859,0.005,0.0174100915417625,,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.02,0.005,5973.351067674458,5973.351067674458,0.0,1.6073121060671838,True,ok,,0.15132751643235612,0.013067447004862284,0.3936830371693888,0.28825874508785004,0.5354787913871556,0.5183707315371103,0.005,0.017528341707804967,5973.351067337732,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.08829166666666666,0.005,5987.131037833458,5987.131037833458,0.0,29.167252424067556,True,ok,,0.1548407035244391,0.01333449112472755,0.38742804977145656,0.29302674773522613,0.5186959530541515,0.5235886391654826,0.005,0.018062277720138825,5987.131044758692,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.1715833333333333,0.005,6004.883655906811,6004.883655906811,0.0,64.67248857077357,True,ok,,0.15876522813373542,0.013637239510414415,0.3802867674500168,0.2994210756066149,0.49989746054299583,0.5305687409223339,0.005,0.018716079444661225,6004.883655449971,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.25487499999999996,0.005,6023.613448582916,6023.613448582916,0.0,102.13207392298318,True,ok,,0.1624931448732802,0.013930221028305302,0.3733745027527126,0.3065111445558748,0.48245343804878354,0.5382252359687059,0.005,0.019380193991640943,6023.613447578649,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.3381666666666666,0.005,6043.239893521463,6043.239893521463,0.0,141.38496380007746,True,ok,,0.16610802451978998,0.014219409894832249,0.36653745865628223,0.3143217851512625,0.46609003596577503,0.54653662576424,0.005,0.020057716976349574,6043.239892434418,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.42145833333333327,0.005,6063.679965943016,6063.679965943016,0.0,182.26510864318334,True,ok,,0.16960229251712425,0.014504062156579938,0.35971162034582976,0.32289383161247937,0.45063938324502073,0.5555492021825383,0.005,0.02074710090777273,6063.679964780325,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXG,0.5047499999999999,0.005,6084.856579205654,6084.856579205654,0.0,224.61833516845945,True,ok,,0.17294610928350926,0.014781365529898288,0.3528698272744397,0.33225194256167273,0.4359991735198272,0.5652230616111982,0.005,0.0214487058915017,6084.856577906448,
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.005,0.005,5972.5474116214245,5972.5474116214245,0.0,0.0,True,theta_hat_baseline,,0.150517461172223,0.0130038231038413,0.395069962840809,0.2872718566560797,0.539325344642944,0.517296867156859,,0.0174100915417625,,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.02,0.005,5973.563060235702,5973.563060235702,0.0,2.031297228555559,True,ok,,0.15049143887837887,0.012990310344739894,0.3965572009375197,0.28564728228919434,0.5395348517837524,0.5139529689410067,,0.01749072169154039,5973.56305867267,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.08829166666666666,0.005,5978.775110504723,5978.775110504723,0.0,12.455397766596434,True,ok,,0.15058882603095605,0.012949103250859764,0.40315146397041957,0.27843271161946104,0.540249919615813,0.4989864979081797,,0.017875084652882584,5978.775107962261,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.1715833333333333,0.005,5984.3535439099305,5984.3535439099305,0.0,23.612264577011956,True,ok,,0.1512407197085324,0.012951027395201393,0.41072766509365616,0.27009016597328095,0.5405638872760077,0.4814106552043612,,0.018381125206949227,5984.35354183634,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.25487499999999996,0.005,5993.5916834710815,5993.5916834710815,0.0,42.08854369931396,True,ok,,0.1525254670748955,0.013009227624410166,0.41758899204531924,0.262272686049592,0.5402040481711771,0.46464446442968776,,0.018915580385880298,5993.591681264686,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.3381666666666666,0.005,6004.370613282366,6004.370613282366,0.0,63.646403321883554,True,ok,,0.1543493222935695,0.013119016124681901,0.42382162154400355,0.2549846022212789,0.5393440141935456,0.44878150251913335,,0.019464237187988363,6004.370610959657,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.42145833333333327,0.005,6016.664931434198,6016.664931434198,0.0,88.23503962554605,True,ok,,0.15656307737377553,0.013268594063420866,0.4295889572273174,0.2481671136248958,0.5382177530194212,0.4337921790667928,,0.020011942119401705,6016.66492904853,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,qXF,0.5047499999999999,0.005,6030.425483512966,6030.425483512966,0.0,115.75614378308273,True,ok,,0.15903778980076985,0.013447778314246872,0.43503964227930675,0.2417531463739864,0.5370114102973559,0.419601102072466,,0.020544462367962465,6030.425481072358,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.004352522885440625,0.0174100915417625,6088.672468485718,6088.672468485718,0.0,232.25011372858717,True,ok,,0.07047181899729356,0.006519098548902151,0.7097693023616742,0.22639370469594322,0.9178040694617945,0.4355355657771071,0.034804003947239766,,6088.67245423207,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.00870504577088125,0.0174100915417625,5996.82997172796,5996.82997172796,0.0,48.56512021307026,True,ok,,0.14039389122399992,0.01221447804392049,0.3877137905247992,0.24818998125087766,0.5415650959604358,0.42874032882732743,0.005,,5996.829967966606,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.013057568656321874,0.0174100915417625,5977.373273585952,5977.373273585952,0.0,9.651723929055152,True,ok,,0.14660368246214603,0.012703069305079554,0.3894542712268308,0.2695908361419444,0.5395977004057495,0.47353416332142517,0.005,,5977.373271691704,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.0174100915417625,0.0174100915417625,5972.5474116214245,5972.5474116214245,0.0,0.0,True,theta_hat_baseline,,0.150517461172223,0.0130038231038413,0.395069962840809,0.2872718566560797,0.539325344642944,0.517296867156859,0.005,,,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.021762614427203123,0.0174100915417625,5973.6864636905375,5973.6864636905375,0.0,2.278104138225899,True,ok,,0.15275715083668523,0.013175954738778632,0.4025383000102112,0.3027650196795029,0.5399331093963494,0.5610137368692523,0.005,,5973.686461673616,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.026115137312643748,0.0174100915417625,5981.448631866194,5981.448631866194,0.0,17.80244048953864,True,ok,,0.1541617242673372,0.013281097688021815,0.4102576295338044,0.316979883122024,0.5403844912858973,0.6051315573794634,0.005,,5981.448658372618,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.030467660198084372,0.0174100915417625,5991.656703893895,5991.656703893895,0.0,38.21858454494031,True,ok,,0.15509140166276966,0.013349678169672368,0.41770490387790793,0.3304247407180362,0.5404385610466448,0.6499450500026518,0.005,,5991.656729970338,0.005
plus_qx_iG_unregularized,added_qx_iG_unregularized_boundary,SSE_weighted,iG,0.06964036616705,0.0174100915417625,6148.4046323691655,6148.4046323691655,0.0,351.7144414954819,True,ok,,0.10297645570103643,0.008583288015862611,0.5925696072666773,0.31637539199028986,0.6334626926141496,0.8200882590891929,0.2448356321093614,,6148.404628754665,0.005
