workflow,source_file,analysis,parameter,theta,std_log_approx,approx_95_multiplier,fim_diag,active_bound,classification,group,campaign_var_ratio,campaign_var_reduction,design,n_directions,min_relative_eigenvalue,condition_number,numeric_rank,effective_rank
new_must_estimability,fermentation_model/results/new_must_glycerol_estimability_doe/parameter_estimability_summary.csv,mixed_current_full_l2,gammaG0,0.0584595602157213,0.0390348635692425,1.0795111854299675,21052.832467616576,False,well_estimated,,,,,,,,,
new_must_estimability,fermentation_model/results/new_must_glycerol_estimability_doe/parameter_estimability_summary.csv,mixed_current_full_l2,gammaF0,0.0031236775464779,0.571336601397288,3.0643017786004503,89.01965106935141,False,moderate,,,,,,,,,
aroma_synthesis_campaign,fermentation_model/results/aroma_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EA_growth,,,,,,,synthesis,0.0083840668566227,0.9916159331433771,,,,,,
aroma_synthesis_campaign,fermentation_model/results/aroma_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EA_stationary,,,,,,,synthesis,3.3832184837677015e-05,0.9999661678151625,,,,,,
aroma_synthesis_campaign,fermentation_model/results/aroma_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_IAA_growth,,,,,,,synthesis,0.0058910299174089,0.994108970082591,,,,,,
aroma_synthesis_campaign,fermentation_model/results/aroma_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_IAA_stationary,,,,,,,synthesis,1.149079572485209e-05,0.9999885092042752,,,,,,
aroma_synthesis_campaign,fermentation_model/results/aroma_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EO_growth,,,,,,,synthesis,0.013357282094336,0.986642717905664,,,,,,
aroma_synthesis_campaign,fermentation_model/results/aroma_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EO_stationary,,,,,,,synthesis,2.9180720226499563e-05,0.9999708192797736,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,mu0,,,,,,,fermentation,0.0467237925543963,0.9532762074456036,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,sN,,,,,,,fermentation,0.2310564060323105,0.7689435939676894,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,qN,,,,,,,fermentation,0.0685907972709684,0.9314092027290316,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,qXG,,,,,,,fermentation,0.0188626577273958,0.9811373422726042,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,qXF,,,,,,,fermentation,0.0177800512565374,0.9822199487434624,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,betaG0,,,,,,,fermentation,0.011731352650807,0.988268647349193,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,sG,,,,,,,fermentation,0.022701368766685,0.977298631233315,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,betaF0,,,,,,,fermentation,0.0031691578818379,0.996830842118162,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,sF,,,,,,,fermentation,0.044239244991478,0.955760755008522,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,qEG,,,,,,,fermentation,0.017388503176325,0.982611496823675,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,qEF,,,,,,,fermentation,0.0029325216116807,0.9970674783883192,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,iG,,,,,,,fermentation,0.0022241864274751,0.9977758135725248,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,iE,,,,,,,fermentation,0.0160583046162477,0.9839416953837524,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,Kd0,,,,,,,fermentation,0.0009591269967541,0.9990408730032458,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,m0,,,,,,,fermentation,0.0158841356275176,0.9841158643724824,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EA_growth,,,,,,,synthesis,0.0096387602090676,0.9903612397909324,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EA_stationary,,,,,,,synthesis,4.32660890757696e-05,0.9999567339109242,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_IAA_growth,,,,,,,synthesis,0.0072571332752628,0.9927428667247372,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_IAA_stationary,,,,,,,synthesis,1.7575003051212867e-05,0.9999824249969488,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EO_growth,,,,,,,synthesis,0.0154458294831205,0.9845541705168794,,,,,,
aroma_joint_campaign,fermentation_model/results/aroma_joint_campaign_doe/aroma_campaign_parameter_reduction.csv,,k_EO_stationary,,,,,,,synthesis,3.819501186096181e-05,0.999961804988139,,,,,,
aroma_joint_eigen,fermentation_model/results/aroma_joint_campaign_doe/aroma_eigen_summary.csv,,,,,,,,,,,,hybrid_current,21.0,1.2959749510012923e-05,77161.98520869427,21.0,2.8859108861089027
aroma_joint_eigen,fermentation_model/results/aroma_joint_campaign_doe/aroma_eigen_summary.csv,,,,,,,,,,,,dopt_exchange_from_hybrid,21.0,1.174129828845161e-05,85169.45702534191,21.0,2.888707105720536
