Index,policy,species,capture_interval,start_h,end_h,duration_h,capture_stage_1_c,capture_stage_2_c,maximum_capture_interval_h,maximum_capture_interval_policy,within_approved_duration,captured_mass_mean_ug,captured_mass_min_ug,captured_mass_max_ug,cumulative_mass_start_mean_ug,cumulative_mass_end_mean_ug,mass_conservation_max_abs_error_ug,maximum_trap_loading,maximum_trap_loading_policy,trap_loading_constraint_satisfied,vessel_change_required,notice,authorized_for_physical_execution,logical_profile,tank,capture_train,nozzle,start_local,end_local,continuity_required,mix_label
55,candidate_B,ethyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,258.0001130350848,0.0320166236531118,3558.51871406974,215.21084642216155,473.2109594572463,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T09:00:00-04:00,2026-07-21T13:00:00-04:00,True,MIX_02
56,candidate_B,ethyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,577.9760860863976,0.049400395928302,9139.000012683136,473.2109594572463,1051.187045543644,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T13:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_03
57,candidate_B,ethyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3936.5487542912506,0.675083660737851,53498.3782044215,1051.187045543644,4987.735799834894,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_04
58,candidate_B,ethyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2137.555247545242,0.7995221452907231,26457.22322155896,4987.735799834894,7125.291047380137,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_05
59,candidate_B,ethyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4225.3599430495415,1.788166475655288,50246.398987401,7125.291047380137,11350.650990429676,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_06
60,candidate_B,ethyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1975.2151572662824,0.8985456294093974,24682.2466985153,11350.650990429676,13325.86614769596,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_07
61,candidate_B,ethyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,4898.97444468779,2.338291799328573,63801.987401227496,13325.86614769596,18224.84059238375,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-23T17:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_08
62,candidate_B,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,5948.093463832782,2.86248995547259,78106.1560587059,18224.84059238375,24172.93405621653,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_09
63,candidate_B,ethyl_octanoate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.1909394117458482,0.0401945493040606,1.359188443939718,0.0,0.1909394117458482,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-20T15:00:00-04:00,2026-07-21T09:00:00-04:00,True,MIX_01
64,candidate_B,ethyl_octanoate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.2143471816832263,0.0237489503758835,2.8720968978112205,0.1909394117458482,0.4052865934290746,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T09:00:00-04:00,2026-07-21T13:00:00-04:00,True,MIX_02
65,candidate_B,ethyl_octanoate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.4817005284841346,0.038427896605828,8.14274866371084,0.4052865934290746,0.8869871219132093,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T13:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_03
66,candidate_B,ethyl_octanoate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.860737003721438,0.6730723196350838,58.44563651671319,0.8869871219132093,5.747724125634647,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_04
67,candidate_B,ethyl_octanoate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.2880167676162118,1.626043361512987,26.48169144842741,5.747724125634647,9.03574089325086,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_05
68,candidate_B,ethyl_octanoate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,7.146242628408968,3.878278076850348,47.21260432119581,9.03574089325086,16.181983521659827,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_06
69,candidate_B,ethyl_octanoate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.5114454061416205,1.7783742357319134,20.50720037345204,16.181983521659827,19.69342892780145,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_07
70,candidate_B,ethyl_octanoate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,8.884772367432983,4.43085199697186,47.37613927232593,19.69342892780145,28.57820129523443,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-23T17:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_08
71,candidate_B,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,10.41206392489126,5.9475394736203775,49.58271276625544,28.57820129523443,38.99026522012569,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_09
72,candidate_B,isoamyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.4095031667887022,0.020282096936156,5.269754966970341,0.0,0.4095031667887022,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-20T15:00:00-04:00,2026-07-21T09:00:00-04:00,True,MIX_01
73,candidate_B,isoamyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.83994555101833,0.0168543132765822,12.27358863569773,0.4095031667887022,1.249448717807032,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T09:00:00-04:00,2026-07-21T13:00:00-04:00,True,MIX_02
74,candidate_B,isoamyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,2.3758492408572245,0.0335568866786803,34.28028394344055,1.249448717807032,3.625297958664257,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T13:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_03
75,candidate_B,isoamyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,31.253301631609983,1.3002155979547216,201.14806382036187,3.625297958664257,34.87859959027424,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_04
76,candidate_B,isoamyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,23.4831865859046,6.418226569635909,93.21357452684164,34.87859959027424,58.361786176178846,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_05
77,candidate_B,isoamyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,53.33850213769546,28.081084991807952,170.9944970624653,58.361786176178846,111.7002883138743,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_06
78,candidate_B,isoamyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,26.929987818676494,13.796112017609827,75.7980205658821,111.7002883138743,138.6302761325508,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_07
79,candidate_B,isoamyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,69.69368731646563,36.53418141827287,181.32637415373915,138.6302761325508,208.3239634490164,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-23T17:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_08
80,candidate_B,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,84.10933787145987,47.73111756590421,193.28323032831304,208.3239634490164,292.4333013204763,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_09
