process,sample_id,sample_sequence,ethanol_percent_vv_rep1_num,ethanol_percent_vv_rep2_num,ethanol_percent_vv_final_calc,ethanol_g_l_manual_num,ethanol_g_l_from_percent_vv,ethanol_g_l_for_model,ethanol_measured,sample_volume_ml,ethanol_measurement_datetime,ethanol_method,operator,qc_flag,notes,acetaldehyde_mg_l,acetic_acid_g_l,ammonia_mg_l,glucose_g_l,glycerol_g_l,pan_mg_l,pyruvic_acid_mg_l,sugar_total_g_l,y15_analysis_datetime_start,y15_analysis_datetime_end,y15_source_files,fructose_g_l_raw,glucose_for_model_g_l,fructose_for_model_g_l,ammonia_for_model_mg_l,pan_for_model_mg_l,yan_calc_mg_l_raw,yan_for_model_physical_mg_l,negative_censored_for_model,sample_id_raw,sample_id_repaired,sample_collection_datetime_raw,sample_collection_datetime,analysis_datetime,time_source,t0,t_h,oculyze_concentration_million_cells_ml,viability_percent,budding_index_percent,density_oculyze,temperature_oculyze_c,x_total_g_l,x_viable_g_l,x_dead_g_l,sample_datetime_used,sample_time_source,sample_observed,time_inferred,cumulative_sample_volume_ml,reactor_volume_after_sample_ml,ethanol_increment_g_l,known_sugar_input_before_sample_g_l,sugar_consumed_since_first_g_l,ethanol_from_sugar_upper_g_l,ethanol_mass_balance_screen,ethanol_use_for_model
F3,DOE-LAB006-6,6,,,,,,,False,5.0,,,,,,65.0,0.32,99.0,61.55,1.12,39.0,44.0,140.23,2026-07-07 15:14:41,2026-07-07 15:42:44,ONLINE(26-07-07 08-26)_1.txt,78.67999999999999,61.55,78.67999999999999,99.0,39.0,138.0,138.0,False,DOE-LAB006-6,False,2026-07-07 15:00:00,2026-07-07 15:00:00,2026-07-07 15:34:42,oculyze_description,2026-07-06 12:00:00,27.0,12.71,95.6,28.3,1059.1,19.7,0.38130000000000003,0.36452280000000004,0.016777199999999992,2026-07-07 15:00:00.000000000,oculyze_description,True,False,165.0,1835.0,,0.0,19.210000000000008,10.565500000000005,pass_or_not_tested,False
F3,DOE-LAB006-7,7,1.21,,1.21,,9.546899999999999,9.546899999999999,True,50.0,,,,,,,,,,,,,,,,,,,,,,,,,DOE-LAB006-7,False,2026-07-07 17:00:00,2026-07-07 17:00:00,2026-07-07 17:18:11,oculyze_description,2026-07-06 12:00:00,29.0,14.48,98.41,32.63,1057.8,19.2,0.4344,0.42749304000000005,0.006906959999999962,2026-07-07 17:00:00.000000000,oculyze_description,True,False,215.0,1785.0,,0.0,,,pass_or_not_tested,True
F3,DOE-LAB006-8,8,2.68,,2.68,,21.1452,21.1452,True,50.0,,,,,,93.0,0.36,0.0,45.91,2.15,20.0,85.0,116.88,2026-07-08 10:21:42,2026-07-08 10:50:09,ONLINE(26-07-08 09-58)_1.txt,70.97,45.91,70.97,0.0,20.0,20.0,20.0,False,DOE-LAB006-8,False,2026-07-08 09:00:00,2026-07-08 09:00:00,2026-07-08 10:14:36,oculyze_description,2026-07-06 12:00:00,45.0,37.17,98.35,29.34,1046.6,19.9,1.1151,1.09670085,0.01839915000000003,2026-07-08 09:00:00.000000000,oculyze_description,True,False,265.0,1735.0,11.5983,0.0,42.56,23.408000000000005,pass_or_not_tested,True
F3,DOE-LAB006-9,9,,,,,,,False,5.0,,,,,,108.0,0.39,4.0,39.65,2.93,23.0,87.0,103.92,2026-07-08 14:56:45,2026-07-08 15:27:37,ONLINE(26-07-08 09-58)_1.txt,64.27000000000001,39.65,64.27000000000001,4.0,23.0,27.0,27.0,False,DOE-LAB006-9,False,2026-07-08 14:30:00,2026-07-08 14:30:00,2026-07-08 14:53:43,oculyze_description,2026-07-06 12:00:00,50.5,87.4,99.12,21.53,1041.7,20.7,2.622,2.5989264000000003,0.023073599999999583,2026-07-08 14:30:00.000000000,oculyze_description,True,False,270.0,1730.0,,0.0,55.519999999999996,30.536,pass_or_not_tested,False
F3,DOE-LAB006-10,10,3.3,,3.3,,26.037,26.037,True,50.0,,,,,,,0.44,5.0,36.61,,23.0,89.0,99.43,2026-07-08 16:39:38,2026-07-08 17:07:17,ONLINE(26-07-08 09-58)_1.txt,62.82000000000001,36.61,62.82000000000001,5.0,23.0,28.0,28.0,False,DOE-LAB006-10,False,2026-07-08 16:00:00,2026-07-08 16:00:00,2026-07-08 16:46:42,oculyze_description,2026-07-06 12:00:00,52.0,82.95,98.8,18.8,1039.9,21.0,2.4885,2.458638,0.029862000000000055,2026-07-08 16:00:00.000000000,oculyze_description,True,False,320.0,1680.0,,0.0,60.00999999999999,33.0055,pass_or_not_tested,True
F3,DOE-LAB006-11,11,5.79,,5.79,,45.683099999999996,45.683099999999996,True,50.0,,,,,,51.0,0.5,-2.0,15.46,5.04,25.0,82.0,57.46,2026-07-09 10:33:21,2026-07-09 11:11:24,ONLINE(26-07-09 10-09)_1.txt,42.0,15.46,42.0,0.0,25.0,23.0,25.0,True,DOE-LAB006-11,False,2026-07-09 09:30:00,2026-07-09 09:30:00,2026-07-09 10:22:15,oculyze_description,2026-07-06 12:00:00,69.5,47.5,98.63,14.47,1019.9,21.3,1.425,1.4054775000000002,0.019522499999999887,2026-07-09 09:30:00.000000000,oculyze_description,True,False,370.0,1630.0,19.646099999999997,0.0,101.97999999999999,56.089,pass_or_not_tested,True
F3,DOE-LAB006-12,12,,,,,,,False,5.0,,,,,,75.0,0.49,-1.0,14.82,5.49,20.0,67.0,55.65,2026-07-09 12:49:03,2026-07-09 13:11:05,ONLINE(26-07-09 10-09)_1.txt,40.83,14.82,40.83,0.0,20.0,19.0,20.0,True,DOE-LAB006-12,False,2026-07-09 12:30:00,2026-07-09 12:30:00,2026-07-09 12:44:34,oculyze_description,2026-07-06 12:00:00,72.5,96.47,99.12,11.78,1019.0,22.5,2.8941,2.8686319200000003,0.02546807999999956,2026-07-09 12:30:00.000000000,oculyze_description,True,False,375.0,1625.0,,0.0,103.78999999999999,57.0845,pass_or_not_tested,False
F3,DOE-LAB006-13,13,6.64,,6.64,,52.389599999999994,52.389599999999994,True,50.0,,,,,,59.0,0.49,-1.0,10.1,5.18,16.0,77.0,44.09,2026-07-09 17:09:33,2026-07-09 18:04:10,ONLINE(26-07-09 10-09)_1.txt,33.99,10.1,33.99,0.0,16.0,15.0,16.0,True,DOE-LAB006-13,False,2026-07-09 16:30:00,2026-07-09 16:30:00,2026-07-09 17:13:58,oculyze_description,2026-07-06 12:00:00,76.5,100.38,99.23,10.79,1014.3,22.2,3.0113999999999996,2.98821222,0.02318777999999977,2026-07-09 16:30:00.000000000,oculyze_description,True,False,425.0,1575.0,,0.0,115.35,63.4425,pass_or_not_tested,True
F3,DOE-LAB006-14,14,8.3,,8.3,,65.48700000000001,65.48700000000001,True,50.0,,,,,,,,,,,,,,,,,,,,,,,,,DOE-LAB006-14,False,2026-07-10 09:30:00,2026-07-10 09:30:00,2026-07-10 10:06:56,oculyze_description,2026-07-06 12:00:00,93.5,87.1,99.12,9.26,1001.5,21.6,2.6129999999999995,2.5900055999999996,0.02299439999999997,2026-07-10 09:30:00.000000000,oculyze_description,True,False,475.0,1525.0,13.097400000000015,0.0,,,pass_or_not_tested,True
F3,DOE-LAB006-15,15,8.44,,8.44,,66.5916,66.5916,True,50.0,,,,,,30.0,0.47,-3.0,1.16,5.46,15.0,46.0,18.66,2026-07-10 10:11:05,2026-07-10 10:36:44,ONLINE(26-07-10 09-47)_1.txt,17.5,1.16,17.5,0.0,15.0,12.0,15.0,True,DOE-LAB006-5,True,2026-07-10 12:30:00,2026-07-10 12:30:00,2026-07-10 13:03:08,oculyze_description,2026-07-06 12:00:00,96.5,89.94,98.63,12.38,1000.6,22.0,2.6982,2.66123466,0.03696534000000007,2026-07-10 12:30:00.000000000,oculyze_description,True,False,525.0,1475.0,1.1045999999999907,0.0,140.78,77.429,pass_or_not_tested,True
F3,DOE-LAB006-16,16,9.74,,9.74,,76.8486,76.8486,True,50.0,,,,,,35.0,0.48,-1.0,0.82,5.37,16.0,42.0,16.69,2026-07-10 13:01:11,2026-07-10 13:26:49,ONLINE(26-07-10 09-47)_1.txt,15.870000000000001,0.82,15.870000000000001,0.0,16.0,15.0,16.0,True,DOE-LAB006-16,False,2026-07-13 12:00:00,2026-07-13 12:00:00,2026-07-13 13:10:40,oculyze_description,2026-07-06 12:00:00,168.0,25.27,90.88,3.95,990.6,20.8,0.7581,0.6889612799999999,0.0691387200000001,2026-07-13 12:00:00.000000000,oculyze_description,True,False,575.0,1425.0,10.257000000000005,0.0,142.75,78.5125,pass_or_not_tested,True
F3,DOE-LAB006-17,17,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06 12:00:00,,,,,,,,,,,,False,False,575.0,1425.0,,0.0,,,pass_or_not_tested,False
F3,DOE-LAB006-18,18,,,,,,,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-06 12:00:00,,,,,,,,,,,,False,False,575.0,1425.0,,0.0,,,pass_or_not_tested,False
