timestamp,T,SP,nutricion_activa,process,t_h
2026-07-06 17:40:00,16.7,17.0,0,F1,5.666666666666667
2026-07-06 17:50:00,17.2,17.0,0,F1,5.833333333333333
2026-07-06 18:00:00,17.1,17.0,0,F1,6.0
2026-07-06 18:10:00,16.8,17.0,0,F1,6.166666666666667
2026-07-06 18:20:00,17.25,17.0,0,F1,6.333333333333333
2026-07-06 18:30:00,16.9,17.0,0,F1,6.5
2026-07-06 18:40:00,16.8,17.0,0,F1,6.666666666666667
2026-07-06 18:50:00,17.3,17.0,0,F1,6.833333333333333
2026-07-06 19:00:00,16.8,17.0,0,F1,7.0
2026-07-06 19:10:00,16.8,17.0,0,F1,7.166666666666667
2026-07-06 19:20:00,17.2,17.0,0,F1,7.333333333333333
2026-07-06 19:30:00,16.8,17.0,0,F1,7.5
2026-07-06 19:40:00,17.0,17.0,0,F1,7.666666666666667
2026-07-06 19:50:00,17.2,17.0,0,F1,7.833333333333333
2026-07-06 20:00:00,16.8,17.0,0,F1,8.0
2026-07-06 20:10:00,17.2,17.0,0,F1,8.166666666666666
2026-07-06 20:20:00,17.2,17.0,0,F1,8.333333333333334
2026-07-06 20:30:00,16.8,17.0,0,F1,8.5
2026-07-06 20:40:00,17.1,17.0,0,F1,8.666666666666666
2026-07-06 20:50:00,17.0,17.0,0,F1,8.833333333333334
2026-07-06 21:00:00,16.8,17.0,0,F1,9.0
2026-07-06 21:10:00,17.2,17.0,0,F1,9.166666666666666
2026-07-06 21:20:00,16.9,17.0,0,F1,9.333333333333334
2026-07-06 21:30:00,16.8,17.0,0,F1,9.5
2026-07-06 21:40:00,17.2,17.0,0,F1,9.666666666666666
2026-07-06 21:50:00,16.8,17.0,0,F1,9.833333333333334
2026-07-06 22:00:00,16.85,17.0,0,F1,10.0
2026-07-06 22:10:00,17.2,17.0,0,F1,10.166666666666666
2026-07-06 22:20:00,16.8,17.0,0,F1,10.333333333333334
2026-07-06 22:30:00,16.8,17.0,0,F1,10.5
2026-07-06 22:40:00,17.2,17.0,0,F1,10.666666666666666
2026-07-06 22:50:00,16.8,17.0,0,F1,10.833333333333334
2026-07-06 23:00:00,16.9,17.0,0,F1,11.0
2026-07-06 23:10:00,17.2,17.0,0,F1,11.166666666666666
2026-07-06 23:20:00,16.8,17.0,0,F1,11.333333333333334
2026-07-06 23:30:00,16.9,17.0,0,F1,11.5
2026-07-06 23:40:00,17.2,17.0,0,F1,11.666666666666666
2026-07-06 23:50:00,16.7,17.0,0,F1,11.833333333333334
2026-07-07 00:00:00,17.2,17.0,0,F1,12.0
2026-07-07 00:10:00,17.15,17.0,0,F1,12.166666666666666
2026-07-07 00:20:00,16.8,17.0,0,F1,12.333333333333334
2026-07-07 00:30:00,17.2,17.0,0,F1,12.5
2026-07-07 00:40:00,17.2,17.0,0,F1,12.666666666666666
2026-07-07 00:50:00,16.8,17.0,0,F1,12.833333333333334
2026-07-07 01:00:00,17.3,17.0,0,F1,13.0
2026-07-07 01:10:00,16.6,17.0,0,F1,13.166666666666666
2026-07-07 01:20:00,16.95,17.0,0,F1,13.333333333333334
2026-07-07 01:30:00,17.2,17.0,0,F1,13.5
2026-07-07 01:40:00,16.7,17.0,0,F1,13.666666666666666
2026-07-07 01:50:00,17.1,17.0,0,F1,13.833333333333334
2026-07-07 02:00:00,17.3,17.0,0,F1,14.0
2026-07-07 02:10:00,16.8,17.0,0,F1,14.166666666666666
2026-07-07 02:20:00,17.3,17.0,0,F1,14.333333333333334
2026-07-07 02:30:00,16.9,17.0,0,F1,14.5
2026-07-07 02:40:00,16.8,17.0,0,F1,14.666666666666666
2026-07-07 02:50:00,17.3,17.0,0,F1,14.833333333333334
2026-07-07 03:00:00,16.7,17.0,0,F1,15.0
2026-07-07 03:10:00,17.2,17.0,0,F1,15.166666666666666
2026-07-07 03:20:00,16.7,17.0,0,F1,15.333333333333334
2026-07-07 03:30:00,17.1,17.0,0,F1,15.5
2026-07-07 03:40:00,17.2,17.0,0,F1,15.666666666666666
2026-07-07 03:50:00,16.8,17.0,0,F1,15.833333333333334
2026-07-07 04:00:00,17.2,17.0,0,F1,16.0
2026-07-07 04:10:00,16.8,17.0,0,F1,16.166666666666668
2026-07-07 04:20:00,17.1,17.0,0,F1,16.333333333333332
2026-07-07 04:30:00,17.4,17.0,0,F1,16.5
2026-07-07 04:40:00,16.7,17.0,0,F1,16.666666666666668
2026-07-07 04:50:00,17.0,17.0,0,F1,16.833333333333332
2026-07-07 05:00:00,17.2,17.0,0,F1,17.0
2026-07-07 05:10:00,16.8,17.0,0,F1,17.166666666666668
2026-07-07 05:20:00,16.6,17.0,0,F1,17.333333333333332
2026-07-07 05:30:00,16.8,17.0,0,F1,17.5
2026-07-07 05:40:00,17.0,17.0,0,F1,17.666666666666668
2026-07-07 05:50:00,16.9,17.0,0,F1,17.833333333333332
2026-07-07 06:00:00,16.9,17.0,0,F1,18.0
2026-07-07 06:10:00,17.0,17.0,0,F1,18.166666666666668
2026-07-07 06:20:00,17.1,17.0,0,F1,18.333333333333332
2026-07-07 06:30:00,17.1,17.0,0,F1,18.5
2026-07-07 06:40:00,17.2,17.0,0,F1,18.666666666666668
2026-07-07 06:50:00,17.2,17.0,0,F1,18.833333333333332
2026-07-07 07:00:00,17.3,17.0,0,F1,19.0
2026-07-07 07:10:00,17.4,17.0,0,F1,19.166666666666668
2026-07-07 07:20:00,17.4,17.0,0,F1,19.333333333333332
2026-07-07 07:30:00,17.4,17.0,0,F1,19.5
2026-07-07 07:40:00,17.1,17.0,0,F1,19.666666666666668
2026-07-07 07:50:00,16.9,17.0,0,F1,19.833333333333332
2026-07-07 08:00:00,16.9,17.0,0,F1,20.0
2026-07-07 08:10:00,16.9,17.0,0,F1,20.166666666666668
2026-07-07 08:20:00,17.0,17.0,0,F1,20.333333333333332
2026-07-07 08:30:00,17.1,17.0,0,F1,20.5
2026-07-07 08:40:00,17.1,17.0,0,F1,20.666666666666668
2026-07-07 08:50:00,17.2,17.0,0,F1,20.833333333333332
2026-07-07 09:00:00,17.2,17.0,0,F1,21.0
2026-07-07 09:10:00,17.3,17.0,0,F1,21.166666666666668
2026-07-07 09:20:00,17.4,17.0,0,F1,21.333333333333332
2026-07-07 09:30:00,17.4,17.0,0,F1,21.5
2026-07-07 09:40:00,17.3,17.0,0,F1,21.666666666666668
2026-07-07 09:50:00,17.3,17.0,0,F1,21.833333333333332
2026-07-07 10:00:00,17.4,17.0,0,F1,22.0
2026-07-07 10:10:00,17.4,17.0,0,F1,22.166666666666668
2026-07-07 10:20:00,17.4,17.0,0,F1,22.333333333333332
2026-07-07 10:30:00,16.9,17.0,0,F1,22.5
2026-07-07 10:40:00,16.9,17.0,0,F1,22.666666666666668
2026-07-07 10:50:00,17.2,17.0,0,F1,22.833333333333332
2026-07-07 11:00:00,16.9,17.0,0,F1,23.0
2026-07-07 11:10:00,16.8,17.0,0,F1,23.166666666666668
2026-07-07 11:20:00,17.2,17.0,0,F1,23.333333333333332
2026-07-07 11:30:00,17.0,17.0,0,F1,23.5
2026-07-07 11:40:00,17.4,17.0,0,F1,23.666666666666668
2026-07-07 11:50:00,16.85,17.0,0,F1,23.833333333333332
2026-07-07 12:00:00,16.8,17.0,0,F1,24.0
2026-07-07 12:10:00,17.4,17.0,0,F1,24.166666666666668
2026-07-07 12:20:00,16.7,17.0,0,F1,24.333333333333332
2026-07-07 12:30:00,17.4,17.0,0,F1,24.5
2026-07-07 12:40:00,17.3,17.0,0,F1,24.666666666666668
2026-07-07 12:50:00,16.9,17.0,0,F1,24.833333333333332
2026-07-07 13:00:00,17.1,17.0,0,F1,25.0
2026-07-07 13:10:00,17.4,17.0,0,F1,25.166666666666668
2026-07-07 13:20:00,16.8,17.0,0,F1,25.333333333333332
2026-07-07 13:30:00,17.4,17.0,0,F1,25.5
2026-07-07 13:40:00,17.2,17.0,0,F1,25.666666666666668
2026-07-07 13:50:00,16.8,17.0,0,F1,25.833333333333332
2026-07-07 14:00:00,16.9,17.0,0,F1,26.0
2026-07-07 14:10:00,17.4,17.0,0,F1,26.166666666666668
2026-07-07 14:20:00,16.8,17.0,0,F1,26.333333333333332
2026-07-07 14:30:00,17.4,17.0,0,F1,26.5
2026-07-07 14:40:00,16.8,17.0,0,F1,26.666666666666668
2026-07-07 14:50:00,17.35,17.0,0,F1,26.833333333333332
2026-07-07 15:00:00,16.7,17.0,0,F1,27.0
2026-07-07 15:10:00,16.6,17.0,0,F1,27.166666666666668
2026-07-07 15:20:00,17.0,17.0,0,F1,27.333333333333332
2026-07-07 15:30:00,16.7,17.0,0,F1,27.5
2026-07-07 15:40:00,17.1,17.0,0,F1,27.666666666666668
2026-07-07 15:50:00,16.6,17.0,0,F1,27.833333333333332
2026-07-07 16:00:00,17.4,17.0,0,F1,28.0
2026-07-07 16:10:00,16.6,17.0,0,F1,28.166666666666668
2026-07-07 16:20:00,17.1,17.0,0,F1,28.333333333333332
2026-07-07 16:30:00,16.7,17.0,0,F1,28.5
2026-07-07 16:40:00,16.6,17.0,0,F1,28.666666666666668
2026-07-07 16:50:00,16.8,17.0,0,F1,28.833333333333332
2026-07-07 17:00:00,16.9,17.0,0,F1,29.0
2026-07-07 17:10:00,17.0,17.0,0,F1,29.166666666666668
2026-07-07 17:20:00,17.1,17.0,0,F1,29.333333333333332
2026-07-07 17:30:00,17.2,17.0,0,F1,29.5
2026-07-07 17:40:00,17.4,17.0,0,F1,29.666666666666668
2026-07-07 17:50:00,16.9,17.0,0,F1,29.833333333333332
2026-07-07 18:00:00,16.9,17.0,0,F1,30.0
2026-07-07 18:10:00,16.8,17.0,0,F1,30.166666666666668
2026-07-07 18:20:00,17.4,17.0,0,F1,30.333333333333332
2026-07-07 18:30:00,16.7,17.0,0,F1,30.5
2026-07-07 18:40:00,17.2,17.0,0,F1,30.666666666666668
2026-07-07 18:50:00,16.6,17.0,0,F1,30.833333333333332
2026-07-07 19:00:00,17.4,17.0,0,F1,31.0
2026-07-07 19:10:00,16.6,17.0,0,F1,31.166666666666668
2026-07-07 19:20:00,17.4,17.0,0,F1,31.333333333333332
2026-07-07 19:30:00,16.8,17.0,0,F1,31.5
2026-07-07 19:40:00,16.6,17.0,0,F1,31.666666666666668
2026-07-07 19:50:00,16.7,17.0,0,F1,31.833333333333332
2026-07-07 20:00:00,16.8,17.0,0,F1,32.0
2026-07-07 20:10:00,16.9,17.0,0,F1,32.166666666666664
2026-07-07 20:20:00,17.0,17.0,0,F1,32.333333333333336
2026-07-07 20:30:00,17.1,17.0,0,F1,32.5
2026-07-07 20:40:00,17.1,17.0,0,F1,32.666666666666664
2026-07-07 20:50:00,17.2,17.0,0,F1,32.833333333333336
2026-07-07 21:00:00,17.3,17.0,0,F1,33.0
2026-07-07 21:10:00,17.4,17.0,0,F1,33.166666666666664
2026-07-07 21:20:00,17.4,17.0,0,F1,33.333333333333336
2026-07-07 21:30:00,17.1,17.0,0,F1,33.5
2026-07-07 21:40:00,17.0,17.0,0,F1,33.666666666666664
2026-07-07 21:50:00,17.1,17.0,0,F1,33.833333333333336
2026-07-07 22:00:00,17.1,17.0,0,F1,34.0
2026-07-07 22:10:00,17.2,17.0,0,F1,34.166666666666664
2026-07-07 22:20:00,17.2,17.0,0,F1,34.333333333333336
2026-07-07 22:30:00,17.3,17.0,0,F1,34.5
2026-07-07 22:40:00,17.4,17.0,0,F1,34.666666666666664
2026-07-07 22:50:00,17.4,17.0,0,F1,34.833333333333336
2026-07-07 23:00:00,17.4,17.0,0,F1,35.0
2026-07-07 23:10:00,17.4,17.0,0,F1,35.166666666666664
2026-07-07 23:20:00,17.4,17.0,0,F1,35.333333333333336
2026-07-07 23:30:00,17.4,17.0,0,F1,35.5
2026-07-07 23:40:00,17.3,17.0,0,F1,35.666666666666664
2026-07-07 23:50:00,17.3,17.0,0,F1,35.833333333333336
2026-07-08 00:00:00,17.4,17.0,0,F1,36.0
2026-07-08 00:10:00,17.4,17.0,0,F1,36.166666666666664
2026-07-08 00:20:00,17.4,17.0,0,F1,36.333333333333336
2026-07-08 00:30:00,17.3,17.0,0,F1,36.5
2026-07-08 00:40:00,17.3,17.0,0,F1,36.666666666666664
2026-07-08 00:50:00,17.4,17.0,0,F1,36.833333333333336
2026-07-08 01:00:00,17.4,17.0,0,F1,37.0
2026-07-08 01:10:00,17.4,17.0,0,F1,37.166666666666664
2026-07-08 01:20:00,17.4,17.0,0,F1,37.333333333333336
2026-07-08 01:30:00,17.4,17.0,0,F1,37.5
2026-07-08 01:40:00,17.4,17.0,0,F1,37.666666666666664
2026-07-08 01:50:00,17.4,17.0,0,F1,37.833333333333336
2026-07-08 02:00:00,17.4,17.0,0,F1,38.0
2026-07-08 02:10:00,17.4,17.0,0,F1,38.166666666666664
2026-07-08 02:20:00,17.4,17.0,0,F1,38.333333333333336
2026-07-08 02:30:00,17.4,17.0,0,F1,38.5
2026-07-08 02:40:00,17.4,17.0,0,F1,38.666666666666664
2026-07-08 02:50:00,17.4,17.0,0,F1,38.833333333333336
2026-07-08 03:00:00,17.4,17.0,0,F1,39.0
2026-07-08 03:10:00,17.3,17.0,0,F1,39.166666666666664
2026-07-08 03:20:00,17.3,17.0,0,F1,39.333333333333336
2026-07-08 03:30:00,17.4,17.0,0,F1,39.5
2026-07-08 03:40:00,17.4,17.0,0,F1,39.666666666666664
2026-07-08 03:50:00,17.4,17.0,0,F1,39.833333333333336
2026-07-08 04:00:00,17.3,17.0,0,F1,40.0
2026-07-08 04:10:00,17.4,17.0,0,F1,40.166666666666664
2026-07-08 04:20:00,17.4,17.0,0,F1,40.333333333333336
2026-07-08 04:30:00,17.4,17.0,0,F1,40.5
2026-07-08 04:40:00,17.3,17.0,0,F1,40.666666666666664
2026-07-08 04:50:00,17.3,17.0,0,F1,40.833333333333336
2026-07-08 05:00:00,17.3,17.0,0,F1,41.0
2026-07-08 05:10:00,17.3,17.0,0,F1,41.166666666666664
2026-07-08 05:20:00,17.4,17.0,0,F1,41.333333333333336
2026-07-08 05:30:00,17.4,17.0,0,F1,41.5
2026-07-08 05:40:00,17.4,17.0,0,F1,41.666666666666664
2026-07-08 05:50:00,17.4,17.0,0,F1,41.833333333333336
2026-07-08 06:00:00,17.4,17.0,0,F1,42.0
2026-07-08 06:10:00,17.4,17.0,0,F1,42.166666666666664
2026-07-08 06:20:00,17.4,17.0,0,F1,42.333333333333336
2026-07-08 06:30:00,17.4,17.0,0,F1,42.5
2026-07-08 06:40:00,17.4,17.0,0,F1,42.666666666666664
2026-07-08 06:50:00,17.4,17.0,0,F1,42.833333333333336
2026-07-08 07:00:00,17.4,17.0,0,F1,43.0
2026-07-08 07:10:00,17.4,17.0,0,F1,43.166666666666664
2026-07-08 07:20:00,17.4,17.0,0,F1,43.333333333333336
2026-07-08 07:30:00,17.4,17.0,0,F1,43.5
2026-07-08 07:40:00,17.4,17.0,0,F1,43.666666666666664
2026-07-08 07:50:00,17.4,17.0,0,F1,43.833333333333336
2026-07-08 08:00:00,17.3,17.0,0,F1,44.0
2026-07-08 08:10:00,17.2,17.0,0,F1,44.166666666666664
2026-07-08 08:20:00,17.2,17.0,0,F1,44.333333333333336
2026-07-08 08:30:00,17.3,17.0,0,F1,44.5
2026-07-08 08:40:00,17.4,17.0,0,F1,44.666666666666664
2026-07-08 08:50:00,17.4,17.0,0,F1,44.833333333333336
2026-07-08 09:00:00,17.2,17.0,0,F1,45.0
2026-07-08 09:10:00,17.1,17.0,0,F1,45.166666666666664
2026-07-08 09:20:00,17.2,17.0,0,F1,45.333333333333336
2026-07-08 09:30:00,17.2,17.0,0,F1,45.5
2026-07-08 09:40:00,17.3,17.0,0,F1,45.666666666666664
2026-07-08 09:50:00,17.4,17.0,0,F1,45.833333333333336
2026-07-08 10:00:00,17.4,17.0,0,F1,46.0
2026-07-08 10:10:00,16.9,17.0,0,F1,46.166666666666664
2026-07-08 10:20:00,16.8,17.0,0,F1,46.333333333333336
2026-07-08 10:30:00,16.8,17.0,0,F1,46.5
2026-07-08 10:40:00,16.9,17.0,0,F1,46.666666666666664
2026-07-08 10:50:00,17.0,17.0,0,F1,46.833333333333336
2026-07-08 11:00:00,17.1,17.0,0,F1,47.0
2026-07-08 11:10:00,17.2,17.0,0,F1,47.166666666666664
2026-07-08 11:20:00,17.3,17.0,0,F1,47.333333333333336
2026-07-08 11:30:00,17.4,17.0,0,F1,47.5
2026-07-08 11:40:00,17.4,17.0,0,F1,47.666666666666664
2026-07-08 11:50:00,17.3,17.0,0,F1,47.833333333333336
2026-07-08 12:00:00,17.4,17.0,0,F1,48.0
2026-07-08 12:10:00,17.4,17.0,0,F1,48.166666666666664
2026-07-08 12:20:00,17.2,17.0,0,F1,48.333333333333336
2026-07-08 12:30:00,17.2,17.0,0,F1,48.5
2026-07-08 12:40:00,17.4,17.0,0,F1,48.666666666666664
2026-07-08 12:50:00,17.4,17.0,0,F1,48.833333333333336
2026-07-08 13:00:00,17.2,17.0,0,F1,49.0
2026-07-08 13:10:00,17.2,17.0,0,F1,49.166666666666664
2026-07-08 13:20:00,17.3,17.0,0,F1,49.333333333333336
2026-07-08 13:30:00,17.4,17.0,0,F1,49.5
2026-07-08 13:40:00,17.1,17.0,0,F1,49.666666666666664
2026-07-08 13:50:00,17.2,17.0,0,F1,49.833333333333336
2026-07-08 14:00:00,16.9,17.0,0,F1,50.0
2026-07-08 14:10:00,16.8,17.0,0,F1,50.166666666666664
2026-07-08 14:20:00,17.4,17.0,0,F1,50.333333333333336
2026-07-08 14:30:00,16.6,17.0,0,F1,50.5
2026-07-08 14:40:00,17.3,17.0,0,F1,50.666666666666664
2026-07-08 14:50:00,16.8,17.0,0,F1,50.833333333333336
2026-07-08 15:00:00,16.8,17.0,0,F1,51.0
2026-07-08 15:10:00,16.8,17.0,0,F1,51.166666666666664
2026-07-08 15:20:00,16.9,17.0,0,F1,51.333333333333336
2026-07-08 15:30:00,17.1,17.0,0,F1,51.5
2026-07-08 15:40:00,17.2,17.0,0,F1,51.666666666666664
2026-07-08 15:50:00,17.2,17.0,0,F1,51.833333333333336
2026-07-08 16:00:00,18.35,20.0,0,F1,52.0
2026-07-08 16:10:00,19.7,20.0,0,F1,52.166666666666664
2026-07-08 16:20:00,19.9,20.0,0,F1,52.333333333333336
2026-07-08 16:30:00,20.0,20.0,0,F1,52.5
2026-07-08 16:40:00,20.1,20.0,0,F1,52.666666666666664
2026-07-08 16:50:00,20.0,20.0,0,F1,52.833333333333336
2026-07-08 17:00:00,20.0,20.0,0,F1,53.0
2026-07-08 17:10:00,20.0,20.0,0,F1,53.166666666666664
2026-07-08 17:20:00,20.0,20.0,0,F1,53.333333333333336
2026-07-08 17:30:00,20.0,20.0,0,F1,53.5
2026-07-08 17:40:00,20.0,20.0,0,F1,53.666666666666664
2026-07-08 17:50:00,20.0,20.0,0,F1,53.833333333333336
2026-07-08 18:00:00,19.9,20.0,0,F1,54.0
2026-07-08 18:10:00,19.9,20.0,0,F1,54.166666666666664
2026-07-08 18:20:00,19.9,20.0,0,F1,54.333333333333336
2026-07-08 18:30:00,19.9,20.0,0,F1,54.5
2026-07-08 18:40:00,19.8,20.0,0,F1,54.666666666666664
2026-07-08 18:50:00,19.8,20.0,0,F1,54.833333333333336
2026-07-08 19:00:00,19.8,20.0,0,F1,55.0
2026-07-08 19:10:00,19.8,20.0,0,F1,55.166666666666664
2026-07-08 19:20:00,19.7,20.0,0,F1,55.333333333333336
2026-07-08 19:30:00,19.7,20.0,0,F1,55.5
2026-07-08 19:40:00,19.7,20.0,0,F1,55.666666666666664
2026-07-08 19:50:00,19.6,20.0,0,F1,55.833333333333336
2026-07-08 20:00:00,19.6,20.0,0,F1,56.0
2026-07-08 20:10:00,19.6,20.0,0,F1,56.166666666666664
2026-07-08 20:20:00,19.6,20.0,0,F1,56.333333333333336
2026-07-08 20:30:00,20.2,20.0,0,F1,56.5
2026-07-08 20:40:00,19.7,20.0,0,F1,56.666666666666664
2026-07-08 20:50:00,19.9,20.0,0,F1,56.833333333333336
2026-07-08 21:00:00,20.2,20.0,0,F1,57.0
2026-07-08 21:10:00,20.4,20.0,0,F1,57.166666666666664
2026-07-08 21:20:00,20.4,20.0,0,F1,57.333333333333336
2026-07-08 21:30:00,20.3,20.0,0,F1,57.5
2026-07-08 21:40:00,20.2,20.0,0,F1,57.666666666666664
2026-07-08 21:50:00,20.2,20.0,0,F1,57.833333333333336
2026-07-08 22:00:00,20.2,20.0,0,F1,58.0
2026-07-08 22:10:00,20.1,20.0,0,F1,58.166666666666664
2026-07-08 22:20:00,20.1,20.0,0,F1,58.333333333333336
2026-07-08 22:30:00,20.0,20.0,0,F1,58.5
2026-07-08 22:40:00,20.0,20.0,0,F1,58.666666666666664
2026-07-08 22:50:00,19.9,20.0,0,F1,58.833333333333336
2026-07-08 23:00:00,19.9,20.0,0,F1,59.0
2026-07-08 23:10:00,19.9,20.0,0,F1,59.166666666666664
2026-07-08 23:20:00,19.8,20.0,0,F1,59.333333333333336
2026-07-08 23:30:00,19.8,20.0,0,F1,59.5
2026-07-08 23:40:00,19.8,20.0,0,F1,59.666666666666664
2026-07-08 23:50:00,19.7,20.0,0,F1,59.833333333333336
2026-07-09 00:00:00,19.7,20.0,0,F1,60.0
2026-07-09 00:10:00,19.7,20.0,0,F1,60.166666666666664
2026-07-09 00:20:00,19.6,20.0,0,F1,60.333333333333336
2026-07-09 00:30:00,19.6,20.0,0,F1,60.5
2026-07-09 00:40:00,19.6,20.0,0,F1,60.666666666666664
2026-07-09 00:50:00,19.8,20.0,0,F1,60.833333333333336
2026-07-09 01:00:00,19.9,20.0,0,F1,61.0
2026-07-09 01:10:00,19.9,20.0,0,F1,61.166666666666664
2026-07-09 01:20:00,19.8,20.0,0,F1,61.333333333333336
2026-07-09 01:30:00,19.8,20.0,0,F1,61.5
2026-07-09 01:40:00,19.8,20.0,0,F1,61.666666666666664
2026-07-09 01:50:00,19.7,20.0,0,F1,61.833333333333336
2026-07-09 02:00:00,19.7,20.0,0,F1,62.0
2026-07-09 02:10:00,19.6,20.0,0,F1,62.166666666666664
2026-07-09 02:20:00,19.6,20.0,0,F1,62.333333333333336
2026-07-09 02:30:00,19.6,20.0,0,F1,62.5
2026-07-09 02:40:00,19.6,20.0,0,F1,62.666666666666664
2026-07-09 02:50:00,20.4,20.0,0,F1,62.833333333333336
2026-07-09 03:00:00,20.3,20.0,0,F1,63.0
2026-07-09 03:10:00,20.2,20.0,0,F1,63.166666666666664
2026-07-09 03:20:00,20.1,20.0,0,F1,63.333333333333336
2026-07-09 03:30:00,20.1,20.0,0,F1,63.5
2026-07-09 03:40:00,20.1,20.0,0,F1,63.666666666666664
2026-07-09 03:50:00,20.0,20.0,0,F1,63.833333333333336
2026-07-09 04:00:00,19.9,20.0,0,F1,64.0
2026-07-09 04:10:00,19.9,20.0,0,F1,64.16666666666667
2026-07-09 04:20:00,19.8,20.0,0,F1,64.33333333333333
2026-07-09 04:30:00,19.8,20.0,0,F1,64.5
2026-07-09 04:40:00,19.7,20.0,0,F1,64.66666666666667
2026-07-09 04:50:00,19.7,20.0,0,F1,64.83333333333333
2026-07-09 05:00:00,19.6,20.0,0,F1,65.0
2026-07-09 05:10:00,19.6,20.0,0,F1,65.16666666666667
2026-07-09 05:20:00,19.6,20.0,0,F1,65.33333333333333
2026-07-09 05:30:00,19.9,20.0,0,F1,65.5
2026-07-09 05:40:00,19.9,20.0,0,F1,65.66666666666667
2026-07-09 05:50:00,19.9,20.0,0,F1,65.83333333333333
2026-07-09 06:00:00,19.9,20.0,0,F1,66.0
2026-07-09 06:10:00,19.8,20.0,0,F1,66.16666666666667
2026-07-09 06:20:00,19.8,20.0,0,F1,66.33333333333333
2026-07-09 06:30:00,19.8,20.0,0,F1,66.5
2026-07-09 06:40:00,19.7,20.0,0,F1,66.66666666666667
2026-07-09 06:50:00,19.6,20.0,0,F1,66.83333333333333
2026-07-09 07:00:00,19.6,20.0,0,F1,67.0
2026-07-09 07:10:00,19.6,20.0,0,F1,67.16666666666667
2026-07-09 07:20:00,20.4,20.0,0,F1,67.33333333333333
2026-07-09 07:30:00,19.7,20.0,0,F1,67.5
2026-07-09 07:40:00,20.1,20.0,0,F1,67.66666666666667
2026-07-09 07:50:00,20.1,20.0,0,F1,67.83333333333333
2026-07-09 08:00:00,20.2,20.0,0,F1,68.0
2026-07-09 08:10:00,19.9,20.0,0,F1,68.16666666666667
2026-07-09 08:20:00,19.8,20.0,0,F1,68.33333333333333
2026-07-09 08:30:00,20.2,20.0,0,F1,68.5
2026-07-09 08:40:00,19.7,20.0,0,F1,68.66666666666667
2026-07-09 08:50:00,20.2,20.0,0,F1,68.83333333333333
2026-07-09 09:00:00,20.2,20.0,0,F1,69.0
2026-07-09 09:10:00,19.8,20.0,0,F1,69.16666666666667
2026-07-09 09:20:00,20.2,20.0,0,F1,69.33333333333333
2026-07-09 09:30:00,20.0,20.0,0,F1,69.5
2026-07-09 09:40:00,19.9,20.0,0,F1,69.66666666666667
2026-07-09 09:50:00,20.1,20.0,0,F1,69.83333333333333
2026-07-09 10:00:00,20.2,20.0,0,F1,70.0
2026-07-09 10:10:00,19.7,20.0,0,F1,70.16666666666667
2026-07-09 10:20:00,20.2,20.0,0,F1,70.33333333333333
2026-07-09 10:30:00,19.8,20.0,0,F1,70.5
2026-07-09 10:40:00,19.9,20.0,0,F1,70.66666666666667
2026-07-09 10:50:00,19.9,20.0,0,F1,70.83333333333333
2026-07-09 11:00:00,19.9,20.0,0,F1,71.0
2026-07-09 11:10:00,19.9,20.0,0,F1,71.16666666666667
2026-07-09 11:20:00,19.9,20.0,0,F1,71.33333333333333
2026-07-09 11:30:00,19.9,20.0,0,F1,71.5
