system,medium,scale,batch,source_file,sample_id,fecha_hora,time_h,temperature_c,density,X_viable_mcells_ml,X_viable_kg_m3,X_dry_weight_g_l,G_g_l,F_g_l,S_GF_g_l,PAN_mg_l,NH4_mg_l,YAN_mg_l,N_kg_m3,PAN_kg_m3,NH4_kg_m3,N_pulse_mg_l,N_pulse_kg_m3,glycerol_g_l,pyruvic_acid_mg_l,pyruvic_acid_2_mg_l,acetaldehyde_mg_l,acetic_acid_g_l,E_g_l,E_percent_vv,E_unit_assumption,benzyl_alcohol_total,benzaldehyde_total,ethyl_decanoate_total,hexyl_acetate_total,isoamyl_acetate_total,ethyl_octanoate_total,phenylethyl_acetate_total,ethyl_acetate_total,benzyl_alcohol_condensate,benzaldehyde_condensate,ethyl_decanoate_condensate,hexyl_acetate_condensate,isoamyl_acetate_condensate,ethyl_octanoate_condensate,phenylethyl_acetate_condensate,ethyl_acetate_condensate
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-15 (25085),2025-04-02 09:00:00,168.0,17.1,1001.0,53.95,1.6185,0.2333,1.45,9.13,10.58,10.0,5.0,14.1,0.0141,0.01,0.005,0.0,0.0,6.69,50.0,,174.0,,88.05470825788707,11.156898821383491,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-16 (25085),2025-04-02 15:00:00,174.0,18.0,1000.0,34.56,1.0368,0.198,1.41,7.61,9.02,10.0,7.0,15.739999999999998,0.015739999999999997,0.01,0.007,0.0,0.0,6.31,49.0,,177.0,,91.86229607221487,11.639336079293354,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-04-02 21:00:00,180.0,18.3,999.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-04-03 03:00:00,186.0,18.0,998.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-17 (25085),2025-04-03 09:00:00,192.0,18.0,999.0,44.01,1.3202999999999998,0.2012,0.13,6.59,6.72,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,7.08,49.0,,180.0,,93.09017162983537,11.79491303403722,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-18 (25085),2025-04-03 15:00:00,198.0,18.3,997.0,41.63,1.2489000000000001,0.2467,0.1,5.95,6.05,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,6.71,58.0,,181.0,,95.4148349029044,12.089457567141098,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-04-03 21:00:00,204.0,18.6,997.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-04-04 03:00:00,210.0,18.6,996.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-D (25085),2025-04-04 09:00:00,216.0,18.4,995.0,27.73,0.8319,0.1566,0.03,3.43,3.46,11.0,10.0,19.2,0.0192,0.011,0.01,0.0,0.0,6.68,55.0,,169.0,,94.83779999999999,12.016344838072067,g_l,0.042559988916666666,0.004390828924999999,0.006582836912500001,0.20738664812500002,5.921645887449255,0.060123424125,0.1148949495,10.752416313050086,0.009376164852799481,0.003275318707458899,0.0,0.07908805224536046,0.6065084863263749,0.024085152281836594,0.007693977959003109,0.006335328995524845
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-1 (25086),2025-03-26 09:00:00,0.0,18.0,1060.0,14.52,0.4356,0.1505,63.28,72.98,136.26,64.0,35.0,92.7,0.0927,0.064,0.035,48.0,0.048,2.88,28.0,,177.0,,10.888350755538683,1.3795994571408803,g_l,0.032879164691666664,0.0017343435479166666,0.0016865877862499998,0.059097828875,1.208975548534005,0.016916222741666667,0.024970381358333335,2.1529048612223898,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-3 (25086),2025-03-26 21:00:00,12.0,18.8,1064.0,24.27,0.7281,0.0333,61.23,71.269,132.499,55.0,24.0,74.68,0.07468000000000001,0.055,0.024,0.0,0.0,2.62,46.0,,175.0,,15.299706439239857,1.9385366224773017,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-27 03:00:00,18.0,18.8,1056.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-4 (25086),2025-03-27 09:00:00,24.0,17.3,1053.0,25.42,0.7626000000000001,0.0545,53.09,68.26,121.35000000000001,33.0,3.0,35.46,0.03546,0.033,0.003,100.0,0.1,3.34,61.0,,209.0,,20.480176534650546,2.594923791831451,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-5 (25086),2025-03-27 15:00:00,30.0,19.0,1049.0,30.41,0.9123,0.069,54.71,58.53,113.24000000000001,26.0,0.0,26.0,0.026000000000000002,0.026000000000000002,0.0,0.0,0.0,3.33,72.0,,206.0,,24.57641072106355,3.1139337490577708,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-27 21:00:00,36.0,18.5,1049.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-28 03:00:00,42.0,18.4,1044.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-7 (25086),2025-03-28 09:00:00,48.0,18.4,1039.0,46.85,1.4055,0.171,31.34,54.83,86.17,23.0,3.0,25.46,0.02546,0.023,0.003,0.0,0.0,4.68,74.0,,200.0,,39.54005698958793,5.009890146164403,g_l,0.030490817016666664,0.00272564754,0.0008254436408333334,0.11986148525,2.624544897380504,0.030351508049999996,0.048471034333333336,4.616933222308121,0.0024544258794220583,0.0008135201316030635,0.0,0.014555386397755925,0.06943679454116417,0.003709007113941205,0.0007783910279243776,0.0
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-8 (25086),2025-03-28 15:00:00,54.0,18.4,,61.98,1.8594,0.1652,26.71,51.82,78.53,15.0,4.0,18.28,0.01828,0.015,0.004,0.0,0.0,5.2,77.0,,208.0,,45.790690678573405,5.801871506585247,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-28 21:00:00,60.0,15.3,1032.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-29 03:00:00,66.0,17.9,1031.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-9 (25086),2025-03-29 09:00:00,72.0,18.0,1025.0,56.76,1.7027999999999999,0.2329,16.14,44.61,60.75,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,5.58,70.0,,193.0,,57.40998025781524,7.274083961509204,g_l,0.034965525975,0.003886536880416667,0.004107998136250001,0.16524226875,4.383612581243166,0.04399913029166667,0.08803938945833334,7.29418938497474,0.004668618792111999,0.0015397302478171461,0.0,0.03112571174117022,0.19952636299206494,0.007867811539640352,0.001892977245389676,0.0
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-29 15:00:00,78.0,18.0,1024.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-29 21:00:00,84.0,18.1,1023.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-30 03:00:00,90.0,18.6,1020.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-30 09:00:00,96.0,18.8,1015.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-10 (25086),2025-03-30 15:00:00,102.0,18.3,1013.0,63.44,1.9031999999999998,0.2806,7.25,31.15,38.4,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.41,57.0,,189.0,,71.9928310213782,9.121791979800593,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-30 21:00:00,108.0,18.1,1012.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-31 03:00:00,114.0,18.0,1011.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-11 (25086),2025-03-31 09:00:00,120.0,18.6,1010.0,58.45,1.7535,0.1693,4.61,28.74,33.35,11.0,2.0,12.64,0.01264,0.011,0.002,0.0,0.0,6.35,64.0,,177.0,,78.52086702457592,9.948921370505285,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-12 (25086),2025-03-31 15:00:00,126.0,18.8,1010.0,46.77,1.4031,0.0892,3.6,25.03,28.630000000000003,10.0,4.0,13.28,0.01328,0.01,0.004,0.0,0.0,6.48,61.0,,185.0,,80.7988458745322,10.237550792475318,g_l,0.0377064532625,0.004010970054166667,0.004514978125,0.12465832054166667,4.766030439660842,0.037407334475,0.08962020108333334,7.7955253891259995,0.007352008939744106,0.0024193016834507483,0.0,0.04937208781971789,0.45412221785452167,0.012279785514703372,0.0024510877596246364,0.0
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-03-31 21:00:00,132.0,18.3,1006.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-04-01 03:00:00,138.0,18.0,1006.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-13 (25086),2025-04-01 09:00:00,144.0,18.1,1005.0,50.46,1.5138,-0.0021,2.18,20.08,22.259999999999998,12.0,6.0,16.92,0.01692,0.012,0.006,0.0,0.0,6.38,52.0,,184.0,,83.35289433925772,10.561159386150944,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-14 (25086),2025-04-01 15:00:00,150.0,18.4,1005.0,43.01,1.2903,0.3795,1.8,18.91,20.71,11.0,11.0,20.02,0.02002,0.011,0.011,0.0,0.0,6.41,52.0,,188.0,,86.32090835054527,10.937219141268216,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-04-01 21:00:00,156.0,18.5,1002.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-15 (25086),2025-04-02 09:00:00,168.0,17.2,1002.0,52.85,1.5855,0.2253,0.71,12.53,13.239999999999998,10.0,3.0,12.46,0.01246,0.01,0.003,0.0,0.0,6.52,49.0,,178.0,,87.94468325858656,11.142958195046699,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-16 (25086),2025-04-02 15:00:00,174.0,18.3,1001.0,42.78,1.2834,0.1806,0.25,11.09,11.34,10.0,3.0,12.46,0.01246,0.01,0.003,0.0,0.0,6.56,54.0,,184.0,,91.20256881524706,11.555745884046305,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-04-02 21:00:00,180.0,18.3,1000.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-04-03 03:00:00,186.0,17.9,999.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-17 (25086),2025-04-03 09:00:00,192.0,17.9,999.0,40.86,1.2258,0.1889,0.24,8.69,8.93,11.0,0.0,11.0,0.011,0.011,0.0,0.0,0.0,6.75,56.0,,181.0,,92.56410336718325,11.728257990875177,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-18 (25086),2025-04-03 15:00:00,198.0,28.9,998.0,35.87,1.0760999999999998,0.192,0.19,8.02,8.209999999999999,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,6.68,58.0,,176.0,,94.74757324444356,12.004912731798129,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-04-03 21:00:00,204.0,18.4,997.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,nan,2025-04-04 03:00:00,210.0,18.3,996.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25086,Calibration_data_vl3.xlsx,ING25-SB008-D (25086),2025-04-04 09:00:00,216.0,18.3,996.0,37.94,1.1381999999999999,0.194,0.06,5.22,5.279999999999999,10.0,9.0,17.38,0.01738,0.01,0.009000000000000001,0.0,0.0,7.62,67.0,,170.0,,95.3112,12.07632659267143,g_l,0.03862121074166667,0.00414540058125,0.004995214291666666,0.157431927125,6.390338052637132,0.046756056500000004,0.08428671554166667,7.906657810572789,0.00913920220609343,0.002981910261837135,0.0,0.058101791544886275,0.5452836211840325,0.014727064235311275,0.0036688563933334833,0.0
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-1,2025-04-09 09:00:00,0.0,20.2,1059.0,12.37,0.3711,0.0349,65.07,67.57,132.64,68.0,32.0,94.24,0.09423999999999999,0.068,0.032,50.0,0.05,2.68,34.0,,210.0,,8.273426235211605,1.0482776133003402,g_l,0.029902145083333335,0.00201690082375,0.00094241628,0.027530981879166663,0.846134308660326,0.012935534429166668,0.0183748773875,2.1368610835746,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-2,2025-04-09 15:00:00,6.0,20.6,1058.0,16.51,0.4953,0.0532,68.18,69.02,137.2,61.0,24.0,80.68,0.08068,0.061,0.024,0.0,0.0,2.89,37.0,,236.0,,10.358487509368954,1.312463573737894,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-09 21:00:00,12.0,20.8,1055.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-10 03:00:00,18.0,20.9,1052.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-3,2025-04-10 09:00:00,24.0,20.6,1049.0,29.42,0.8826,0.0898,49.04,57.25,106.28999999999999,18.0,3.0,20.46,0.020460000000000002,0.018000000000000002,0.003,100.0,0.1,3.78,76.0,,235.0,,21.746628505230223,2.755388539003373,g_l,0.031048916179166667,0.0022347583995833333,0.00029790431029166664,0.06644871304166666,1.395278934633668,0.019647674858333335,0.0373147883125,3.741484877211,0.001653635196721621,0.0005615612427841958,0.0,0.008948489304785787,0.0462817662467401,0.0023686280688988356,0.0003604921755401877,0.0
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-5,2025-04-10 15:00:00,30.0,20.8,1044.0,40.55,1.2165,0.0288,43.14,55.99,99.13,24.0,20.0,40.4,0.0404,0.024,0.02,0.0,0.0,4.2,89.0,,230.0,,28.766031901769253,3.6447762279875895,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-10 21:00:00,36.0,20.3,1038.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-11 03:00:00,42.0,20.0,1032.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-6,2025-04-11 09:00:00,48.0,20.7,1029.0,41.55,1.2465,0.2319,23.88,43.84,67.72,11.0,4.0,14.28,0.01428,0.011,0.004,0.0,0.0,5.45,,,210.0,,48.937588038118655,6.200596528067337,g_l,0.0352178989125,0.0321345486625,0.0027832249270833337,0.13220591704166665,4.235690863264692,0.037575049866666675,0.04576121041666667,6.64212351859406,0.0042140264600385585,0.0013642394107744903,0.0,0.037225976286639005,0.3227607390023912,0.008868007937476531,0.0019961319496888215,0.0023617382809796588
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-7,2025-04-11 15:00:00,54.0,21.0,1025.0,72.35,2.1704999999999997,0.2187,17.35,45.26,62.61,11.0,3.0,13.46,0.013460000000000001,0.011,0.003,0.0,0.0,5.84,77.0,,213.0,,52.43996382038559,6.644362148444781,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-11 21:00:00,60.0,20.4,1021.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-12 03:00:00,66.0,20.0,1018.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-8,2025-04-12 09:00:00,72.0,19.5,1016.0,48.77,1.4631,0.2032,10.87,29.35,40.22,10.0,3.0,12.46,0.01246,0.01,0.003,0.0,0.0,6.33,76.0,,199.0,,65.4235851628809,8.28944112853896,g_l,0.037664512925,0.003888929893333333,0.005649635291666667,0.18864481591666665,5.182907632257587,0.03988962446666667,0.09338950020833332,7.904062543086915,0.006036778026673093,0.001955105169508351,0.0,0.056228223413590926,0.4938344562207136,0.013806212944726007,0.003623687187167382,0.008239760493490952
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-12 15:00:00,78.0,21.0,1014.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-12 21:00:00,84.0,20.9,1011.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-13 03:00:00,90.0,20.5,1009.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-13 09:00:00,96.0,20.2,1008.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-9,2025-04-13 15:00:00,102.0,21.0,1006.0,68.97,2.0690999999999997,0.3286,4.89,16.4,21.29,10.0,4.0,13.28,0.01328,0.01,0.004,0.0,0.0,6.83,80.0,,185.0,,78.23019832998409,9.912092434491928,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-13 21:00:00,108.0,20.0,1003.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-14 03:00:00,114.0,20.1,1003.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-10,2025-04-14 09:00:00,120.0,19.6,1003.0,50.31,1.5093,0.2687,0.63,15.13,15.760000000000002,11.0,0.0,11.0,0.011,0.011,0.0,0.0,0.0,6.33,56.0,,184.0,,83.6304032352684,10.596320920793218,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-11,2025-04-14 15:00:00,126.0,20.3,1002.0,69.51,2.0853,0.1945,0.36,10.89,11.25,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.55,58.0,,188.0,,86.34482765996282,10.940249817541282,g_l,0.03502240817916667,0.0037663449875,0.0009591462316666667,0.14041663912500002,5.015447763125435,0.0290355183,0.09612519395833334,5.90813388821816,0.006889677518900119,0.0022534203674896658,0.0,0.06378704758516776,0.5914658265417693,0.01606915254390099,0.004083570266997227,0.01247281249175867
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-14 21:00:00,132.0,20.0,999.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-15 03:00:00,138.0,19.8,998.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-12,2025-04-15 09:00:00,144.0,19.8,998.0,57.53,1.7259,0.2101,0.19,6.99,7.180000000000001,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.71,55.0,,183.0,,88.25063943414241,11.18172411866383,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-13,2025-04-15 15:00:00,150.0,19.9,998.0,59.45,1.7835,0.2548,0.43,5.57,6.0,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.42,62.0,,186.0,,90.98142656330326,11.527726238318287,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-15 21:00:00,156.0,19.5,996.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,nan,2025-04-16 03:00:00,162.0,20.9,994.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-14,2025-04-16 09:00:00,168.0,21.6,995.0,38.79,1.1637,0.2219,0.08,2.23,2.31,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.78,47.0,,177.0,,91.66563514682299,11.61441831975356,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25150,Calibration_data_vl3.xlsx,ING25-SB009-D (25150),2025-04-16 15:00:00,174.0,20.7,995.0,47.16,1.4147999999999998,0.2217,0.08,1.57,1.6500000000000001,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.57,49.0,,185.0,,94.5222,11.976357001672495,g_l,0.036937679508333335,0.004465425870833334,0.005043518287500001,0.15815050925,6.657936484530638,0.052451552500000005,0.09348402812500001,8.508377718257778,0.007739874756940787,0.002537797936417857,0.0,0.06882890577949399,0.6828248920111579,0.0176897792710867,0.004728346347947001,0.016202485548417293
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,ING25-SB010-1,2025-04-09 09:00:00,0.0,20.1,1059.0,21.16,0.6348,0.0172,63.2,73.6,136.8,67.0,29.0,90.78,0.09078,0.067,0.029,50.0,0.05,2.87,43.0,,217.0,,8.273138795548483,1.0482411934960827,g_l,0.029952836358333332,0.0018809845395833331,0.0006164240116666666,0.02493003655833333,0.877507175756748,0.011556563158333335,0.014123352775000002,2.17809913219592,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,ING25-SB010-2,2025-04-09 15:00:00,6.0,20.8,1058.0,15.67,0.47009999999999996,0.0404,63.03,73.38,136.41,60.0,25.0,80.5,0.0805,0.06,0.025,0.0,0.0,3.09,54.0,,236.0,,10.725946544733628,1.3590221662274629,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,nan,2025-04-09 21:00:00,12.0,21.0,1054.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,nan,2025-04-10 03:00:00,18.0,21.1,1052.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,ING25-SB010-3,2025-04-10 09:00:00,24.0,21.1,1049.0,33.56,1.0068000000000001,0.091,46.0,64.98,110.98,16.0,3.0,18.46,0.01846,0.016,0.003,100.0,0.1,3.92,78.0,,235.0,,23.489782926179544,2.9762534750113456,g_l,0.02652243296666667,0.0018453101070833335,0.0,0.04373089483333333,1.2620023930018227,0.011813801725,0.026535161074999997,2.8512795142660896,0.0015789886691826285,0.0005130715684172119,0.0,0.007048049753983394,0.03846912025583569,0.0014048239340005038,0.0012242565384445404,0.0
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,ING25-SB010-5,2025-04-10 15:00:00,30.0,20.3,1043.0,31.49,0.9446999999999999,0.1012,38.84,60.25,99.09,19.0,19.0,34.58,0.03458,0.019,0.019,0.0,0.0,4.26,98.0,,230.0,,30.397357983306676,3.851472046944741,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,nan,2025-04-10 21:00:00,36.0,20.5,1037.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,nan,2025-04-11 03:00:00,42.0,20.0,1032.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25151,Calibration_data_vl3.xlsx,ING25-SB010-6,2025-04-11 09:00:00,48.0,20.7,1027.0,40.09,1.2027,0.1944,23.28,44.24,67.52000000000001,10.0,3.0,12.46,0.01246,0.01,0.003,0.0,0.0,5.59,,,212.0,,50.60712639798078,6.412134002075513,g_l,0.0342990199875,0.0046468619791666665,0.00287108225125,0.12448396529166667,4.219762921578251,0.0351030903,0.07956806808333333,6.284086684022171,0.004116681706668545,0.0013707324706903603,0.0,0.031626260898988,0.2577336329661714,0.0064322009679456,0.0031650080859022167,0.002156190578650409
