annex_id,oe,activity,category,evidence_requirement,role_in_bundle,status,source_path,bundle_path,bytes,sha256
A06,OE3,3.13,reportes_fuente,Resultados e interpretacion,Reporte fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/secondary_v2_model_report.md,rendicion_tecnica/A06_calibracion_metabolica/source_reports/secondary_v2_model_evaluation_secondary_v_2136791f.md,6248,c846ec410f0dcf3d7793051b1911681f8301c0009dec02de7de8d5342571ec0c
A06,OE3,3.13,reportes_fuente,Resultados e interpretacion,Reporte fuente,ok,fermentation_model/results/secondary_fit_capacity/secondary_fit_capacity_report.md,rendicion_tecnica/A06_calibracion_metabolica/source_reports/secondary_fit_capacity_secondary_fit_capa_14e353ad.md,19953,88dac5e896de2dcfcb0d651e7e3cf1e68e5ba4f16087b857cba2c9b236e3bfc8
A06,OE3,3.13,reportes_fuente,Resultados e interpretacion,Reporte fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/new_must_glycerol_estimability_doe_report.md,rendicion_tecnica/A06_calibracion_metabolica/source_reports/new_must_glycerol_estimability_doe_new_mu_12df538f.md,28412,b473cc3f7da6f51f1b03c0f2d29889b0dc50983fcadee63ca1b22d0799d2dfb7
A06,OE3,3.13,reportes_fuente,Resultados e interpretacion,Reporte fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/overnight_validation_report.md,rendicion_tecnica/A06_calibracion_metabolica/source_reports/new_must_glycerol_overnight_validation_ov_f40c0339.md,20381,3cf67e0f7c465e8c3d93916b015966bb93759805284c56c60535d1899abf189d
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_joint_campaign_doe/secondary_joint_input_data.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_joint_campaign_doe_secondary_j_d6a38abd.csv,130804,d9a61fc152782c1b0b5d0ea5bac9d32d2a60b8737b7b58c0e0382d3ead8a975e
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_joint_campaign_doe/secondary_joint_metadata.json,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_joint_campaign_doe_secondary__a5fccdce.json,1442,7bb70408b60e542a4f1a7e5374b6e243ab6449cd31ffbe0d35709084f93475ba
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_joint_campaign_doe/theta_secondary_joint.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_joint_campaign_doe_theta_secondary_joint.csv,938,e3ff73074c5e73d41f493b95b896f4110d47244b5c811854f835fe7f970e1556
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/fit_comparison.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_fit_comparison.csv,628,a6de4d8d721e734ccc661f74071b04fab53435d9bdaa2ac80b9bd296e03c1c3f
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/state_fit_metrics.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_state_fit_metrics.csv,2057,036059c5a3b8d0d1fdf71ed1cc7615bf76ed3fa3c6cc63cc6dde54103b66bd2f
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/theta_secondary_v2_reduced_o2fixed.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_theta_seco_924a5af0.csv,1079,9cef806577cdc541f82528fddd85dcb572cb68fe48542fb508d52b59a21484f2
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/theta_secondary_v2_o2fixed.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_theta_seco_d1e66cc9.csv,1149,d4b8d940a3b3091046b1a8d2202bcd44f45d615586f3ea3ae716c6ec183c98c6
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/theta_secondary_v2_o2free.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_theta_seco_e4598c0c.csv,1153,874734c46296d0366870015369e9fffa211a07a37878cf24ea46d0649a8765d5
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/v2_reduced_o2fixed_estimability.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_v2_reduced_66e8b023.csv,716,329c48e980f9b7341c965778aac4d92ebb11202fe984ea53c84b00b241004c73
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/v2_reduced_o2fixed_eigen_spectrum.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_v2_reduced_b3c6c0fe.csv,322,82f59c22c1294b066aa1a9dbc190458b82453d11973ce2996f5a1db3687cc7b8
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/v2_reduced_o2fixed_fim.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_v2_reduced_ae957dcd.csv,1099,26ff2db26757bcc312d446a301afee7c2a6e0ebb4fdb57b684c6a6bcbfb1310d
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/v2_reduced_o2fixed_weak_loadings.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_v2_reduced_4a9e80e1.csv,800,f6b12b706db5263465b515797975b1a5adb8547f0aef76dd13ca5d5dc613e856
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_v2_model_evaluation/metadata.json,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_v2_model_evaluation_metadata.json,461,a66e2ab3b52a8a662d84644c23c4f562d02e9cc3e9b467981e0419f95854a85b
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_fit_capacity/fit_capacity_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_fit_capacity_fit_capacity_summary.csv,9456,13c8e09a0481afaa8fc7e012a868032eda3c8b60a3612118b9fdddcc2d0f85e5
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_fit_capacity/fit_capacity_state_metrics.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_fit_capacity_fit_capacity_state_metrics.csv,26343,e0eef81741f99fdb7a08abf7ee710bcaf8fbf57760fd3368fc89fb423d0ed210
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_fit_capacity/fit_capacity_aggregate_metrics.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_fit_capacity_fit_capacity_aggr_f03aa74a.csv,2110,12f2ca5a65e439c6884951c6ca49fcf899f773facc950e736eae5624c436e09d
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_fit_capacity/batch_all_o2free_parameters.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_fit_capacity_batch_all_o2free_parameters.csv,6579,9765d462b8f0147eccfdd5b60c58e9c660b8fe1cd3dcb9f112011f2080a7c1b9
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_fit_capacity/batch_all_o2free_parameter_spread.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_fit_capacity_batch_all_o2free__ebd3b2c2.csv,1359,fe6b3681252fedc5c2a1a183d19935ea8092d82d7e7058063750ba48701e4fb6
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/secondary_fit_capacity/metadata.json,rendicion_tecnica/A06_calibracion_metabolica/source_tables/secondary_fit_capacity_metadata.json,467,70740b5fa8c14190755d2578e0b5686e1fbd209dd09c3b78bf5aab10a9347b0a
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/fit_strategy_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_fit_strategy_summary.csv,2491,090b8855fa0d634fc530b843555bb23f2695b4644d18e5ed00709ba26eaf458c
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/fit_strategy_state_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_fit_strategy_state_summary.csv,3092,f35a74995f81d09a52871d8308b1ad7c126550c4ee758be11ce1185acd8650a4
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/fit_strategy_solve_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_fit_strategy_solve_summary.csv,1591,040349dacf5b3a8688a2dd65a6e12ca88a9feae2529e1700438b0e25456d9740
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/fit_strategy_residuals.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_fit_strategy_residuals.csv,493233,678d2372733f02fa31cc1527fd316676afe22dc1a36a2278efb111dfa9501570
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/strategy_predictions.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_strategy_predictions.csv,653127,a21641ac7d08083287e5a39b77cd3b3e1b5ba48fb962dd4b151e0588f28b5896
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/plus_qx_iG_logL2_10_theta.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_plus_qx_iG_logL2_10_theta.csv,306,842dceeaa153cc9c9996533d80155443ff22403222d47f6b921bf3ec25bc5e0d
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/fit_strategy_analysis/plus_qx_iG_logL2_10_physical.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/fit_strategy_analysis_plus_qx_iG_logL2_10_physical.csv,551,0be3bbb1d5093343c618136293873675ba3cfa1500ff6f9b30da51232e3ec8ac
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/fit_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_fit_summary.csv,1181,ee4a2c93a9efa59d0a6475366092115afe109cecda03b1463d1b23def7018131
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/theta_fit_table.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_theta_fit_table.csv,1337,4252a2b38085a70cb9af53616e21573912d3d76b63b236a57af854ff1fbd3afa
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/parameter_estimability_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_param_3e8a9c51.csv,8368,f950936230112693e8612477253a3ff2f75662a2c7689ef8382156003fb0258f
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/fim_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_fim_summary.csv,777,1956dd54d33a3303515a3f8d586290b30cc6311dc5fc084b30c0b22c0520a09c
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/fim_eigenvalues.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_fim_eigenvalues.csv,4344,ac77e4889ca67ce1b37ea43ee48b90039a786b0993974b20dc25c86fdd933f8a
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/profile_summary_combined.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_profi_a7834481.csv,1140,7a9878435e877cd8811ca9dd91e078c5f2bc2fce129ea8681b62eccbaa41f562
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_estimability_doe/profile_weak_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_estimability_doe_profi_905433fd.csv,576,2c4f98bc821691ec20af8cc915024ca3b2f39ce4ff312c2f076adae9996e13b0
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/l2_scan_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_l_fd4526bf.csv,1491,4cea6da5917796d44f9e5216dbd6450515e0bd6ce851bad678852da0bf131467
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/multistart_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_m_4faf542f.csv,4685,df7f3af62305897108dda89295d39be23d97b5c5ad97159595df7b5d1e7227a0
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/multistart_theta.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_m_f03c75cc.csv,5133,a54101f39d1bcd87655a0e841fdb5132b75a633589347ae4c72a7db7a8103cd9
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/profile_full_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_p_1abb0626.csv,1432,7939ddfb8e62e32942bf828f9cedb1a8c7f683b1f83bbf575b8d8cb155c47ff0
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/profile_full_profiles.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_p_93847dc9.csv,13768,7fca742837503bac7e77e293572ac60b2fe623ed8f85431ed9ab673559cef29c
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/sampling_policy_benchmark.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_s_94cec59f.csv,3349,497ca3564325045f5e8261f121f123a65f410c4a304f689347dd34da3fd5bd75
A06,OE3,3.13,tablas_fuente,"Dataset, parametros, metricas e incertidumbre",Tabla fuente,ok,fermentation_model/results/new_must_glycerol_overnight_validation/pyomo_selected_summary.csv,rendicion_tecnica/A06_calibracion_metabolica/source_tables/new_must_glycerol_overnight_validation_p_e20d6792.csv,2454,5915c652b4b1d58940df4a9019fbca4eae6c20d735f73751d6fa4189e570f774
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/fit_strategy_analysis/strategy_curves_batch_25026.png,rendicion_tecnica/A06_calibracion_metabolica/figures/fit_strategy_analysis_strategy_curves_batch_25026.png,194163,4d53d16497787b58673eb93ca1d2c10d809a689bd00bfa8e8108021bdc0b8452
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/fit_strategy_analysis/strategy_curves_batch_25086.png,rendicion_tecnica/A06_calibracion_metabolica/figures/fit_strategy_analysis_strategy_curves_batch_25086.png,192513,4be061e53fed0975cff14dff6c47d8af6cc99e53bcab124df83b52b82cdd61be
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/fit_strategy_analysis/strategy_curves_batch_25150.png,rendicion_tecnica/A06_calibracion_metabolica/figures/fit_strategy_analysis_strategy_curves_batch_25150.png,191413,48b4835148692c8f812109b4db4c1d98875f98491953806beceeac85d56985c9
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/fit_strategy_analysis/strategy_curves_batch_25170.png,rendicion_tecnica/A06_calibracion_metabolica/figures/fit_strategy_analysis_strategy_curves_batch_25170.png,197205,283d7e87fb377f1c553ee0315bf881d8161a8f3d6a7111f684ee1c532d15b9c7
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25026.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_cf805b3f.png,183948,0ee48ed98481ba68e812a0a1d7492cb242d0a6c554295b282fffa85fe718d305
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25027.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_b188f4c0.png,181336,d8fb458a6d60770d461efdba138b86f90376d57fa0f75507eded89ecf84fc940
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25085.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_075f0ae6.png,182281,a86f21564b2eb0798d426f58dc1ea8ef51557248fd770ca632511616aca9ca0f
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25086.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_93d5cd95.png,197428,528bfdfa00b0db3ad63589512c1846897e9dcae5fba8f5c739a6ba6e7696fc08
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25150.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_ff4ffdea.png,185392,93aa9eb614a818377cc7e71fa0fb60884e734da763fb8722e9fd309a8dab2301
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25151.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_ac2a9796.png,188058,b84e063ffce2b2ba304dc50f67557263dbcaf4058b02bf1384831343d077de3d
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25170.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_89a3fd8c.png,182543,895d47601a621626e98514ce96f8770a91bf06c064dfc7a9acf2fe5126cce5de
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_historical_vl3_25171.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_871cc6fe.png,188534,97758762bab5d8034aa4f3773d1a9b512a0614b239a958c3528edf258ec69604
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_natural_LAB004.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_633c37bf.png,201371,7c3630718c20e0cbbc60d387c2d867393b4f90353164ae6ccdf8ee2c4b57f820
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_natural_LAB005.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_ab15c01d.png,188816,f17e5daac4bc68af6dacd28cf3b67c403aa7abbc584bd7a2e69faea9de7d6a46
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_natural_LAB006.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_350dfa8e.png,187436,a3b5d9a7392e56c191a29ef7278ee09900fc59ed10e4d9e00a9e75a8f7ef27e0
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_natural_LAB007.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_adbc752d.png,204843,0a622fe8b196ebc609161c57f870424a1caf52bbbac4e3db947f09492c0bc88c
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_natural_LAB008.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_937422c4.png,199513,fcaa535b85b60a9229b6b0290dfd6d69767bea2efab02c6363e05a82561eebfa
A06,OE3,3.13,figuras,Resultados y metricas,Figura de ajuste,ok,fermentation_model/results/secondary_fit_capacity/plots/secondary_fit_capacity_natural_LAB009.png,rendicion_tecnica/A06_calibracion_metabolica/figures/secondary_fit_capacity_secondary_fit_cap_c3228250.png,199536,b9974ae8fb5377ec9fd1030c014569f046cc8a4a2b86dd2bd5b79d0bc7bd8d6d
