,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,2741.6019753963474,-2294.2841374505238,9.299867328195177,-10.910929060043255,1434.151868077348,1936.0633107933004,-651.7621348870747,-1756.5995281952141,30.11410547817203,356.50477209728706,14.578264988043435,-13.599841124499077,-39.57929993991614,51.418251060281456,-136.2121458052425,0.22165930511428472,399.977335368474,490.73707641868435,0.2371645412325293,8.130607495982115,40.68488269048629,58.0754729650022,42.41171353477496,47.38653096329712,1.2309758956755141,34.10914368559124,26.732321480308773
qN,-2294.2841374505238,2635.8258359764527,276.2184491820724,59.30730476528568,-1749.2334862931796,-2082.9049998243754,722.9923071108151,1683.013707607011,-16.27966930389868,-289.2185088198895,-12.020623442925633,-69.56894338267053,-49.13012879310705,46.30991059425631,-473.783698897672,0.49030975247693237,323.11293275505875,-495.3867567021793,-0.09699757448505217,-3.4878857788847535,-29.29979519325238,-48.029018051831116,-113.39774776528597,-133.07516735243985,-0.4910510090908182,-32.75459905836931,-74.23318856773702
betaG0,9.299867328195177,276.2184491820724,4948.9839550651395,1183.895277584384,-3106.298410245729,-1969.3182187310297,212.14585313693848,-141.20589924674476,657.4046438952398,-581.1432211791047,-25.530952446605195,-10.1950400255947,-2.32553531111364,-0.7059072410599456,-75.96204337721362,0.05218839479141793,77.05365668978374,34.97605785766505,-0.026176220387903595,-3.7042665139137005,-16.312054189047664,-20.485715159219495,-33.47413053729025,-52.874760678877095,1.7210960311421486,4.72748575066882,5.725237343099021
betaF0,-10.910929060043255,59.30730476528568,1183.895277584384,317.1439637245934,-710.4663272847592,-624.8845964391813,84.42968321744257,-49.642376990757384,191.63680243235723,-61.45736911945501,-2.7424257939471377,-0.013471913840068557,2.2397242541074966,-3.3819044389639394,-2.845981646360578,-0.006290106520517388,-2.2145602846128054,2.520324694100991,0.03970144463813856,0.34348085168870146,-0.802077715969763,-0.22020224671177946,0.39606800813159504,-6.648960548130515,0.9953147818182179,4.1748408515217905,15.538680704915926
qEG,1434.151868077348,-1749.2334862931796,-3106.298410245729,-710.4663272847592,6254.335156346741,2221.4084552219965,-491.08915791371624,-1225.993086016087,-425.52811501849214,-1669.5783099394978,-79.45605639451851,63.011239283791845,57.19442115432832,-60.61089528815499,473.3110342681836,-0.5060691326445027,-506.51455448792774,38.935943285939224,0.06129756408956365,4.610431100317186,73.38106113598383,93.8094008303186,90.92287353017653,121.80946421572129,-2.3565922640550276,32.88962388727053,7.9536081769270295
qEF,1936.0633107933004,-2082.9049998243754,-1969.3182187310297,-624.8845964391813,2221.4084552219965,4601.5021571656625,-1342.605225296661,-1796.8002100045721,-142.32315103110864,-110.74074581407967,-5.325518433605452,38.53095124796762,36.77294913470171,-39.75166558740175,284.8618219601114,-0.3119937236076149,-312.2110453446104,17.092086343337503,0.25068355624055877,9.242594064317203,45.884002479777514,60.472035005636236,81.24424165272993,92.75785087237827,1.1054721352090582,24.84051775621547,54.728688217872545
iG,-651.7621348870747,722.9923071108151,212.14585313693848,84.42968321744257,-491.08915791371624,-1342.605225296661,460.8412592870374,635.1361573211088,-16.243073072577275,17.028594298097033,0.8265192401604379,-20.673420731060652,-20.491227650876475,22.490206202927386,-152.42522065542903,0.17006976884595457,167.67052291822174,-13.105772786846877,-0.09537829025980402,-2.8226412008615824,-23.210146298370667,-30.181296336533855,-35.92970425325842,-36.884820111234546,-0.6988741167446609,-13.09345112383716,-29.3675158017828
iE,-1756.5995281952141,1683.013707607011,-141.20589924674476,-49.642376990757384,-1225.993086016087,-1796.8002100045721,635.1361573211088,1661.1505665581687,-156.3632848199948,-339.8933955118142,-14.27067574235228,-22.86159122628058,-25.450550465383348,29.031478112905447,-167.61214536222386,0.19936468748606737,190.67462024326915,-20.683447610645608,-0.20323009963881603,-7.0900357430458705,-31.91426559335416,-45.81020691742801,-48.690509171022,-55.13316505472044,-1.1654481188905115,-28.631383373449808,-33.841730860394435
Kd0,30.11410547817203,-16.27966930389868,657.4046438952398,191.63680243235723,-425.52811501849214,-142.32315103110864,-16.243073072577275,-156.3632848199948,239.12152431608047,-12.83084781908828,-0.6150042433060966,2.773821730731967,5.7617897197561625,-7.49186018857535,5.651329100608957,-0.016518080356418365,-28.187192701279617,-45.75196907910697,-0.008211267909778169,-0.33270622000958294,-1.9721522630525295e-27,-9.860761315262648e-27,-1.0679065458356558,-1.3491482174395535,-0.0677338468872827,-3.944304526105059e-27,-1.2213465827056178
gammaG0,356.50477209728706,-289.2185088198895,-581.1432211791047,-61.45736911945501,-1669.5783099394978,-110.74074581407967,17.028594298097033,-339.8933955118142,-12.83084781908828,2833.68352613736,128.30673853250516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,14.578264988043435,-12.020623442925633,-25.530952446605195,-2.7424257939471377,-79.45605639451851,-5.325518433605452,0.8265192401604379,-14.27067574235228,-0.6150042433060966,128.30673853250516,5.9150466638104495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-13.599841124499077,-69.56894338267053,-10.1950400255947,-0.013471913840068557,63.011239283791845,38.53095124796762,-20.673420731060652,-22.86159122628058,2.773821730731967,0.0,0.0,110.04103782078111,106.22896701499462,-115.4374559572659,0.221180845810869,-0.0003903713975348358,-0.35212127611843724,0.011281816446869168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-39.57929993991614,-49.13012879310705,-2.32553531111364,2.2397242541074966,57.19442115432832,36.77294913470171,-20.491227650876475,-25.450550465383348,5.7617897197561625,0.0,0.0,106.22896701499462,158.32780887150943,-185.80220431080843,0.1822581123158622,-0.0003773802457996015,-0.32519524547627376,0.006804357530763084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,51.418251060281456,46.30991059425631,-0.7059072410599456,-3.3819044389639394,-60.61089528815499,-39.75166558740175,22.490206202927386,29.031478112905447,-7.49186018857535,0.0,0.0,-115.4374559572659,-185.80220431080843,221.62156213334382,-0.18215915169883595,0.00038945265286400655,0.3318904154823662,-0.006187589258444534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-136.2121458052425,-473.783698897672,-75.96204337721362,-2.845981646360578,473.3110342681836,284.8618219601114,-152.42522065542903,-167.61214536222386,5.651329100608957,0.0,0.0,0.221180845810869,0.1822581123158622,-0.18215915169883595,811.4107655716273,-0.8930059734855885,-889.6453033770038,55.13822692077422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.22165930511428472,0.49030975247693237,0.05218839479141793,-0.006290106520517388,-0.5060691326445027,-0.3119937236076149,0.17006976884595457,0.19936468748606737,-0.016518080356418365,0.0,0.0,-0.0003903713975348358,-0.0003773802457996015,0.00038945265286400655,-0.8930059734855885,0.0017211246612442615,1.5026838480266154,-0.0383480842820212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,399.977335368474,323.11293275505875,77.05365668978374,-2.2145602846128054,-506.51455448792774,-312.2110453446104,167.67052291822174,190.67462024326915,-28.187192701279617,0.0,0.0,-0.35212127611843724,-0.32519524547627376,0.3318904154823662,-889.6453033770038,1.5026838480266154,1477.4042554782,242.23955845191207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,490.73707641868435,-495.3867567021793,34.97605785766505,2.520324694100991,38.935943285939224,17.092086343337503,-13.105772786846877,-20.683447610645608,-45.75196907910697,0.0,0.0,0.011281816446869168,0.006804357530763084,-0.006187589258444534,55.13822692077422,-0.0383480842820212,242.23955845191207,840.872967337147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.2371645412325293,-0.09699757448505217,-0.026176220387903595,0.03970144463813856,0.06129756408956365,0.25068355624055877,-0.09537829025980402,-0.20323009963881603,-0.008211267909778169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03725715925966247,1.261339520700365,0.0,0.0,0.0,0.0,0.23857828649036047,0.0,0.0
k_EA_stationary,8.130607495982115,-3.4878857788847535,-3.7042665139137005,0.34348085168870146,4.610431100317186,9.242594064317203,-2.8226412008615824,-7.0900357430458705,-0.33270622000958294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.261339520700365,55.11156410416415,0.0,0.0,0.0,0.0,6.220777971472083,0.0,0.0
k_IAA_growth,40.68488269048629,-29.29979519325238,-16.312054189047664,-0.802077715969763,73.38106113598383,45.884002479777514,-23.210146298370667,-31.91426559335416,-1.9721522630525295e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.19686709165702,64.0787189147191,0.0,0.0,0.0,19.584901232830227,0.0
k_IAA_stationary,58.0754729650022,-48.029018051831116,-20.485715159219495,-0.22020224671177946,93.8094008303186,60.472035005636236,-30.181296336533855,-45.81020691742801,-9.860761315262648e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0787189147191,92.66712644328587,0.0,0.0,0.0,36.836178757359754,0.0
k_EO_growth,42.41171353477496,-113.39774776528597,-33.47413053729025,0.39606800813159504,90.92287353017653,81.24424165272993,-35.92970425325842,-48.690509171022,-1.0679065458356558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.31810143023924,145.36112110980966,0.0,0.0,82.32033717844132
k_EO_stationary,47.38653096329712,-133.07516735243985,-52.874760678877095,-6.648960548130515,121.80946421572129,92.75785087237827,-36.884820111234546,-55.13316505472044,-1.3491482174395535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.36112110980966,236.001085212184,0.0,0.0,39.71351353626505
alpha_EA_loss,1.2309758956755141,-0.4910510090908182,1.7210960311421486,0.9953147818182179,-2.3565922640550276,1.1054721352090582,-0.6988741167446609,-1.1654481188905115,-0.0677338468872827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23857828649036047,6.220777971472083,0.0,0.0,0.0,0.0,3.366102904965118,0.0,0.0
alpha_IAA_loss,34.10914368559124,-32.75459905836931,4.72748575066882,4.1748408515217905,32.88962388727053,24.84051775621547,-13.09345112383716,-28.631383373449808,-3.944304526105059e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.584901232830227,36.836178757359754,0.0,0.0,0.0,58.56023095147367,0.0
alpha_EO_loss,26.732321480308773,-74.23318856773702,5.725237343099021,15.538680704915926,7.9536081769270295,54.728688217872545,-29.3675158017828,-33.841730860394435,-1.2213465827056178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.32033717844132,39.71351353626505,0.0,0.0,197.49363494900084
