,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,2904.9917030374577,-2595.4506871416465,621.711978724567,240.81844931857245,1076.398352125008,1422.9180695578314,-566.0667289850743,-1466.7584432396875,28.776400392612246,353.1569108851104,15.720719801429746,-5.89863747696524,-29.93265973438037,38.86362809104546,-94.08877195174213,0.17584928038059036,353.69286040609813,514.0911882771713,0.24038479227623621,8.460814684359708,35.785282409458986,60.81133724185942,52.64227531496756,59.37080136448265,1.8119005536899724,43.97559875467466,53.34940349511933
qN,-2595.4506871416465,2823.7432944499706,-405.3180459733753,-189.04880301782538,-1341.3849971552154,-1586.1792794840112,624.2565502570291,1417.1877609411592,-19.36316001542371,-302.3079271839355,-13.497857107394962,-58.79919001579329,-44.53005504743428,41.43208716110979,-384.78254075329636,0.4253039324639445,252.23853649427886,-529.2980059214995,-0.10229966621332402,-3.158615446839299,-30.70561708086226,-53.587389985167185,-116.90979412338851,-145.92267019639223,-0.7487820205949642,-41.67151940628323,-107.93342842338095
betaG0,621.711978724567,-405.3180459733753,4685.751987893999,1253.3568210579388,-2637.084912476226,-1041.4402656333136,-64.28086226295193,-659.2267634420414,603.8770044843138,-582.7231211798573,-27.124094172469764,-5.162323937016877,2.981071162742036,-6.410640580800624,-40.93546673267347,0.01256343735773854,27.468037186399375,6.52392375267912,0.07949002927025928,-0.03616236316789467,-7.420740142548155,-9.463408024416156,-17.68221491566676,-41.0384331040355,2.9967030937368753,10.259407390562462,17.777520299935716
betaF0,240.81844931857245,-189.04880301782538,1253.3568210579388,367.5187157210754,-598.3407348837802,-382.8452705829686,4.326718898442083,-254.29613243557245,187.65240041249797,-62.56196635448481,-2.946424959477063,0.3571361985898311,3.2061181980702327,-4.463911358124375,0.634031153287244,-0.013198263633097024,-10.128156370129998,-2.183013406795358,0.05389755817957112,1.1404743758643483,-0.11921286292015787,0.6475025573278494,0.746886751251626,-4.856496480545456,1.1943904849234948,4.711817635474975,11.801171164198813
qEG,1076.398352125008,-1341.3849971552154,-2637.084912476226,-598.3407348837802,5649.643936323473,1318.180368688577,-225.02987154419384,-603.4766631687116,-344.8592326386805,-1838.4651374820303,-89.12851777997273,40.7432367886133,41.832008347207335,-43.53528751486001,310.35953143972444,-0.3722779710663553,-370.6713687197309,32.22837450353957,-0.009004753124250683,2.3970593173258905,47.72113450069154,75.30173287271175,72.63102547742693,110.89259120469438,-3.199363971710407,35.427525484393634,20.402631637852345
qEF,1422.9180695578314,-1586.1792794840112,-1041.4402656333136,-382.8452705829686,1318.180368688577,3339.67169744678,-1012.5168058631408,-995.2629537921005,-93.66854530093093,-144.65311712114604,-7.049017536781574,33.31178694183889,36.78815919008888,-39.29795498630796,249.18990398833068,-0.3102061420626008,-309.38031395343467,15.014783215045686,0.22842245203113595,7.995644682907894,39.56700163661188,63.601314742434724,86.62317986058447,99.6317231874273,1.6173886921350775,33.57608685887099,90.11598194286508
iG,-566.0667289850743,624.2565502570291,-64.28086226295193,4.326718898442083,-225.02987154419384,-1012.5168058631408,352.3943442269182,423.0631489045634,-27.627155527249627,20.699332431680126,1.026397797577259,-14.612671009616076,-17.02574510195942,18.523799151389277,-109.03797935993364,0.1396570995516821,137.39711221414234,-8.550635501292932,-0.09362633159333936,-2.857905314879727,-16.509534461382543,-26.641443324921028,-34.93731163573772,-37.442254195060194,-0.9497257093345235,-15.205870851751508,-41.09725206986405
iE,-1466.7584432396875,1417.1877609411592,-659.2267634420414,-254.29613243557245,-603.4766631687116,-995.2629537921005,423.0631489045634,1148.548122795921,-173.30477904174614,-299.0538857040461,-13.665463565782057,-12.31022893720327,-17.47920627068107,20.07392100170092,-89.03742922388184,0.12807630249954072,125.85665534396134,4.48925312968592,-0.19389886154695993,-7.076750050187103,-19.223118569208182,-33.620358796447775,-41.33367124456542,-46.692104917432296,-1.6941543315435814,-28.03605580903586,-46.57028562671424
Kd0,28.776400392612246,-19.36316001542371,603.8770044843138,187.65240041249797,-344.8592326386805,-93.66854530093093,-27.627155527249627,-173.30477904174614,230.88705679598388,-14.8695839204775,-0.7309286518920604,3.030867997321124,7.267070511910647,-9.1299994745066,7.7922902453247636,-0.02392462917396277,-40.21168875175968,-64.37463561604086,-0.00804918283987105,-0.34461449179135734,-3.944304526105059e-27,1.9721522630525295e-27,-1.0656937233963761,-1.3536742279210205,-0.09249091446762636,-5.9164567891575885e-27,-1.560923429520411
gammaG0,353.1569108851104,-302.3079271839355,-582.7231211798573,-62.56196635448481,-1838.4651374820303,-144.65311712114604,20.699332431680126,-299.0538857040461,-14.8695839204775,2988.1246557380373,141.39882357791518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
