,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
gammaF0,12.063672555699704,-9.265321158839388,-19.045178076879154,-1.7743538085740664,-98.2136636862003,-7.667623527996338,1.0182999595084943,-10.803593177267135,-0.35637877045004396,137.08746053489384,6.3719920400450505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-28.71519156285739,-39.71623310232552,-7.468924522717867,1.0138852183543772,60.80350241529269,47.40194413917672,-22.070193040125847,-26.66792395883844,6.314498906944046,0.0,0.0,125.21019945753385,119.51732442777812,-145.15681352034514,0.31953016896330605,-0.0006497987943927772,-0.4659697020900418,0.015786068257365473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-62.994859719041266,-4.991901423279774,2.700966393887931,3.978198309104671,50.58272096230226,44.58813201130886,-21.159763482967165,-30.516655292111775,10.907651794972116,0.0,0.0,119.51732442777812,156.65847360093798,-206.4049080191789,0.26878395159923935,-0.0006176640072176015,-0.4226179487586435,0.009393812739926484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,95.2108155836987,-11.890952699304712,-10.71618741667805,-7.056294674581578,-56.45089285611932,-53.31600390206764,25.926554322483103,39.983451735857045,-16.528099783240783,0.0,0.0,-145.15681352034514,-206.4049080191789,280.62119934766787,-0.290279467333865,0.0006904672909474672,0.4642557463563409,-0.008816573935925576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-37.84997260870697,-497.04247098223004,-133.5269740346904,-16.055334083263748,536.7077755045563,390.7364664111764,-171.94181006851827,-191.87139904803894,2.7037067143660427,0.0,0.0,0.31953016896330605,0.26878395159923935,-0.290279467333865,999.7906473886192,-1.361135738554887,-1098.3463208359349,76.36614931856519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.04310859365004406,0.6820208353319803,0.18224912107900731,0.02072214382280029,-0.7089278436058992,-0.5384312254258332,0.22896608861249157,0.281565898416864,-0.013480903793590338,0.0,0.0,-0.0006497987943927772,-0.0006176640072176015,0.0006904672909474672,-1.361135738554887,0.0030190784578622925,2.070066605936964,-0.05239601515534925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,303.5727269040114,298.4075520575011,162.93555207618263,18.62869902754955,-571.855322584466,-433.39423760465934,184.30917740480865,219.38132985738736,-32.79377010435936,0.0,0.0,-0.4659697020900418,-0.4226179487586435,0.4642557463563409,-1098.3463208359349,2.070066605936964,1649.9387616238287,305.07894825633167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,765.7515837212001,-768.8472046509801,28.10107181405596,0.6696377333739076,62.17280009550149,30.942259576132273,-17.276337041719835,-23.22960829706416,-86.46099122466394,0.0,0.0,0.015786068257365473,0.009393812739926484,-0.008816573935925576,76.36614931856519,-0.05239601515534925,305.07894825633167,1201.6691346926648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.17244556742271178,-0.036100569265460174,0.1403646477665363,0.07697836589157497,-0.1536944072050346,0.14528670740596314,-0.07826134569562616,-0.12960183911533446,-0.004698289663426892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04713213144106704,1.5192188953020442,0.0,0.0,0.0,0.0,0.280626658053592,0.0,0.0
k_EA_stationary,4.798178945735994,-0.577350842827107,2.3568562325720848,1.6808101195996161,-3.036200394327615,3.829729628654742,-1.7769610412055126,-3.6284971737266316,-0.16071397836083806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5192188953020442,58.142404251416544,0.0,0.0,0.0,0.0,6.804841125970073,0.0,0.0
k_IAA_growth,37.492420504959966,-28.178562157081608,-7.235942306183396,0.8952321195187911,53.00069375079646,38.646207301079,-18.312034687063388,-25.469235160565596,-9.860761315262648e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.85798539769358,50.02482207017634,0.0,0.0,0.0,31.133382156902872,0.0
k_IAA_stationary,56.924693232355054,-47.01036220061739,-5.054072635209575,3.2157204803402157,67.44238054114855,51.976590253597585,-24.512397044880178,-40.12890172557496,-3.944304526105059e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02482207017634,70.62317059345507,0.0,0.0,0.0,63.87976375323084,0.0
k_EO_growth,46.736542819655725,-106.32727608783345,-20.591367004483203,3.614117860557473,73.39590838531714,84.32008977661565,-37.40599612709373,-41.80984594564313,-0.6704545363189434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.988736834069,176.53184284699296,0.0,0.0,98.86964117872077
k_EO_stationary,48.52177216143482,-117.26442559668376,-37.92866662384133,-2.911206847184417,99.87854134467736,86.33963969433267,-34.98962589214091,-44.9294006499361,-0.6565879483027411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.53184284699296,247.40851962043,0.0,0.0,46.3885783906091
alpha_EA_loss,0.6267480302979608,0.08584069953260863,3.1936294219441854,1.2580518209075549,-4.31574794583177,0.4381118536951857,-0.6070956169869026,-0.5549713521843337,-0.039300264360044586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280626658053592,6.804841125970073,0.0,0.0,0.0,0.0,3.688234372939829,0.0,0.0
alpha_IAA_loss,59.8393027239078,-54.82216662119833,6.176743616999878,6.443050498099573,52.396994048216634,44.53429452949114,-21.364021179356104,-44.420472509010125,1.9721522630525295e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.133382156902872,63.87976375323084,0.0,0.0,0.0,93.94340837942975,0.0
alpha_EO_loss,22.492165460895194,-56.182867175038005,32.47395761397395,21.508299450673327,-32.09939931855603,53.03371075931224,-31.088563860803113,-20.81658787067812,-0.9145073439959821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.86964117872077,46.3885783906091,0.0,0.0,233.86348203625752
