,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,2892.601934059594,-2551.434581638894,1365.6879240951948,406.8599964858338,493.43138182767086,946.0884388986017,-510.65243794981444,-1557.8294621265775,294.71996067607785,297.04214240864763,12.063672555699704,-28.71519156285739,-62.994859719041266,95.2108155836987,-37.84997260870697,0.04310859365004406,303.5727269040114,765.7515837212001,0.17244556742271178,4.798178945735994,37.492420504959966,56.924693232355054,46.736542819655725,48.52177216143482,0.6267480302979608,59.8393027239078,22.492165460895194
qN,-2551.434581638894,2641.6278205881413,-1066.802376420107,-343.47468911368,-778.1775696217151,-1114.9624287568008,563.4919565824272,1498.122564660195,-280.09384361706304,-228.74754988757783,-9.265321158839388,-39.71623310232552,-4.991901423279774,-11.890952699304712,-497.04247098223004,0.6820208353319803,298.4075520575011,-768.8472046509801,-0.036100569265460174,-0.577350842827107,-28.178562157081608,-47.01036220061739,-106.32727608783345,-117.26442559668376,0.08584069953260863,-54.82216662119833,-56.182867175038005
betaG0,1365.6879240951948,-1066.802376420107,4487.537438363531,1110.1827381826051,-2664.532739097828,-1043.968916073019,-21.767569717005088,-662.403871025323,668.7767483374466,-436.9777491335368,-19.045178076879154,-7.468924522717867,2.700966393887931,-10.71618741667805,-133.5269740346904,0.18224912107900731,162.93555207618263,28.10107181405596,0.1403646477665363,2.3568562325720848,-7.235942306183396,-5.054072635209575,-20.591367004483203,-37.92866662384133,3.1936294219441854,6.176743616999878,32.47395761397395
betaF0,406.8599964858338,-343.47468911368,1110.1827381826051,297.307038201367,-617.4144923059482,-312.7296841780654,4.460839905721572,-213.54481407276313,195.82736329673946,-40.505091528096365,-1.7743538085740664,1.0138852183543772,3.978198309104671,-7.056294674581578,-16.055334083263748,0.02072214382280029,18.62869902754955,0.6696377333739076,0.07697836589157497,1.6808101195996161,0.8952321195187911,3.2157204803402157,3.614117860557473,-2.911206847184417,1.2580518209075549,6.443050498099573,21.508299450673327
qEG,493.43138182767086,-778.1775696217151,-2664.532739097828,-617.4144923059482,5988.01516646368,1410.8981219752084,-275.00153541158085,-665.6578426185825,-470.8035376103197,-2055.6905606454948,-98.2136636862003,60.80350241529269,50.58272096230226,-56.45089285611932,536.7077755045563,-0.7089278436058992,-571.855322584466,62.17280009550149,-0.1536944072050346,-3.036200394327615,53.00069375079646,67.44238054114855,73.39590838531714,99.87854134467736,-4.31574794583177,52.396994048216634,-32.09939931855603
qEF,946.0884388986017,-1114.9624287568008,-1043.968916073019,-312.7296841780654,1410.8981219752084,2530.7722419940656,-857.9931827845388,-870.731639180632,-129.67744350269328,-159.58562436683295,-7.667623527996338,47.40194413917672,44.58813201130886,-53.31600390206764,390.7364664111764,-0.5384312254258332,-433.39423760465934,30.942259576132273,0.14528670740596314,3.829729628654742,38.646207301079,51.976590253597585,84.32008977661565,86.33963969433267,0.4381118536951857,44.53429452949114,53.03371075931224
iG,-510.65243794981444,563.4919565824272,-21.767569717005088,4.460839905721572,-275.00153541158085,-857.9931827845388,340.28432434677177,413.93214511726757,-19.755519969855015,20.947842228066502,1.0182999595084943,-22.070193040125847,-21.159763482967165,25.926554322483103,-171.94181006851827,0.22896608861249157,184.30917740480865,-17.276337041719835,-0.07826134569562616,-1.7769610412055126,-18.312034687063388,-24.512397044880178,-37.40599612709373,-34.98962589214091,-0.6070956169869026,-21.364021179356104,-31.088563860803113
iE,-1557.8294621265775,1498.122564660195,-662.403871025323,-213.54481407276313,-665.6578426185825,-870.731639180632,413.93214511726757,1156.7836967525,-152.7652976564146,-258.0024430133981,-10.803593177267135,-26.66792395883844,-30.516655292111775,39.983451735857045,-191.87139904803894,0.281565898416864,219.38132985738736,-23.22960829706416,-0.12960183911533446,-3.6284971737266316,-25.469235160565596,-40.12890172557496,-41.80984594564313,-44.9294006499361,-0.5549713521843337,-44.420472509010125,-20.81658787067812
Kd0,294.71996067607785,-280.09384361706304,668.7767483374466,195.82736329673946,-470.8035376103197,-129.67744350269328,-19.755519969855015,-152.7652976564146,266.52544713602197,-7.366690693390157,-0.35637877045004396,6.314498906944046,10.907651794972116,-16.528099783240783,2.7037067143660427,-0.013480903793590338,-32.79377010435936,-86.46099122466394,-0.004698289663426892,-0.16071397836083806,-9.860761315262648e-27,-3.944304526105059e-27,-0.6704545363189434,-0.6565879483027411,-0.039300264360044586,1.9721522630525295e-27,-0.9145073439959821
gammaG0,297.04214240864763,-228.74754988757783,-436.9777491335368,-40.505091528096365,-2055.6905606454948,-159.58562436683295,20.947842228066502,-258.0024430133981,-7.366690693390157,2985.710384135176,137.08746053489384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
