,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,3591.0877719100886,-2998.3557427548485,-457.9531860244208,-118.093825426082,2174.3784777495785,2942.1440888102334,-983.8039064149684,-2638.1854603271972,39.531524312122556,386.76734480212116,14.496418586280184,-45.242254656941725,-82.30397549463784,125.0057095897593,-133.28828909648328,0.18160043051708674,434.7481993619564,783.8236962977351,0.30271670361828584,8.758282872819175,49.163708995885656,59.90121934924079,52.35157526839231,51.24175515251527,0.7901151155980629,19.99927366727328,15.530635060620028
qN,-2998.3557427548485,3867.598231817064,836.1179525524699,168.22141855543472,-2754.8399095026944,-3213.1495450105003,1129.131169523929,2658.7865099848104,-37.464859118882735,-306.39866044198607,-11.628479108583193,-91.41387006698274,-45.86803923110145,34.52669167000276,-896.294363466922,1.17445895046519,687.0683796873996,-790.4895085480398,-0.08276023981774391,-2.7528620532051713,-34.17337188719013,-46.48991279673825,-156.10650055432785,-156.86292814065408,-0.058969152517561026,-17.86110400714264,-49.9216136974818
betaG0,-457.9531860244208,836.1179525524699,3909.444667535689,785.9781345588709,-2785.289147069431,-2493.2207318993596,538.3309961963492,756.8948512823973,135.0060893741529,-503.48496219718055,-20.033060728224463,-25.435423018942245,-19.904933419623248,21.87883354515224,-183.88624958850997,0.2421223149746416,256.3962386543988,177.26439165054236,-0.07282459631776944,-4.255928649104143,-25.948427104254918,-31.374638992334738,-47.301808033033716,-58.939739288724496,1.2087984583664995,4.242144063413309,13.680114489224344
betaF0,-118.093825426082,168.22141855543472,785.9781345588709,177.51593005629752,-550.7672204968464,-632.4599647252309,141.56539449046497,172.33108111298714,36.157548435018896,-49.5671387137345,-1.990855625344752,-2.499205915839198,-1.538873450703509,1.2093987637183305,-18.912442262008515,0.025270097186272714,32.528934181720565,36.56389480243699,0.02631975558940884,-0.07990342964896888,-2.491759123936758,-2.987954920602345,-2.1152041881639807,-8.597212032869388,0.6613344810842102,1.7463915740922658,14.64788532701839
qEG,2174.3784777495785,-2754.8399095026944,-2785.289147069431,-550.7672204968464,6720.821446151952,3141.8539110908578,-896.3174730185841,-2340.909466016784,-90.75512179310118,-1754.6941151759593,-80.01177994696546,92.62942655166442,76.374476022223,-91.5829371181108,729.9638908435012,-0.9066402598538472,-747.6074638104747,8.324770090856665,0.12791035255794758,5.488434480840336,99.53702975055833,114.38344923070636,123.01289277493889,133.93887751599698,-1.6809710059956642,18.98829813372098,-8.74427951848038
qEF,2942.1440888102334,-3213.1495450105003,-2493.2207318993596,-632.4599647252309,3141.8539110908578,5736.787535506386,-1800.8682056440996,-2939.243285678564,-33.2973296039763,-88.75810744651223,-4.165848032781623,52.09273275288464,44.056466859648545,-53.643420734857756,406.66834508131336,-0.5091644858158471,-413.94835102591514,21.15255036045874,0.2990154800854371,9.312274656236726,55.825534540207144,64.80601033356824,96.03028761944357,95.28050961212551,0.6048570372264194,11.923149325478965,29.556620250205455
iG,-983.8039064149684,1129.131169523929,538.3309961963492,141.56539449046497,-896.3174730185841,-1800.8682056440996,627.0626617273858,985.8645239644533,-1.471488859217326,9.923741421263658,0.4654920586278025,-27.744622736673808,-23.450730840630857,28.730873729335517,-217.44422475402163,0.26931199595948685,213.5638409726455,-29.2763267306088,-0.11250638719053047,-2.858888161938667,-29.578779018415695,-33.92842190371612,-43.503980604275505,-38.484969550157736,-0.46256967214313904,-6.816430944578694,-20.00816400770767
iE,-2638.1854603271972,2658.7865099848104,756.8948512823973,172.33108111298714,-2340.909466016784,-2939.243285678564,985.8645239644533,2471.557862994945,-30.07740552451616,-376.29129673529445,-14.433015406666774,-35.310992497347144,-31.61826876316023,39.90563439792964,-284.42194946574807,0.3618116812495281,264.899667615813,-101.28919128841626,-0.24811946225448742,-7.315701641339253,-42.355658322930935,-51.011661237098345,-67.54129767504006,-67.22497826295921,-0.6632286913829182,-17.32145871916034,-20.807130788190364
Kd0,39.531524312122556,-37.464859118882735,135.0060893741529,36.157548435018896,-90.75512179310118,-33.2973296039763,-1.471488859217326,-30.07740552451616,42.36584365314753,-2.9214213473889408,-0.134335276279122,1.6834781730604431,2.800853913749287,-4.518943831423699,-0.08671154036485784,-0.0023173759211048777,-7.321653519206711,-22.281899684394133,-0.0024272598862126386,-0.08368072934036097,0.0,-1.9721522630525295e-27,-0.3068770483623404,-0.3468809483220996,-0.011208624030228053,-7.888609052210118e-27,-0.20947679346606055
gammaG0,386.76734480212116,-306.39866044198607,-503.48496219718055,-49.5671387137345,-1754.6941151759593,-88.75810744651223,9.923741421263658,-376.29129673529445,-2.9214213473889408,2851.112518988992,121.64031399527695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,14.496418586280184,-11.628479108583193,-20.033060728224463,-1.990855625344752,-80.01177994696546,-4.165848032781623,0.4654920586278025,-14.433015406666774,-0.134335276279122,121.64031399527695,5.317187280282401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-45.242254656941725,-91.41387006698274,-25.435423018942245,-2.499205915839198,92.62942655166442,52.09273275288464,-27.744622736673808,-35.310992497347144,1.6834781730604431,0.0,0.0,151.96245434036038,128.04941831893737,-155.99805389333522,0.37656433327676997,-0.0007434321216314825,-0.5244655836519783,0.01715864332929774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-82.30397549463784,-45.86803923110145,-19.904933419623248,-1.538873450703509,76.374476022223,44.056466859648545,-23.450730840630857,-31.61826876316023,2.800853913749287,0.0,0.0,128.04941831893737,154.49779321793966,-207.91639404505204,0.2880380575289111,-0.0006559751084147671,-0.4376997784549403,0.009170954548712645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,125.0057095897593,34.52669167000276,21.87883354515224,1.2093987637183305,-91.5829371181108,-53.643420734857756,28.730873729335517,39.90563439792964,-4.518943831423699,0.0,0.0,-155.99805389333522,-207.91639404505204,290.6545880211782,-0.31386831164674,0.0007472996954619021,0.48768698415176653,-0.008511229535905681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-133.28828909648328,-896.294363466922,-183.88624958850997,-18.912442262008515,729.9638908435012,406.66834508131336,-217.44422475402163,-284.42194946574807,-0.08671154036485784,0.0,0.0,0.37656433327676997,0.2880380575289111,-0.31386831164674,1186.8658142667973,-1.4775178982762593,-1196.8833113357812,81.4699394678067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.18160043051708674,1.17445895046519,0.2421223149746416,0.025270097186272714,-0.9066402598538472,-0.5091644858158471,0.26931199595948685,0.3618116812495281,-0.0023173759211048777,0.0,0.0,-0.0007434321216314825,-0.0006559751084147671,0.0007472996954619021,-1.4775178982762593,0.0032684435653934324,2.1760905409106766,-0.050543153105536746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,434.7481993619564,687.0683796873996,256.3962386543988,32.528934181720565,-747.6074638104747,-413.94835102591514,213.5638409726455,264.899667615813,-7.321653519206711,0.0,0.0,-0.5244655836519783,-0.4376997784549403,0.48768698415176653,-1196.8833113357812,2.1760905409106766,1710.8897452197743,301.4882704927224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,783.8236962977351,-790.4895085480398,177.26439165054236,36.56389480243699,8.324770090856665,21.15255036045874,-29.2763267306088,-101.28919128841626,-22.281899684394133,0.0,0.0,0.01715864332929774,0.009170954548712645,-0.008511229535905681,81.4699394678067,-0.050543153105536746,301.4882704927224,1141.0860539853184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.30271670361828584,-0.08276023981774391,-0.07282459631776944,0.02631975558940884,0.12791035255794758,0.2990154800854371,-0.11250638719053047,-0.24811946225448742,-0.0024272598862126386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047080781461081724,1.2906630488959994,0.0,0.0,0.0,0.0,0.17879159824035334,0.0,0.0
k_EA_stationary,8.758282872819175,-2.7528620532051713,-4.255928649104143,-0.07990342964896888,5.488434480840336,9.312274656236726,-2.858888161938667,-7.315701641339253,-0.08368072934036097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2906630488959994,45.02629850329876,0.0,0.0,0.0,0.0,3.4485170568078267,0.0,0.0
