mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
-4.625929269271486e-14,-4.625929269271486e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.253276992706028,-0.049462908566647035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.797579067780436,-8.797556437895636,1.6041110773024059e-06,-1.9550680629976114e-06,1.7984673417181796e-06,-2.33946195749013e-10,-2.0168968051237357e-06,1.704298147053862e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.034569018445002,-6.7653965097095865,1.2362109624852735e-05,-4.6518031648901115e-07,1.8247146016392435e-07,-5.628764121468066e-09,-3.406562365526611e-07,-3.962345784813692e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.718479268223767,-21.72023402986536,-0.00047456949729962616,-1.1099887231580396e-06,0.00029374385732694464,-1.2292922235701553e-08,-7.746171704070548e-07,0.0002989565825117779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.845419689293598,-9.071764177792918,-1.261185458404368,-0.32619695319558994,0.26179413645804894,0.013719393570188476,0.11376415924506666,0.6285505868509955,-0.22179105619998252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.975945340809741,-6.16505840990853,-1.0970414964921238,-0.2869553086181087,0.25043574382033196,0.01439255967969899,0.09776393422529228,0.544925403085128,-0.2944266043242161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.452568931273461,-6.825802978856754,-2.674832169400837,-0.7295826387800686,0.941310413850438,0.11911848207742937,0.20511350169677978,1.2241655240465332,-1.113584846610216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.008457606804185,-6.418024382455034,-3.2666840652756823,-0.8993984044206482,1.3436905197245386,0.26142289798359863,0.21161523144357375,1.3741246210744795,-1.4048005548622955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7770914193701035,-3.043809716411383,-2.8933457103244464,-0.7965427618122689,1.6396867582299635,0.5032283126397807,0.09511839768685526,0.8885426820317566,-1.2325821415791083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.138042660609141,-6.776676717911287,-7.528396111585906,-2.0582913688237445,4.571110732859804,1.42500957430087,0.20440201566869765,2.1029400274425125,-3.1666598719838954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1227983663280305e-13,-1.1227983663280305e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.943311757202947,-5.0896137144012865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.146731135192596e-06,-3.401250661116961e-05,-3.16566192148926e-06,3.6658633462138823e-06,-3.403257387013525e-06,-3.8278269443026147e-10,3.7843166933448913e-06,-3.2775961389397423e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.30840619173949646,-0.3850927579272301,0.00010889507380262842,-1.7093695348080473e-06,8.070763068968034e-06,-1.8971457738103936e-08,-1.0287249940788001e-06,1.4722566543667881e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.858666719480652e-08,1.8686913128007632e-07,4.6719494939395645e-08,-1.6058765428539346e-08,-8.303050469393725e-08,-1.6346035636161105e-09,-4.3956527306932e-08,-1.7823963416319089e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.8421709430404007e-13,-2.8421709430404007e-13,2.8421709430404007e-13,-2.8421709430404007e-13,0.0,0.0,-2.8421709430404007e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5148431876358495,0.004051008832284264,0.4006946444559345,0.012488055750736748,-2.2534372813572623,-0.0003450651797742843,-0.0063634860188677145,0.281034622401255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.636338444173438,2.2703389944837227,2.4805670514572498,0.17824394981986735,-9.039888961458331,-0.009633383102292115,-0.08077248857474295,1.8492594454292632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.432468762032139,3.2615651766701337,3.110345821076388,0.23961565406267482,-10.602003545512106,-0.015103648078840237,-0.10623308020583089,2.336521144321191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.00742032340167,6.346148344667313,5.3130323883996855,0.4676368537646969,-15.03044003179148,-0.05215712071553469,-0.18521938542306327,3.9357485348671783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.943371699753232,7.881373147914061,7.344744451510943,0.7217132614005806,-17.15801448713905,-0.16675158073766738,-0.2291952175893064,5.068947634605636,0.01327480577693052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.695156696226148,7.776422634349989,7.5958590676136195,0.7674892809110712,-16.865098664698053,-0.21876208713315082,-0.22361130616225244,5.046376895050808,0.036551098238968294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.098549415351885,6.558448400805084,7.369663428692563,0.8191028376472786,-14.066906297679148,-0.5375932661519922,-0.124330348054702,4.330716634427878,0.1534145926499253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.380038206358907,5.943714848302639,6.978059527426128,0.8083228600337722,-12.684515048861499,-0.6562733263380083,-0.07909367982119608,3.931318288518204,0.1936545704330328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.916760916752393,3.724190851305753,5.0516910530079,0.6196765378604419,-8.120327889169909,-0.5251704887245356,-0.047384371133862846,2.4530317315436365,0.2543351175793407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.1906026976721567,3.0511740126356934,4.329774637696043,0.5389547884167234,-6.722157473886236,-0.4553710277270584,-0.04025741299818475,2.0028951464782505,0.24985162839059605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8421709430404007e-13,0.0,2.8421709430404007e-13,2.8421709430404007e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3567246212165288,0.003069183349282273,0.05515018624095078,0.04438904431140131,-0.030298416627090596,-1.4785652363156037,0.7367334803424795,0.1888277163416774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.895456111961404,1.9123572005668166,0.882655492237916,0.34166286085861586,-0.6434133124459285,-6.850444126643684,3.0281391580726513,1.5312242210021143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.80247201722066,2.8838759703619266,1.2396739857285954,0.45223235652231963,-0.9568368529731863,-8.311523787567276,3.5734482658574374,2.039201887583464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.776267783491676,6.952604093227577,2.9181556218951243,0.9797674517692201,-2.660291079528454,-13.72177328252362,5.224687501068814,4.279843866946331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.443228288985132,11.832085498189926,5.877109518847867,1.971476917201831,-5.980981823663567,-19.93853588983725,6.394923674416475,7.5857808044803905,0.02005362326854554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14.201080561582547,12.688066903780747,6.671935172652255,2.2922302080003787,-6.815438011512431,-21.001267716497097,6.39862579244177,8.221747749207253,0.06031089505953435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.1063761152961,9.338843987333778,5.806581578612846,2.4662157020943765,-5.858018878088234,-15.042832803893125,3.884949288743933,6.219886506884986,0.2221516760443465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.403351685575373,3.170199954279729,2.079985949189833,1.039096959655622,-2.0775523192467116,-5.131159160050768,1.2418030616569875,2.1234169682637027,0.10463906120919964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.004570730169550785,0.004344523804737654,0.003374817718487799,0.0023977278423389925,-0.0032614020699012203,-0.007242074434909984,0.0014434597673709804,0.0029439311242940303,0.0002981221256012634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
