,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,32388.903489683653,-18533.892626706485,4145.385297406383,1347.2920693233248,4830.577908122854,8717.592829183468,-3507.2931347079116,-10041.987196950035,-582.5730062007649,1673.985723854893,66.54807064959945,-285.35062440498217,-351.5392972608382,623.0209624658437,-1005.4385872873357,0.9383762826533932,1008.3031853191217,0.0,2.0980390017890915,19.26175107105597,243.45923515683137,478.61693630614343,113.8826372601181,49.49257657282227,165.21958676376363,214.95897794730803,110.70976607676437
qN,-18533.892626706485,21633.087781304006,-122.73173523447366,-375.70299541745175,-7452.461488298161,-9351.000086314976,3507.087518876454,8300.749371388489,568.7608833903299,-1013.3206419910027,-41.40882540874048,-693.6511361480248,-263.9888211989286,244.35739971940052,-4271.626477131091,5.824958990673714,3701.46349704162,0.0,-1.1175593979624736,-10.39734819556968,-207.9783106511063,-452.978855543831,-296.2318969121389,-182.96643017848157,-96.7721690111282,-189.44784958123026,-135.0398116883088
betaG0,4145.385297406383,-122.73173523447366,49384.69088807697,13520.244687542474,-41261.08902996058,-14989.654092764615,536.8029305947975,-3565.195428862042,457.84695327460713,-1469.9173385611198,-62.941828728657825,-173.1968365215186,-80.58836414822193,86.2769886326202,-900.992400423431,1.1628662107151522,776.3444081424875,0.0,4.525276305007933,55.59612609981289,-75.01153699518547,-233.58516258465147,-57.396267559930465,-60.4706950749544,412.84474630487944,162.86614838237978,138.91787884971052
betaF0,1347.2920693233248,-375.70299541745175,13520.244687542474,3807.4595613543834,-11102.469159003154,-4351.815999123274,187.32550002756244,-1195.6942474878445,128.9585185553234,-140.1564769230866,-5.985013124224098,-22.797221346326452,-8.16515058859394,4.1706735727463515,-126.77815172502548,0.1544130195310116,104.59217610868657,0.0,1.3098252067073815,16.299858252368615,-4.614660298842419,-33.80796795805047,-4.099418429901446,-11.56567312790941,119.32373022400535,69.87160655667131,53.582043789577796
qEG,4830.577908122854,-7452.461488298161,-41261.08902996058,-11102.469159003154,49293.997296518275,16000.508218347177,-1708.888491552448,-1917.4897714187282,-348.7433722192953,-5504.996916312277,-263.3972467218007,549.7670600866832,293.17474528550656,-385.4713507757589,2877.1551372628865,-3.721978942753068,-2531.768112292927,0.0,-3.211761250003864,-44.03292440517818,213.82279472822523,488.0562968458903,184.287508961139,134.51439471654788,-294.0823745729294,-62.141985579301505,-72.37565959260624
qEF,8717.592829183468,-9351.000086314976,-14989.654092764615,-4351.815999123274,16000.508218347177,17118.589518782137,-4478.105028941318,-5380.31365545432,-111.82382325323458,-385.6260235700275,-18.739203432024752,397.74859445467325,223.1470502567627,-303.98937924968425,2141.6838433716794,-2.693093620287974,-1874.0899993821822,0.0,-0.45986018318653044,-7.0957146948997,211.41361380974615,459.4440500873466,162.92556264485427,98.47200435387165,-47.95640418614028,119.8946720420565,61.02750887429453
iG,-3507.2931347079116,3507.087518876454,536.8029305947975,187.32550002756244,-1708.888491552448,-4478.105028941318,1555.672695230012,2280.5938977464252,-6.690390765926457,45.94728163500358,2.232110933712936,-172.85569231522453,-96.69949938629117,133.99991861130627,-898.8612115216569,1.1610850877373984,794.7312816634517,0.0,-0.29457050073012714,-3.0737055975502043,-79.03288305686318,-154.48483736691776,-66.17438641976159,-35.73341548982545,-24.74910413456654,-71.946922354088,-46.33833097442121
iE,-10041.987196950035,8300.749371388489,-3565.195428862042,-1195.6942474878445,-1917.4897714187282,-5380.31365545432,2280.5938977464252,6312.832936754217,-63.46627561533235,-973.7862556071382,-40.79307004808652,-211.92913429979592,-125.99312384333012,180.98542316245135,-1146.7952930863219,1.5146300898943883,1028.3976046259074,0.0,-1.1806267913839221,-12.226818138144646,-148.44461747092785,-314.7879720821489,-101.37786339345641,-56.24627264637388,-102.28838879211071,-147.61828274840565,-82.53193668127787
Kd0,-582.5730062007649,568.7608833903299,457.84695327460713,128.9585185553234,-348.7433722192953,-111.82382325323458,-6.690390765926457,-63.46627561533235,196.62118604187995,-12.758486182514766,-0.5828347091292346,14.036601667132846,17.05888122458103,-34.92545668782452,13.290698025792253,-0.027037904929171463,-17.643894070276154,0.0,-0.012479202961440415,-0.1475516011921669,-0.47537055760377167,-1.4620982493349906,-0.2814048745399337,-0.17636367255815422,-0.8163334157889681,-0.6077819880344619,-0.32308171187481777
gammaG0,1673.985723854893,-1013.3206419910027,-1469.9173385611198,-140.1564769230866,-5504.996916312277,-385.6260235700275,45.94728163500358,-973.7862556071382,-12.758486182514766,8712.078858742118,397.1439991453183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
