,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,2960.9717940454134,-2622.0041963590825,424.55476992424735,148.58375966907627,1274.836912655951,1698.5042236907218,-636.4986734967414,-1663.1535691399865,38.24254771346692,363.1830896298878,15.616141614410484,-8.441624701004121,-34.44329208222585,44.90322571792539,-103.25012033165461,0.1878974020940816,372.83728200386577,531.5504729290168,0.2250147042631101,7.896644140872693,44.41485779204282,76.39937939229921,48.174170152380476,55.256029507513574,1.2289523718064523,76.36095137954379,36.61627726482537
qN,-2622.0041963590825,2744.4530110940905,-193.6297925552315,-96.78246179227617,-1513.1306628265556,-1820.6603473699242,681.6573495390963,1583.6708951146782,-25.054601210171555,-307.346549710694,-13.28068765671462,-54.94748927532907,-33.697634803295074,29.349925690280838,-367.652162968898,0.3670362362642911,189.75295241102657,-537.7317311972112,-0.08390371667043188,-2.8799954599798987,-34.91118845774058,-64.00941870779333,-102.00781465429,-124.69433982102551,-0.2935541805504607,-69.7944453014854,-74.20116062260526
betaG0,424.55476992424735,-193.6297925552315,5060.983370074217,1310.02625670018,-3076.754399672077,-1496.813422063356,45.72730753068642,-505.8262305070961,754.1236653748032,-571.2872962040282,-25.892455594002925,-7.630877319317168,-0.37799861637866994,-2.6056652153177944,-58.15672998615426,0.036892982126415085,61.4115949459354,35.04494593118491,0.05778497626506401,-1.0127070445567679,-7.18591642594609,-5.951550544287968,-19.424702494609452,-43.2244652670021,2.722228034055105,9.41053098951758,23.03319680292975
betaF0,148.58375966907627,-96.78246179227617,1310.02625670018,369.3615514333942,-720.9744569297958,-509.03400554277476,38.59376514381152,-183.67762635933354,226.83607231999767,-59.93558132997577,-2.7460514381640304,-0.03991734757289329,2.321933279831951,-3.4430314402526956,-2.3654451423478444,-0.0071576606705220334,-1.800490505864867,5.183013695048998,0.04997176406170521,0.7890994861585305,1.1887820485632465,4.103901089187109,1.592318553739743,-5.516434501576034,1.1371808680791815,8.340282310496368,15.978028822129875
qEG,1274.836912655951,-1513.1306628265556,-3076.754399672077,-720.9744569297958,6172.992271651672,1792.0666795980944,-340.82086082179995,-831.4783129127034,-497.9619061778713,-1787.5536076411568,-86.01500278558387,48.510724437435506,46.66301125865321,-49.020639445785235,371.10745148195775,-0.42333367432281277,-420.39666179640665,39.65645931951967,-0.005103431517033366,2.6850800497672993,57.57467122312852,86.74234458456127,74.25963250103993,111.83139612813252,-3.2366752829261753,65.59452933007906,2.506931718174699
qEF,1698.5042236907218,-1820.6603473699242,-1496.813422063356,-509.03400554277476,1792.0666795980944,3970.9653829342146,-1190.6875218199164,-1351.9365290448332,-148.72472973501507,-133.33086583539122,-6.4572732093177185,36.599259416955874,37.57692616818935,-40.458757462387666,274.3002147420057,-0.32256796119640996,-320.07900251408637,20.75300833458707,0.22215720284381874,8.135792716102689,45.85381987750087,72.38347889372868,81.52998924173396,95.64347916039276,1.0325128433152353,60.24999290179831,64.15929655378041
iG,-636.4986734967414,681.6573495390963,45.72730753068642,38.59376514381152,-340.82086082179995,-1190.6875218199164,412.668573830817,525.3472062928352,-23.3059331911274,19.16707128190019,0.9429521715762936,-16.981966740132755,-18.245650613757203,19.97713507662724,-126.8462116696566,0.15253088916946372,148.78121313263102,-13.507981016885337,-0.09257352332485849,-2.8013516347542913,-20.228040164568128,-31.775527667949575,-34.7277846618965,-36.771120714468836,-0.7667148220999919,-26.909102129868394,-34.060525215424654
iE,-1663.1535691399865,1583.6708951146782,-505.8262305070961,-183.67762635933354,-831.4783129127034,-1351.9365290448332,525.3472062928352,1389.9983696949425,-186.53617677209013,-319.7307501031121,-14.139805297523514,-14.914491773010736,-18.608736049338386,21.323905345750347,-110.30917333436773,0.14404585296400024,135.2446723924108,-16.926737309897035,-0.18281884886085473,-6.697256838625574,-27.869464618839476,-50.495989109717925,-39.22441870285446,-46.84365879793377,-1.1409551770604993,-54.55586923711826,-30.329182369346565
Kd0,38.24254771346692,-25.054601210171555,754.1236653748032,226.83607231999767,-497.9619061778713,-148.72472973501507,-23.3059331911274,-186.53617677209013,296.4827924783357,-12.032062221766335,-0.5847084634385082,2.9130734453651232,6.582426448591707,-8.429678554991392,5.9689121048657094,-0.01913144222812921,-32.56371162940005,-54.95460173654934,-0.007087572363003579,-0.2988828461340905,-9.860761315262648e-27,9.860761315262648e-27,-0.8912401329369616,-1.165233343813088,-0.06906185704277393,7.888609052210118e-27,-1.1145794406550522
gammaG0,363.1830896298878,-307.346549710694,-571.2872962040282,-59.93558132997577,-1787.5536076411568,-133.33086583539122,19.16707128190019,-319.7307501031121,-12.032062221766335,2947.436941246802,137.0314033225174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
