,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
gammaF0,15.616141614410484,-13.28068765671462,-25.892455594002925,-2.7460514381640304,-86.01500278558387,-6.4572732093177185,0.9429521715762936,-14.139805297523514,-0.5847084634385082,137.0314033225174,6.429678366854987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-8.441624701004121,-54.94748927532907,-7.630877319317168,-0.03991734757289329,48.510724437435506,36.599259416955874,-16.981966740132755,-14.914491773010736,2.9130734453651232,0.0,0.0,94.55226111581759,99.0993600023579,-107.56305350403927,0.19448728443201208,-0.00036440627098866175,-0.3285252109507079,0.011047319922737974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-34.44329208222585,-33.697634803295074,-0.37799861637866994,2.321933279831951,46.66301125865321,37.57692616818935,-18.245650613757203,-18.608736049338386,6.582426448591707,0.0,0.0,99.0993600023579,160.3767951742474,-186.48589381899964,0.17046352668283132,-0.00037657860053581294,-0.32457591947052766,0.007059728841259701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,44.90322571792539,29.349925690280838,-2.6056652153177944,-3.4430314402526956,-49.020639445785235,-40.458757462387666,19.97713507662724,21.323905345750347,-8.429678554991392,0.0,0.0,-107.56305350403927,-186.48589381899964,219.87528231927388,-0.1708659384079268,0.00038818388575023656,0.33140269406146033,-0.006512739942239027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-103.25012033165461,-367.652162968898,-58.15672998615426,-2.3654451423478444,371.10745148195775,274.3002147420057,-126.8462116696566,-110.30917333436773,5.9689121048657094,0.0,0.0,0.19448728443201208,0.17046352668283132,-0.1708659384079268,704.0420301769062,-0.8354672451833505,-825.8971336351917,53.785168471937936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.1878974020940816,0.3670362362642911,0.036892982126415085,-0.0071576606705220334,-0.42333367432281277,-0.32256796119640996,0.15253088916946372,0.14404585296400024,-0.01913144222812921,0.0,0.0,-0.00036440627098866175,-0.00037657860053581294,0.00038818388575023656,-0.8354672451833505,0.0017055647695549078,1.4912624041717502,-0.04017297859186574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,372.83728200386577,189.75295241102657,61.4115949459354,-1.800490505864867,-420.39666179640665,-320.07900251408637,148.78121313263102,135.2446723924108,-32.56371162940005,0.0,0.0,-0.3285252109507079,-0.32457591947052766,0.33140269406146033,-825.8971336351917,1.4912624041717502,1462.862917245452,248.7278863026351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,531.5504729290168,-537.7317311972112,35.04494593118491,5.183013695048998,39.65645931951967,20.75300833458707,-13.507981016885337,-16.926737309897035,-54.95460173654934,0.0,0.0,0.011047319922737974,0.007059728841259701,-0.006512739942239027,53.785168471937936,-0.04017297859186574,248.7278863026351,892.999606136726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.2250147042631101,-0.08390371667043188,0.05778497626506401,0.04997176406170521,-0.005103431517033366,0.22215720284381874,-0.09257352332485849,-0.18281884886085473,-0.007087572363003579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035991011495896,1.3161202152759872,0.0,0.0,0.0,0.0,0.26724193320412076,0.0,0.0
k_EA_stationary,7.896644140872693,-2.8799954599798987,-1.0127070445567679,0.7890994861585305,2.6850800497672993,8.135792716102689,-2.8013516347542913,-6.697256838625574,-0.2988828461340905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3161202152759872,61.158403290602514,0.0,0.0,0.0,0.0,7.365006599818646,0.0,0.0
k_IAA_growth,44.41485779204282,-34.91118845774058,-7.18591642594609,1.1887820485632465,57.57467122312852,45.85381987750087,-20.228040164568128,-27.869464618839476,-9.860761315262648e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.583617632098004,61.262655007878834,0.0,0.0,0.0,38.38083288529036,0.0
k_IAA_stationary,76.39937939229921,-64.00941870779333,-5.951550544287968,4.103901089187109,86.74234458456127,72.38347889372868,-31.775527667949575,-50.495989109717925,9.860761315262648e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.262655007878834,99.64463746766351,0.0,0.0,0.0,85.06661131742204,0.0
k_EO_growth,48.174170152380476,-102.00781465429,-19.424702494609452,1.592318553739743,74.25963250103993,81.52998924173396,-34.7277846618965,-39.22441870285446,-0.8912401329369616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.13020669881206,149.79921524392364,0.0,0.0,95.63411421205828
k_EO_stationary,55.256029507513574,-124.69433982102551,-43.2244652670021,-5.516434501576034,111.83139612813252,95.64347916039276,-36.771120714468836,-46.84365879793377,-1.165233343813088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.79921524392364,259.34072400925885,0.0,0.0,49.41512333805193
alpha_EA_loss,1.2289523718064523,-0.2935541805504607,2.722228034055105,1.1371808680791815,-3.2366752829261753,1.0325128433152353,-0.7667148220999919,-1.1409551770604993,-0.06906185704277393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26724193320412076,7.365006599818646,0.0,0.0,0.0,0.0,3.9680711559411024,0.0,0.0
alpha_IAA_loss,76.36095137954379,-69.7944453014854,9.41053098951758,8.340282310496368,65.59452933007906,60.24999290179831,-26.909102129868394,-54.55586923711826,7.888609052210118e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.38083288529036,85.06661131742204,0.0,0.0,0.0,121.95160750397585,0.0
alpha_EO_loss,36.61627726482537,-74.20116062260526,23.03319680292975,15.978028822129875,2.506931718174699,64.15929655378041,-34.060525215424654,-30.329182369346565,-1.1145794406550522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.63411421205828,49.41512333805193,0.0,0.0,221.3012358896663
