batch,species,pool,n,rmse,mae,bias,obs_median,obs_min,obs_max,pred_median,pred_min,pred_max
25085,isoamyl_acetate,retained,4,0.5272335718022555,0.4501793165001522,-0.1108773043578899,4.829246402881463,2.3980706043185305,5.315137401122881,4.4824209289837755,3.0590442186194884,4.904305517185738
25085,isoamyl_acetate,condensate,4,0.1565990289889018,0.12566514582158306,-0.07734863782180948,0.33752694547849516,0.05239492022355756,0.6065084863263749,0.2807449626629778,0.12837057476423852,0.3347022461294907
25085,isoamyl_acetate,total,4,0.6122997590258092,0.5567005766005187,-0.18822594217969912,5.166773348359958,2.450465524542088,5.921645887449255,4.763165891646754,3.187414793383727,5.239007763315229
25085,ethyl_octanoate,retained,4,0.014531491964405998,0.01199452687598532,0.01199452687598532,0.023269737479637523,0.013317268429589876,0.036038271843163404,0.03621747210452374,0.03475837659887565,0.03667980192804647
25085,ethyl_octanoate,condensate,4,0.006377543905203158,0.0051582426580571925,-0.0038584300104348487,0.015201718482862472,0.004134413457910125,0.024085152281836594,0.011659761865489228,0.006734038753154813,0.013135720179598999
25085,ethyl_octanoate,total,4,0.015554761544919556,0.013293141348611094,0.008136096865550469,0.0384714559625,0.0174516818875,0.060123424125,0.047880327444396326,0.041492415352030465,0.04980933515887875
25086,ethyl_acetate,retained,4,4.609566690286177,4.446259051332047,-4.446259051332047,7.54485738705037,4.616933222308121,7.906657810572789,2.4699470178446976,2.2637377765732536,2.6246377893908153
25086,ethyl_acetate,condensate,4,0.059129891068064835,0.05606745831944861,0.05606745831944861,0.0,0.0,0.0,0.058229161140397306,0.03058560855383539,0.07722590244316445
25086,ethyl_acetate,total,4,4.5512949501451025,4.390191593012598,-4.390191593012598,7.54485738705037,4.616933222308121,7.906657810572789,2.528176178985095,2.2943233851270888,2.70186369183398
25086,isoamyl_acetate,retained,4,0.9817833108381072,0.7806434110515071,0.7806434110515071,4.247997220028711,2.55510810283934,5.845054431453099,5.129360228808079,3.2497565116185445,6.510253649321186
25086,isoamyl_acetate,condensate,4,0.04409566211562887,0.041304156642645654,0.004716689842278118,0.3268242904232933,0.06943679454116417,0.5452836211840325,0.33089766540822363,0.13078880951769978,0.4946516156067487
25086,isoamyl_acetate,total,4,0.9756111056177272,0.7853601008937855,0.7853601008937855,4.574821510452004,2.624544897380504,6.390338052637132,5.460257894216303,3.3805453211362444,7.004905264927935
25086,ethyl_octanoate,retained,4,0.008821508657425509,0.007475756538323219,0.007154697653301425,0.02933574660037376,0.025127548960296626,0.03613131875202631,0.03723887148832937,0.03406145997505774,0.04000994857455969
25086,ethyl_octanoate,condensate,4,0.0010157559089021306,0.0008840835917532433,0.0006184535817308288,0.010073798527171862,0.003709007113941205,0.014727064235311275,0.010705060155303835,0.005451558204645402,0.014195804215266446
25086,ethyl_octanoate,total,4,0.00937619237235551,0.007816222809681085,0.007773151235032251,0.04070323238333333,0.030351508049999996,0.046756056500000004,0.0479439316436332,0.03951301817970314,0.05420575278982613
25150,ethyl_acetate,retained,5,4.429970540173685,4.142422369168678,-4.142422369168678,6.63976178031308,3.741484877211,8.49217523270936,2.37569163703288,2.1674329304405244,2.5847628029288265
25150,ethyl_acetate,condensate,5,0.0506296455254932,0.04592529841538739,0.04592529841538739,0.008239760493490952,0.0,0.016202485548417293,0.05394594304652672,0.013516746098632975,0.08544460186532185
25150,ethyl_acetate,total,5,4.382421842964147,4.0964970707532915,-4.0964970707532915,6.64212351859406,3.741484877211,8.508377718257778,2.4296375800794068,2.1809496765391576,2.6702074047941484
25150,isoamyl_acetate,retained,5,0.7963097011890538,0.6530488685569544,0.022310179624641612,4.423981936583665,1.348997168386928,5.975111592519481,4.065767044382887,1.6918027507165514,5.945153191554643
25150,isoamyl_acetate,condensate,5,0.16529960388046214,0.14594341603405983,-0.14594341603405983,0.4938344562207136,0.0462817662467401,0.6828248920111579,0.25344659324032215,0.03505632876705801,0.5135092822176998
25150,isoamyl_acetate,total,5,0.8526456115486238,0.7464983621655451,-0.1236332364094181,5.015447763125435,1.395278934633668,6.657936484530638,4.319213637623209,1.7268590794836094,6.458662473772343
25150,ethyl_octanoate,retained,5,0.009941441469775325,0.006437030901038726,0.006215051206503947,0.02608341152194066,0.01296636575609901,0.0347617732289133,0.030942214545593708,0.022110108158709462,0.03420682399257635
25150,ethyl_octanoate,condensate,5,0.0030258661111490824,0.002726762711208222,-0.002726762711208222,0.013806212944726007,0.0023686280688988356,0.0176897792710867,0.009193806149541843,0.0017707460508025856,0.014602273948160254
25150,ethyl_octanoate,total,5,0.008869729675537346,0.005860071579639968,0.003488288495295725,0.037575049866666675,0.019647674858333335,0.052451552500000005,0.040136020695135555,0.023880854209512047,0.04880909794073661
25151,ethyl_acetate,retained,5,3.9617564976132864,3.645466946306672,-3.645466946306672,6.970221713483631,2.8512795142660896,7.488345333008901,2.49589232064501,2.2480585647167737,2.653594780410996
25151,ethyl_acetate,condensate,5,0.05380466940419787,0.05090752001341905,0.05090752001341905,0.011181082875776785,0.0,0.02439075324986626,0.06562711278970991,0.021308227253114875,0.08789038666513638
25151,ethyl_acetate,total,5,3.9086463709685764,3.594559426293254,-3.594559426293254,6.994612466733497,2.8512795142660896,7.503539234917065,2.56151943343472,2.2693667919698886,2.7414851670761324
25151,isoamyl_acetate,retained,5,0.5498143956726922,0.44170517695637895,0.006307122619821959,5.469766514745001,1.223533272745987,6.1020700035968005,4.755208394185328,2.12941420709179,6.1637793295682135
25151,isoamyl_acetate,condensate,5,0.18315582362131508,0.15296573495259125,-0.14296111829400293,0.5544644757967091,0.03846912025583569,0.8227461157386128,0.3310009047334808,0.06348066190230646,0.5229111595513811
25151,isoamyl_acetate,total,5,0.627328280629533,0.5090109860710903,-0.13665399567418085,6.02423099054171,1.2620023930018227,6.785890902930111,5.086209298918808,2.1928948689940966,6.686690489119595
25151,ethyl_octanoate,retained,5,0.009211960469371581,0.0071602348860132555,0.007129758420864832,0.02698051079887252,0.010408977790999497,0.029104219506810008,0.03068370721015894,0.021787847428444994,0.03359310064881861
25151,ethyl_octanoate,condensate,5,0.0018025970270829138,0.001563743261104102,-0.0009007873910843626,0.012522911155294147,0.0014048239340005038,0.016232166868189995,0.009991477884847692,0.0027038238100706106,0.01357024941568921
25151,ethyl_octanoate,total,5,0.008900957927182294,0.006228971029780468,0.006228971029780468,0.0351030903,0.011813801725,0.045336386375,0.04067518509500663,0.024491671238515603,0.04716335006450782
25170,ethyl_acetate,retained,10,6.638246520034487,6.282262183878002,-6.282262183878002,9.919055518004308,4.5963418909964195,11.903405814242562,2.8099036149372405,2.5548940683286503,2.8120806592085414
25170,ethyl_acetate,condensate,10,0.07377760048547759,0.07314762148172624,0.07314762148172624,0.0,0.0,0.0,0.07872949198481785,0.049507438434820125,0.0791527408207049
25170,ethyl_acetate,total,10,6.56627347680833,6.209114562396276,-6.209114562396276,9.919055518004308,4.5963418909964195,11.903405814242562,2.8886331069220583,2.6044015067634705,2.8912334000292463
25170,isoamyl_acetate,retained,10,1.8799515509900746,1.5498960522038612,-0.3601230868796267,6.7551685606098495,1.6325709031709903,9.706356875625248,6.627658656385469,4.3278349591600165,6.646956456383643
25170,isoamyl_acetate,condensate,10,0.22121617995820142,0.20336968115115434,0.03048955209696754,0.3563390263948588,0.0076510218858882595,0.7931370039481589,0.45580705336876365,0.22788660447300133,0.4596343234761997
25170,isoamyl_acetate,total,10,2.073675166786751,1.724441986460804,-0.3296335347826589,7.111507587004708,1.6402219250568786,10.357273940871188,7.083465709754233,4.555721563633018,7.106590779859843
25170,ethyl_octanoate,retained,10,0.017845275784919536,0.016495873536441163,-0.005503471005681367,0.050293848941717206,0.023861956349766976,0.07096144934017977,0.044975547466575755,0.040154476673438015,0.044992060985338804
25170,ethyl_octanoate,condensate,10,0.005209535840218175,0.004289258568543225,0.003891856241594994,0.010686824530799246,0.0007469279255465425,0.016371201688787484,0.014889340711671945,0.009463230143891688,0.014966573542878605
25170,ethyl_octanoate,total,10,0.01891554741275751,0.017935597488373357,-0.0016116147640863742,0.0617196188125,0.029415980641666666,0.08651038091666667,0.0598648881782477,0.0496177068173297,0.05995863452821741
25171,ethyl_acetate,retained,8,6.998617906551463,6.0082055355416335,-6.0082055355416335,10.18082771718868,2.968266039622245,12.924789202520941,3.1084284605843227,2.8778736670870244,3.30645708458026
25171,ethyl_acetate,condensate,8,0.0611827280087238,0.05468762999973587,0.05468762999973587,0.0,0.0,0.0,0.060375707286437486,0.0031619999134951935,0.08639385156485091
25171,ethyl_acetate,total,8,6.940776620415219,5.953517905541898,-5.953517905541898,10.18082771718868,2.968266039622245,12.924789202520941,3.16880416787076,2.8810356670005195,3.392850936145111
25171,isoamyl_acetate,retained,8,1.4319637930717601,1.2488358521317469,-0.9197295916668343,5.090267805038229,0.921157492743615,8.040506946195976,4.041584092669636,1.1547679898847059,5.878819419517855
25171,isoamyl_acetate,condensate,8,0.3695805652562678,0.32401510337306827,-0.32401510337306827,0.5787735875939357,0.020313936540751545,0.940831256278,0.21171912751507715,0.004886970743894959,0.36698887978854255
25171,isoamyl_acetate,total,8,1.7065729490548804,1.4551103029272288,-1.2437446950399027,5.5954971467735835,0.9414714292843666,8.981338202473976,4.253303220184714,1.1596549606286009,6.245808299306398
25171,ethyl_octanoate,retained,8,0.02103076728029758,0.015731406665493428,-0.014803960179086115,0.04250338508326251,0.009674469018763076,0.06342457369468808,0.02763843887744097,0.013384254964392318,0.032779255227582516
25171,ethyl_octanoate,condensate,8,0.0035405965312996996,0.0030414021471189753,-0.0030414021471189753,0.010031746507650919,0.0004908513104035925,0.015383563445384456,0.006540986233324181,0.00018741470088355018,0.009477554194265148
25171,ethyl_octanoate,total,8,0.023550815920276573,0.018696949660232394,-0.017845362326205094,0.055439186270833336,0.010165320329166668,0.072552803625,0.034179425110765146,0.013571669665275867,0.04225680942184766
