batch,species,pool,n,rmse,mae,bias,obs_median,obs_min,obs_max,pred_median,pred_min,pred_max
25026,ethyl_acetate,retained,4,9.40760062570995,8.993579342185685,-8.993579342185685,11.29070933164915,7.783209118560181,13.8960350569332,2.07745509558359,1.8645397650115654,2.2668955138701947
25026,ethyl_acetate,condensate,4,0.01707798442641951,0.016251146327200313,0.016251146327200313,0.043439742253438336,0.0,0.06502485616134876,0.05592404521283413,0.024777330903904164,0.08028350464745425
25026,ethyl_acetate,total,4,9.393235065976098,8.977328195858485,-8.977328195858485,11.351072094557823,7.783209118560181,13.92721387178408,2.133379140796424,1.8893170959154695,2.347179018517649
25026,isoamyl_acetate,retained,4,2.780936045860176,2.6609041055520666,-2.6609041055520666,7.501350827561089,4.20019116738048,7.892239797392938,4.250047108745542,2.02152834352902,5.929893636667228
25026,isoamyl_acetate,condensate,4,1.667412654577806,1.4113585776977136,-1.4113585776977136,1.9039698783816752,0.1306918289301198,2.801726777429855,0.26986622383477354,0.06379504193293002,0.4913965627299935
25026,isoamyl_acetate,total,4,4.219554688622736,4.072262683249781,-4.072262683249781,9.405320705942763,4.3308829963106,10.693966574822793,4.519913332580315,2.0853233854619497,6.421290199397221
25026,ethyl_octanoate,retained,4,0.053647022130813314,0.046943003004356144,-0.046943003004356144,0.08922402694576242,0.04831552179107297,0.11793165090040372,0.040197302443017946,0.03433867314855566,0.042189936530985434
25026,ethyl_octanoate,condensate,4,0.02422623507027555,0.020584189035851772,-0.019440160284112565,0.03653306611259499,0.0036339454184960034,0.054454130439979154,0.013918745665553126,0.005922002921974424,0.019634072694134214
25026,ethyl_octanoate,total,4,0.06987039411993029,0.0663831632884687,-0.0663831632884687,0.118268064875,0.094650105,0.14466319991666668,0.05411604810857107,0.040260676070530084,0.061824009225119644
25027,ethyl_acetate,retained,4,6.84297889556664,6.552402612840498,-6.552402612840498,8.794571356873238,5.336846749184641,11.1618164337954,1.9181909015107443,1.7998414603761772,2.2419721819668608
25027,ethyl_acetate,condensate,4,0.025613382161338644,0.02091926751415086,0.02091926751415086,0.015535512689836883,0.0,0.02776109040767312,0.03364109962619419,0.004339259170092059,0.07088772742146988
25027,ethyl_acetate,total,4,6.819556877475519,6.531483345326346,-6.531483345326346,8.810106869563075,5.336846749184641,11.189577524203072,1.9518320011369386,1.8041807195462694,2.312859909388331
25027,isoamyl_acetate,retained,4,4.169174310410555,3.7651085240825375,-3.7651085240825375,8.170631513811227,2.28451271068262,8.672803756338288,2.923888028197775,0.5302092253639511,5.860160116553711
25027,isoamyl_acetate,condensate,4,0.49765977946248235,0.42507927577347276,-0.42507927577347276,0.6032543019407345,0.02577681808025032,1.1358376669309975,0.12330424875918973,0.003522689348373535,0.41767479893207277
25027,isoamyl_acetate,total,4,4.589346938945637,4.190187799856011,-4.190187799856011,8.868645058463766,2.3102895287628704,9.619122937845676,3.047192276956965,0.5337319147123246,6.2778349154857835
25027,ethyl_octanoate,retained,4,0.018900703336298782,0.014174927787304562,-0.012440619742803659,0.04857763752372976,0.036717791442644546,0.05632754292966551,0.039356222615863856,0.017883274943152633,0.04384241027367461
25027,ethyl_octanoate,condensate,4,0.019266443023142,0.01671041953203426,-0.01671041953203426,0.02917033391364389,0.0009132790159414889,0.03916457244533448,0.00737474589038709,0.0005413468782621776,0.01628600250139034
25027,ethyl_octanoate,total,4,0.02985338911826832,0.029151039274837923,-0.029151039274837923,0.06963946302083333,0.05384808729166667,0.09549211537499999,0.04673096850625094,0.01842462182141481,0.06012841277506495
25085,ethyl_acetate,retained,4,5.8826910730018955,5.414223402138895,-5.414223402138895,7.76018249848598,4.637696613970025,10.746080984054561,2.3391485840069626,2.1827400325404045,2.3862117858866374
25085,ethyl_acetate,condensate,4,0.045060291283386504,0.044262374171916766,0.044262374171916766,0.0038404653714965153,0.0,0.006335328995524845,0.05134986065138096,0.030573448224328843,0.057792586899094195
25085,ethyl_acetate,total,4,5.838929837950136,5.369961027966978,-5.369961027966978,7.764022963857476,4.637696613970025,10.752416313050086,2.390498444658343,2.213313480764733,2.4440043727857317
