,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
qEF,2066.286691811752,46.26233544928723,-1938.9561606154402,33.68540850001246,77.24530876612606,-1623.7200818228578,97.08101572525847,-1088.347965983614,336.2697289965844,1887.2767263446333,3311.5039044118303,-1040.9160264058935,-1134.7102094642366,-6.9112573980820685e-12,173.26138142983672,10.71190484888044,425.2000657262447,21.262783612370043,1215.896545401357,8.513873622693367,461.0126151452447
iG,-4464.3747517845695,-58.262860162844,4148.479046776539,-3.0318113929815285,-24.150558333125602,-2675.5426557466767,-1015.4927900666694,-1444.2776787319992,-382.1529146138818,-196.82724265096408,-1040.9160264058935,1165.5476791564552,2647.2376632171017,-4.877656192027013e-11,-47.898880689300206,-3.1995313857037933,-123.62929095098852,-6.3498512056831995,-354.0454797958596,-2.5548756880836505,-135.03818158030163
iE,-12599.747292826498,-142.96220854401633,11795.156899511623,-17.75335875050549,-20.46444373608643,-7629.110632650755,-3294.9906732387017,-4505.0414820085625,-896.1468594908968,-1659.4878146294807,-1134.7102094642366,2647.2376632171017,7690.15699285655,-1.2951228664832784e-10,-82.38500956075222,-7.16338707689121,-296.98337476936484,-14.354626065620394,-858.1503969089665,-5.765421396075984,-327.38645412462404
Kd0,2.3552743247271695e-10,3.4461276879230486e-12,-2.139477140796325e-10,-4.804842388189012e-13,-1.552849385871471e-13,1.917204807021727e-10,6.211761334179829e-11,1.1168303630186825e-10,1.4488645179927157e-11,-1.2889204678807151e-11,-6.9112573980820685e-12,-4.877656192027013e-11,-1.2951228664832784e-10,1.2617820705583041e-23,-3.9812439364845953e-13,4.0008207085593395e-14,1.4067762069239745e-12,6.898394967982704e-14,4.991221057032459e-12,4.556855439315485e-14,1.804331548750987e-12
m0,144.09456843180826,2.9582887320332882,-135.76607011998797,2.981667559133263,3.745741354327021,-134.4335846368668,22.802842555986032,-70.9587082453462,15.904840377379188,198.11492478224832,173.26138142983672,-47.898880689300206,-82.38500956075222,-3.9812439364845953e-13,11.061323474084388,0.7267842977299953,30.453978350275193,1.4482195781988687,87.47729389411005,0.5805000524669168,33.25838408763887
k_EA_growth,13.24218617822127,0.5052698954447342,-11.280261732831164,0.2595351646184583,0.24254594169620916,-8.514070298603118,2.8042261173786107,-3.8276401437013634,1.0206643704771503,16.386647312376272,10.71190484888044,-3.1995313857037933,-7.16338707689121,4.0008207085593395e-14,0.7267842977299953,0.9073510235197295,27.85178051773317,5.738028678427895e-14,2.778663722361642e-12,5.727921340699822e-14,4.525619817230775e-12
k_EA_stationary,512.4546362648678,15.060725626519108,-456.62537690462193,8.061137843106117,7.379776859176086,-348.92319856739346,109.83722843053586,-159.8593631921501,42.004356284382766,654.0752922959555,425.2000657262447,-123.62929095098852,-296.98337476936484,1.4067762069239745e-12,30.453978350275193,27.85178051773317,1118.4006448909186,1.2414756796217854e-12,-2.6138768418680775e-11,-5.684903799331625e-13,-1.0123353181659131e-11
k_IAA_growth,26.546436324785034,1.1132575220005072,-22.13965952606725,0.4809410069264174,0.44722804704889363,-16.85486801419891,5.585078025681891,-7.582170895760914,2.0354369951902216,32.4908916456295,21.262783612370043,-6.3498512056831995,-14.354626065620394,6.898394967982704e-14,1.4482195781988687,5.738028678427895e-14,1.2414756796217854e-12,1.2749218830272846,56.06055339480918,5.619378857967636e-14,1.3428641554847256e-12
k_IAA_stationary,1480.1620718892568,47.90213617536931,-1297.9182044810323,21.333171418353352,19.387348016656496,-993.5542109161136,315.8024327640267,-455.3060573863649,120.86823520220815,1869.0374557863615,1215.896545401357,-354.0454797958596,-858.1503969089665,4.991221057032459e-12,87.47729389411005,2.778663722361642e-12,-2.6138768418680775e-11,56.06055339480918,3241.4239157412894,2.904656908066574e-12,-3.1777277313692555e-12
k_EO_growth,10.674115327478631,0.44234744384551,-8.918613971817738,0.19272990131143464,0.17923601782858387,-6.704204110456108,2.2491645551813306,-3.013013665298701,0.8174852779766985,13.013123123019476,8.513873622693367,-2.5548756880836505,-5.765421396075984,4.556855439315485e-14,0.5805000524669168,5.727921340699822e-14,-5.684903799331625e-13,5.619378857967636e-14,2.904656908066574e-12,0.546051486491095,22.605834268276844
k_EO_stationary,564.5548856397157,17.9192479734403,-496.1566274709168,7.998689569712681,7.262169897423544,-373.73272435437343,120.69658582525115,-171.0919817324841,46.0776784915163,708.900688148141,461.0126151452447,-135.03818158030163,-327.38645412462404,1.804331548750987e-12,33.25838408763887,4.525619817230775e-12,-1.0123353181659131e-11,1.3428641554847256e-12,-3.1777277313692555e-12,22.605834268276844,1240.3348473419383
