,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
mu0,15143.703234976709,401.7571985300557,-14650.75257716191,80.23265739550351,54.18136771003216,8892.835768634752,2569.4833417919317,3644.264808552364,606.646086590752,2541.6206547652123,919.6443088713127,-2627.870238834616,-7019.719387250718,2.1092960001716906e-10,86.15817826267772,7.718385657092362,292.5273680790012,15.625094771624202,848.3007345407912,6.393793815601883,326.4119027577742
sN,401.7571985300557,19.01730365684349,-378.3263963708409,4.101620165692459,3.0460659197605784,204.40265457289337,65.29734816256693,77.79543351531835,15.159871613779341,119.73552213109826,43.775393278157416,-73.0293226311535,-174.53113734857362,7.780725335283725e-12,3.925674204773694,0.6543320903585799,21.275480750456204,1.4736402173903085,68.81337022804522,0.5951520329564828,26.06531272672322
qN,-14650.75257716191,-378.3263963708409,14201.12758852009,-79.86556369795727,-55.970153353337125,-8459.942734649296,-2484.839734639519,-3485.619172214842,-590.7474562997339,-2539.3785633079683,-947.1533663169034,2547.726542294943,6808.5694735323605,-2.0083446151696343e-10,-87.50110148322992,-7.40241153157338,-284.42499900714375,-14.776171938419097,-814.9484190696714,-6.053535278768411,-313.89270540377186
qXG,80.23265739550351,4.101620165692459,-79.86556369795727,4.238619547070333,1.4431392049040792,-50.970348532871725,15.572096920637733,-12.710918760609784,1.3394041851061576,125.64930796546199,22.4225257376914,-5.444909074062535,-34.746001184414574,1.1896168469154238e-12,3.105894449656989,0.29807854620673047,10.128732867760482,0.58910350873045,28.5929626250962,0.24035080966336897,10.926101100718618
qXF,54.18136771003216,3.0460659197605784,-55.970153353337125,1.4431392049040792,4.580100766893162,-33.18027870049081,2.15004394029383,-16.173782382522923,5.931058432111558,43.08744190127194,63.56791421886576,-28.406621384354608,-23.540096122600737,8.981121272133482e-13,3.5982498878850833,0.2845067208516675,9.593573831635,0.5617108712760954,27.04596657049281,0.22915669625611101,10.331625931514612
betaG0,8892.835768634752,204.40265457289337,-8459.942734649296,-50.970348532871725,-33.18027870049081,8646.116628163074,1517.7600024362343,3299.465785427327,360.4347929252089,-1696.3879592474768,-532.9645682630135,-1615.216033667149,-4132.678146280139,1.3533055384826145e-10,-54.188924862069776,-4.093692862381066,-160.95244917642538,-8.184141644308317,-460.1719352628834,-3.3085158140749833,-174.5018406891869
sG,2569.4833417919317,65.29734816256693,-2484.839734639519,15.572096920637733,2.15004394029383,1517.7600024362343,461.65286579591236,647.081560344791,93.31128723035489,509.15593275047894,46.73343979709172,-396.1708966895885,-1210.139374892599,3.375010162600394e-11,10.989240795456354,1.1001852550513338,42.57749982352619,2.2204919689784104,123.18450194514159,0.9088986383216102,47.424728704034834
betaF0,3644.264808552364,77.79543351531835,-3485.619172214842,-12.710918760609784,-16.173782382522923,3299.465785427327,647.081560344791,1309.8869219212108,139.56241573695712,-430.8724913474297,-260.724895002326,-603.797938408667,-1722.0946867686207,4.991296931333795e-11,-19.673498090290316,-1.315621700795905,-53.23449413689587,-2.6365850487238722,-152.63703208147342,-1.0687258140713671,-58.08539430798724
sF,606.646086590752,15.159871613779341,-590.7474562997339,1.3394041851061576,5.931058432111558,360.4347929252089,93.31128723035489,139.56241573695712,31.79768473910192,42.10647125992299,98.21376897159823,-136.30797652761484,-287.9227288644337,7.89592691120994e-12,5.30722478206265,0.36574457159932805,14.575136559011623,0.7380761311020227,42.15452947198699,0.3015631904711553,16.199784033494204
qEG,2541.6206547652123,119.73552213109826,-2539.3785633079683,125.64930796546199,43.08744190127194,-1696.3879592474768,509.15593275047894,-430.8724913474297,42.10647125992299,4003.2790073320652,726.5269291966925,-161.666936145768,-1134.82911829169,3.4260350191039904e-11,102.01218261811137,9.254075605749819,346.0669282867243,18.576284944848897,994.4203842557872,7.575365959724408,380.7062511509786
qEF,919.6443088713127,43.775393278157416,-947.1533663169034,22.4225257376914,63.56791421886576,-532.9645682630135,46.73343979709172,-260.724895002326,98.21376897159823,726.5269291966925,1012.1306168591308,-437.6093091805328,-417.7597363553639,1.392703610200386e-11,59.50676849075357,4.18240532476817,162.64283518194208,8.413411510459753,468.55016284854673,3.431645991774853,179.55687919526605
iG,-2627.870238834616,-73.0293226311535,2547.726542294943,-5.444909074062535,-28.406621384354608,-1615.216033667149,-396.1708966895885,-603.797938408667,-136.30797652761484,-161.666936145768,-437.6093091805328,606.0494023561565,1221.4254390787955,-3.86167549193041e-11,-22.891061079455824,-1.696603423004039,-62.871594855834985,-3.415361054054677,-181.31849244204648,-1.3979989426931603,-69.74516821384796
iE,-7019.719387250718,-174.53113734857362,6808.5694735323605,-34.746001184414574,-23.540096122600737,-4132.678146280139,-1210.139374892599,-1722.0946867686207,-287.9227288644337,-1134.82911829169,-417.7597363553639,1221.4254390787955,3320.9862707896104,-9.127462309041788e-11,-39.19324837241195,-3.3450766486121726,-132.15885950641336,-6.76188430910249,-382.8306555455205,-2.7645423012823716,-147.24289589728576
Kd0,2.1092960001716906e-10,7.780725335283725e-12,-2.0083446151696343e-10,1.1896168469154238e-12,8.981121272133482e-13,1.3533055384826145e-10,3.375010162600394e-11,4.991296931333795e-11,7.89592691120994e-12,3.4260350191039904e-11,1.392703610200386e-11,-3.86167549193041e-11,-9.127462309041788e-11,8.214206619172826e-24,1.1743059426460444e-12,2.0970256724037723e-13,6.5021618568646355e-12,4.56662152878605e-13,1.9795000298948432e-11,1.7651682167915537e-13,7.473930245181033e-12
m0,86.15817826267772,3.925674204773694,-87.50110148322992,3.105894449656989,3.5982498878850833,-54.188924862069776,10.989240795456354,-19.673498090290316,5.30722478206265,102.01218261811137,59.50676849075357,-22.891061079455824,-39.19324837241195,1.1743059426460444e-12,4.538640157362547,0.34396845917258767,13.567967834508,0.6925852218014776,39.12841611513477,0.28252381755109623,15.000901813040059
