,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
mu0,88312.41867204051,851.9825285745895,-68804.26863470425,318.88406893224266,-541.0299315589197,49307.8303255155,11779.356190437213,10470.732389408084,4553.232440539844,10507.196496076234,-1454.4135398036894,-6759.647881371081,-43460.03687635478,-2786.392471848504,413.3060416767678,92.3305008980044,1336.6376324646956,189.0493845790939,3960.7586115974627,77.70924382138502,1547.448338087387
sN,851.9825285745895,16.763286606680825,-492.5701214338318,6.772272623109692,-2.093444949668066,310.10698354305424,88.50552123733176,50.73949688370162,36.281592142425694,204.58707023717864,19.204739479496112,-56.733265125737816,-336.05025987310455,-15.333615280272483,9.331042028409176,2.9239170960416048,36.17334194265019,6.623703186297086,119.21141655666591,2.6559861141609473,45.175669550227035
qN,-68804.26863470425,-492.5701214338318,58060.05024374289,-236.60265567381526,432.4283225483321,-39359.18376298296,-9754.274148060122,-8636.731641193453,-3770.65043109778,-8519.024257724697,1139.2592075646032,5518.719656127864,35885.67516894197,2454.0171278585367,-344.063992290629,-61.76499913420113,-1000.4790043795591,-121.0091120874556,-2855.0126634511635,-50.0734917894863,-1122.1624818093014
qXG,318.88406893224266,6.772272623109692,-236.60265567381526,29.946448127117694,9.193781231229728,-535.9867699337676,35.394231513933065,-106.0541801568959,-7.7553219967395135,770.705864720257,89.98480857367119,12.953837317377598,-106.65714943305362,-1.1171060979394594,34.08811369281423,2.7703063319748775,34.553193334069675,4.825084105271225,85.39826208638341,1.9256503827177793,31.646611354372084
qXF,-541.0299315589197,-2.093444949668066,432.4283225483321,9.193781231229728,24.804101376031582,-723.8412087112179,-94.03478259834485,-189.72956185342244,-5.447745389309979,256.2578153094982,178.38391538520924,2.4785503453434994,297.98040926780794,19.0847908960223,17.1394306034736,1.7037151599882943,18.35792143547984,2.676835908284114,38.37518212444863,1.051065976065018,13.49139997443093
betaG0,49307.8303255155,310.10698354305424,-39359.18376298296,-535.9867699337676,-723.8412087112179,51953.05932323763,6935.337611022027,11214.503233921449,2958.685041679828,-16819.055699623405,-5350.926208460318,-4444.403067814606,-25913.283740925504,-1603.5000366903666,-901.4903001443489,-58.37480905260893,-991.0269531346995,-113.19974128254813,-2764.2891146678558,-44.39277242391934,-1023.648354705005
sG,11779.356190437213,88.50552123733176,-9754.274148060122,35.394231513933065,-94.03478259834485,6935.337611022027,1749.4909977440473,1645.550147840408,595.0728646286732,1395.3778627758347,-456.44352054574324,-854.4034047413755,-6246.359822894614,-457.6879802460025,46.08912263260576,9.371690629452932,154.20253448175308,19.07737064794263,455.2712793748882,7.905821091937023,179.5185583072108
betaF0,10470.732389408084,50.73949688370162,-8636.731641193453,-106.0541801568959,-189.72956185342244,11214.503233921449,1645.550147840408,2717.4922542544937,520.781053065853,-3440.743990778738,-1666.9326833461228,-749.0191701500695,-5772.322367446408,-423.4564353057892,-211.0926551789017,-15.98295194200343,-276.4395590391397,-31.261884072014237,-778.4722428225668,-12.411579468994754,-292.2523697837648
sF,4553.232440539844,36.281592142425694,-3770.65043109778,-7.7553219967395135,-5.447745389309979,2958.685041679828,595.0728646286732,520.781053065853,379.8078880747385,-104.97425000834079,233.9549085550234,-564.2194598439687,-2423.777002773101,-179.7367058650485,9.435930095072152,5.8361744203304475,94.64024851383088,11.73528187246088,275.6534611152094,4.820989888422092,107.56352189582401
qEG,10507.196496076234,204.58707023717864,-8519.024257724697,770.705864720257,256.2578153094982,-16819.055699623405,1395.3778627758347,-3440.743990778738,-104.97425000834079,24263.304292256515,3217.285412256684,217.77539887522684,-4277.758266186116,-214.7124780969334,1143.175689368489,103.8249347617918,1651.2477014870733,203.47058036665572,4671.535673243466,81.93081459476568,1778.4672333575074
qEF,-1454.4135398036894,19.204739479496112,1139.2592075646032,89.98480857367119,178.38391538520924,-5350.926208460318,-456.44352054574324,-1666.9326833461228,233.9549085550234,3217.285412256684,2128.7089281212634,-373.7074376352336,939.4469485078114,63.29048305701582,229.36997035860364,27.042297668581764,459.8132871248038,53.39828351878395,1311.181046922762,21.535938622644633,500.7447512827413
iG,-6759.647881371081,-56.733265125737816,5518.719656127864,12.953837317377598,2.4785503453434994,-4444.403067814606,-854.4034047413755,-749.0191701500695,-564.2194598439687,217.77539887522684,-373.7074376352336,852.4808690322546,3526.7687818851746,237.29829517756698,-11.953763053883229,-8.405853705015796,-130.12270107623624,-16.631689459142695,-373.8060182980166,-6.848160896404046,-146.06984006564824
iE,-43460.03687635478,-336.05025987310455,35885.67516894197,-106.65714943305362,297.98040926780794,-25913.283740925504,-6246.359822894614,-5772.322367446408,-2423.777002773101,-4277.758266186116,939.4469485078114,3526.7687818851746,22905.657503453276,1607.1163025119502,-165.3787216964864,-39.1081807824598,-632.9408737706068,-79.71010483343755,-1867.5496759198618,-32.915749448333656,-733.6225954352683
Kd0,-2786.392471848504,-15.333615280272483,2454.0171278585367,-1.1171060979394594,19.0847908960223,-1603.5000366903666,-457.6879802460025,-423.4564353057892,-179.7367058650485,-214.7124780969334,63.29048305701582,237.29829517756698,1607.1163025119502,234.5061336532777,-9.975919746767214,-2.8180199786620657,-58.25779072692923,-5.846597018680235,-174.26428474234567,-2.425794166041715,-68.73386649201854
m0,413.3060416767678,9.331042028409176,-344.063992290629,34.08811369281423,17.1394306034736,-901.4903001443489,46.08912263260576,-211.0926551789017,9.435930095072152,1143.175689368489,229.36997035860364,-11.953763053883229,-165.3787216964864,-9.975919746767214,58.176262357592364,5.517501480897568,93.65801867132035,10.979944639585502,268.81400254834716,4.434529150430996,102.86138544789247
k_EA_growth,92.3305008980044,2.9239170960416048,-61.76499913420113,2.7703063319748775,1.7037151599882943,-58.37480905260893,9.371690629452932,-15.98295194200343,5.8361744203304475,103.8249347617918,27.042297668581764,-8.405853705015796,-39.1081807824598,-2.8180199786620657,5.517501480897568,11.42265974310738,141.42946309783468,-1.1488608324596857e-07,-1.026642541817827e-06,-2.0148811461619543e-08,-3.9710572553750936e-07
k_EA_stationary,1336.6376324646956,36.17334194265019,-1000.4790043795591,34.553193334069675,18.35792143547984,-991.0269531346995,154.20253448175308,-276.4395590391397,94.64024851383088,1651.2477014870733,459.8132871248038,-130.12270107623624,-632.9408737706068,-58.25779072692923,93.65801867132035,141.42946309783468,2340.64871856311,-1.510472569787191e-06,-1.18280476927146e-05,-2.3172956390033888e-07,-4.447931845101631e-06
k_IAA_growth,189.0493845790939,6.623703186297086,-121.0091120874556,4.825084105271225,2.676835908284114,-113.19974128254813,19.07737064794263,-31.261884072014237,11.73528187246088,203.47058036665572,53.39828351878395,-16.631689459142695,-79.71010483343755,-5.846597018680235,10.979944639585502,-1.1488608324596857e-07,-1.510472569787191e-06,16.19112901794253,288.07446150414387,-6.335100119017564e-08,-1.0918009643752428e-06
k_IAA_stationary,3960.7586115974627,119.21141655666591,-2855.0126634511635,85.39826208638341,38.37518212444863,-2764.2891146678558,455.2712793748882,-778.4722428225668,275.6534611152094,4671.535673243466,1311.181046922762,-373.8060182980166,-1867.5496759198618,-174.26428474234567,268.81400254834716,-1.026642541817827e-06,-1.18280476927146e-05,288.07446150414387,6869.463506673577,-1.4396081416837013e-07,1.4017819677391689e-11
