,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
mu0,61410.36584342386,569.8614301228945,-52149.149967375764,252.5409287147165,146.6638331489707,32444.17652506166,10816.477010777875,14068.394909148825,3146.5451772041797,8807.584190625132,3779.7323986036704,-9979.94996021771,-40858.13137518162,-4938.44638103247,480.57213449282006,65.93347927324464,1273.274158568444,136.30799895022335,3783.099226153341,56.623541944135376,1484.7326967281
sN,569.8614301228945,9.239506822456855,-431.08695440541396,4.399919016586358,3.018849308948712,218.02786946677932,88.82968721653337,90.78002616774016,25.793630614573132,147.43957017540757,67.61105233433396,-90.8544352865443,-340.6502723729112,-30.426861782762597,8.086131127041348,1.8389305249472245,30.119695589955043,4.184233809207898,99.1802095394156,1.7019691034967548,38.01248569176933
qN,-52149.149967375764,-431.08695440541396,45218.79878867682,-212.19039860018358,-131.53325547827407,-27468.637351237623,-9328.053083257724,-12014.090324975243,-2750.9108127462005,-7618.276318697799,-3380.7923701432205,8567.323739266492,35295.26619638972,4469.583756893009,-425.92666322101996,-48.32437172849291,-1003.011726469537,-95.9998009562779,-2879.6129756204355,-40.171576404290924,-1137.1200487050216
qXG,252.5409287147165,4.399919016586358,-212.19039860018358,16.425128760583632,6.715928042174841,-308.554884110131,44.70214096051725,-105.43421849714684,5.2149093673380875,493.82688006568156,134.24853956063217,-15.734300320586884,-141.60052476069887,-13.586269385806663,21.64201103712963,1.8146199694246667,31.54950192625575,3.232049310640053,80.17301432074052,1.3320478316603397,30.952955785917055
qXF,146.6638331489707,3.018849308948712,-131.53325547827407,6.715928042174841,18.94366608160944,-235.71927460980893,-12.91537951227405,-122.16686567450921,27.365337311279518,190.76271953153108,292.2081586971996,-98.08510912395404,-74.7766461571378,-9.07035996233811,22.659747066094816,1.553259647949982,26.0576795029542,2.7019751853538074,64.19264074078563,1.1135484176085264,24.74371055686525
betaG0,32444.17652506166,218.02786946677932,-27468.637351237623,-308.554884110131,-235.71927460980893,35305.5043122819,6028.550991828267,14583.449933520973,1678.674815402252,-12193.922180700149,-4955.634040980912,-5411.013413404856,-22477.97737705727,-2516.8937962177124,-665.1237052650927,-48.13285010984409,-1092.2487369272599,-96.56958350586527,-3144.4931395561516,-39.31558728067121,-1206.9028621244056
sG,10816.477010777875,88.82968721653337,-9328.053083257724,44.70214096051725,-12.91537951227405,6028.550991828267,2112.1800040473618,2779.9857422647897,505.94173951876394,1786.3387777288417,-27.222269252554717,-1517.373035079084,-7486.012951312916,-1049.2241966237982,51.292122400224116,8.701415902441251,180.35925452520144,17.849724256110072,533.3586592459847,7.481134220914328,211.3087794517403
betaF0,14068.394909148825,90.78002616774016,-12014.090324975243,-105.43421849714684,-122.16686567450921,14583.449933520973,2779.9857422647897,6219.293615776965,664.5748262653317,-4129.945111777848,-2499.5205584340893,-2072.942277776083,-9885.635557570531,-1225.098855886992,-276.46965733957853,-18.33880081257307,-425.12339247586385,-36.81278130377805,-1224.0872548361835,-14.982470222844725,-469.6984739274494
sF,3146.5451772041797,25.793630614573132,-2750.9108127462005,5.2149093673380875,27.365337311279518,1678.674815402252,505.94173951876394,664.5748262653317,231.1226713358648,152.61369073176283,596.1635131886924,-696.5863318778928,-2198.7216483224356,-352.05920704015915,41.46180012480041,3.7745417614871353,83.1008773016513,7.754863926260916,245.69553808787794,3.2374000820573254,96.87307140209508
qEG,8807.584190625132,147.43957017540757,-7618.276318697799,493.82688006568156,190.76271953153108,-12193.922180700149,1786.3387777288417,-4129.945111777848,152.61369073176283,18878.824777883216,4832.954870696947,-352.878779993851,-5342.032052626268,-781.1810808026707,847.9645480615876,80.00907619122692,1706.3359290618228,160.87264416006053,4931.069225333282,66.25409893245164,1914.2525594686383
qEF,3779.7323986036704,67.61105233433396,-3380.7923701432205,134.24853956063217,292.2081586971996,-4955.634040980912,-27.222269252554717,-2499.5205584340893,596.1635131886924,4832.954870696947,5904.065620429703,-1909.050711487304,-2234.646616844383,-412.6384163540055,504.05155419460266,39.64285306716549,862.7050664288909,80.07984627336978,2503.7967357723373,32.99988726299182,972.8489715212098
iG,-9979.94996021771,-90.8544352865443,8567.323739266492,-15.734300320586884,-98.08510912395404,-5411.013413404856,-1517.373035079084,-2072.942277776083,-696.5863318778928,-352.878779993851,-1909.050711487304,2234.099876066602,6713.849805499819,851.2271073327565,-125.66011267788392,-11.810530999522362,-236.7684767561774,-23.853845630999558,-688.6971573620149,-9.929749545859096,-270.62376448027055
iE,-40858.13137518162,-340.6502723729112,35295.26619638972,-141.60052476069887,-74.7766461571378,-22477.97737705727,-7486.012951312916,-9885.635557570531,-2198.7216483224356,-5342.032052626268,-2234.646616844383,6713.849805499819,28150.624062335082,3856.9527360428824,-294.2027932631605,-37.96229105414223,-791.0929439569259,-77.93236101034373,-2338.1201190199517,-32.55869350338567,-922.9344272573835
Kd0,-4938.44638103247,-30.426861782762597,4469.583756893009,-13.586269385806663,-9.07035996233811,-2516.8937962177124,-1049.2241966237982,-1225.098855886992,-352.05920704015915,-781.1810808026707,-412.6384163540055,851.2271073327565,3856.9527360428824,1208.6980566939592,-54.225266206336684,-5.678709544914125,-151.0437973234883,-11.981090521663678,-456.7777516038155,-5.06900432072027,-182.3362714043409
m0,480.57213449282006,8.086131127041348,-425.92666322101996,21.64201103712963,22.659747066094816,-665.1237052650927,51.292122400224116,-276.46965733957853,41.46180012480041,847.9645480615876,504.05155419460266,-125.66011267788392,-294.2027932631605,-54.225266206336684,56.35142866274958,4.714817422545938,105.76878794569481,9.571030045709975,308.326751778709,3.9483393539886276,119.95874226596078
k_EA_growth,65.93347927324464,1.8389305249472245,-48.32437172849291,1.8146199694246667,1.553259647949982,-48.13285010984409,8.701415902441251,-18.33880081257307,3.7745417614871353,80.00907619122692,39.64285306716549,-11.810530999522362,-37.96229105414223,-5.678709544914125,4.714817422545938,7.096045842364852,122.85103625272279,-2.056531315661194e-07,-2.1478525336856985e-06,-3.2977260058903844e-08,-1.0789502905895166e-06
k_EA_stationary,1273.274158568444,30.119695589955043,-1003.011726469537,31.54950192625575,26.0576795029542,-1092.2487369272599,180.35925452520144,-425.12339247586385,83.1008773016513,1706.3359290618228,862.7050664288909,-236.7684767561774,-791.0929439569259,-151.0437973234883,105.76878794569481,122.85103625272279,2673.6215089994994,-3.064407422096176e-06,2.3693001321795526e-12,1.1666603885557616e-12,-7.971171681806422e-13
k_IAA_growth,136.30799895022335,4.184233809207898,-95.9998009562779,3.232049310640053,2.7019751853538074,-96.56958350586527,17.849724256110072,-36.81278130377805,7.754863926260916,160.87264416006053,80.07984627336978,-23.853845630999558,-77.93236101034373,-11.981090521663678,9.571030045709975,-2.056531315661194e-07,-3.064407422096176e-06,10.191306271400382,253.2693050206418,-2.6908354653945164e-07,-1.3801124541310588e-12
k_IAA_stationary,3783.099226153341,99.1802095394156,-2879.6129756204355,80.17301432074052,64.19264074078563,-3144.4931395561516,533.3586592459847,-1224.0872548361835,245.69553808787794,4931.069225333282,2503.7967357723373,-688.6971573620149,-2338.1201190199517,-456.7777516038155,308.326751778709,-2.1478525336856985e-06,2.3693001321795526e-12,253.2693050206418,7908.4285126904815,-8.112938637104412e-06,8.154956736190687e-12
k_EO_growth,56.623541944135376,1.7019691034967548,-40.171576404290924,1.3320478316603397,1.1135484176085264,-39.31558728067121,7.481134220914328,-14.982470222844725,3.2374000820573254,66.25409893245164,32.99988726299182,-9.929749545859096,-32.55869350338567,-5.06900432072027,3.9483393539886276,-3.2977260058903844e-08,1.1666603885557616e-12,-2.6908354653945164e-07,-8.112938637104412e-06,4.483665681640154,105.11977380798876
k_EO_stationary,1484.7326967281,38.01248569176933,-1137.1200487050216,30.952955785917055,24.74371055686525,-1206.9028621244056,211.3087794517403,-469.6984739274494,96.87307140209508,1914.2525594686383,972.8489715212098,-270.62376448027055,-922.9344272573835,-182.3362714043409,119.95874226596078,-1.0789502905895166e-06,-7.971171681806422e-13,-1.3801124541310588e-12,8.154956736190687e-12,105.11977380798876,3098.8873485424656
