parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.1588596435299433,0.05,1.0,0.14297367917694898,0.17474560788293766,0.03177192870598869,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qN,0.0135461564473934,0.0005,1.0,0.01219154080265406,0.014900772092132742,0.002709231289478682,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaG0,0.4095806760221449,0.1,10.0,0.3686226084199304,0.4505387436243594,0.08191613520442903,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaF0,0.3094211654202908,0.1,10.0,0.27847904887826175,0.3403632819623199,0.06188423308405816,-0.09999999999999987,0.10000000000000009,central_clipped,286,0,True,
qEG,0.515830386740921,0.01,100.0,0.4642473480668289,0.5674134254150132,0.10316607734818428,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEF,0.5792278945042094,0.01,100.0,0.5213051050537885,0.6371506839546304,0.1158455789008419,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
