batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,27.40232112032256,-5.493844785467556,5.620819827944038e-15,0.0,0.0,0.0,1.1774615158583486e-13
25026,X,36.0,36.00357355016597,-425.14519897896844,0.0,-1.566475311922205e-14,8.642134981599782e-15,-8.84184782936279e-15,-2.354923031716697e-13
25026,X,42.0,36.00351953450666,-425.14597557013343,0.0,0.0,1.7284269963199564e-14,8.84184782936279e-15,-2.354923031716697e-13
25026,X,60.0,50.91180711359938,-601.1895815928931,0.0,0.0,0.0,0.0,-4.709846063433394e-13
25026,X,84.0,50.911808443980355,-601.1898700077523,0.0,-3.13295062384441e-14,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-83.74348566088827,-1052.0362857748464,-5.3136075737809546e-14,0.0,4.0848946681735845e-14,0.0,0.0
25026,N,36.0,-0.00042160238493735785,-0.0042673979045400314,3.212396588542963e-15,4.870712353280673e-15,1.2660892173351432e-19,-2.0815238377988055e-16,4.8353175678890104e-14
25026,N,42.0,-4.137757240375952e-06,-3.969235550794925e-05,-1.890932035613344e-15,-2.8721405034741597e-15,-7.791318260523957e-20,1.2287865949131101e-16,-2.8302265496437506e-14
25026,N,60.0,-8.32742696349242e-05,-0.0007766490763306567,-1.5202353211729875e-19,-7.061280417642896e-20,-1.9478295651309893e-20,1.9928423530864583e-19,-4.246162518453576e-18
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-8.263448258993801,1.5339842583106365,0.5817254671242762,0.04726689022203652,-2.324044970053949,-0.0003603051364817371,-0.45729555632223584
25026,G,36.0,-33.673653940498276,277.821371582703,4.751492811677966,0.9277724627658843,-12.195361344459503,-0.019001421670149763,-8.180836655640384
25026,G,42.0,-37.120933417807514,329.5518220175947,5.8087513610111055,1.1937196746099734,-14.11479469795644,-0.028554838978409384,-10.354747485403207
25026,G,60.0,-46.76559747913437,486.7406376161704,9.416306489684045,2.1510334752431675,-19.438870635089895,-0.08951076617907656,-17.21967494482453
25026,G,84.0,-48.284692005887564,528.806411831797,12.031450043680953,2.9099914161057403,-21.363923839237632,-0.21376180368085432,-20.597602659391402
25026,G,90.0,-46.59500834886937,513.2940956118794,12.185503252026024,2.9767797102216105,-20.863264855288094,-0.25057353123212855,-20.467932976244306
25026,G,108.0,-37.373032819692035,416.96978239870464,11.33873878732615,2.8774350689455623,-17.443638990239688,-0.36335457792797093,-17.918789996905446
25026,G,114.0,-33.52171950617433,374.93208399887936,10.61955937805106,2.733673498972108,-15.84314607941419,-0.39879923988135235,-16.226905769647892
25026,G,132.0,-22.320622417900733,250.78083516259645,7.890437707999424,2.165256018063609,-10.94596866177795,-0.4875412627706053,-10.513235754756895
25026,G,138.0,-19.05161671582539,214.29514437511165,6.9358951260059,1.962103040379462,-9.443577291604093,-0.5122577696065393,-8.655544554845605
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-4.227772180668045,0.9424724352886192,0.04773411490790896,0.22830653826029831,-0.021925086291952556,-0.9782585950568488,14.64546150462907
25026,F,36.0,-18.879987452275717,173.8462449524082,1.1206935246706364,1.9353166927977332,-0.7292861010264996,-6.044024993651145,78.45828763354832
25026,F,42.0,-22.003791277049963,213.35850851061065,1.5209444578495677,2.437713940092687,-1.0458737812197034,-7.252457752860554,91.29502928698791
25026,F,60.0,-35.132006913124684,389.9122116577469,3.4323649509894043,4.681848512582658,-2.79279306630382,-11.762022306971957,129.55429597103534
25026,F,84.0,-51.02483126275373,584.4736280683755,6.388314137992867,7.938317259223037,-5.87049329658443,-16.767437380431353,153.95919883342242
25026,F,90.0,-54.43187303735605,626.0086178242396,7.145857465078395,8.858429476450903,-6.6760988124955505,-17.83548727694868,154.7134866469001
25026,F,108.0,-60.73877494244497,705.7269211181825,9.249914135835771,11.546611104945683,-8.712605859705018,-20.05147990466256,144.4959539646124
25026,F,114.0,-61.251209991010796,713.1265180899401,9.724383590737895,12.302794536168843,-9.132628714319006,-20.32455653672223,137.35476069275094
25026,F,132.0,-57.363785364579066,668.8391560973494,10.18225599246196,13.536785625356828,-9.418767440690926,-19.413547540231875,108.94534272976081
