,candidate,theta_hat,reference_prior_median,posterior_median_laplace,posterior_log_sd,posterior_95_lower,posterior_95_upper,posterior_var_over_weak_prior_var,l2_prior_precision,data_dominated_vs_weak_prior
mu0,plus_iG_unregularized,0.1568304913955837,0.158858848524967,0.1567918473492319,0.028354781344868123,0.14831579361024483,0.16575229648022285,0.0008039936251152813,0.0,True
qN,plus_iG_unregularized,0.0134153553148961,0.0135460719053021,0.013420320032480327,0.026605563545086995,0.012738425738962968,0.01413871646818228,0.0007078560115516621,0.0,True
betaG0,plus_iG_unregularized,0.3950395346620634,0.4095834574103576,0.39635727514926494,0.058673752988534916,0.35329925957511144,0.4446629459475299,0.0034426092897596097,0.0,True
betaF0,plus_iG_unregularized,0.2834958243326065,0.3094143987288918,0.28468970246824227,0.08366516341091286,0.24163204735012253,0.3354200222208861,0.006999859568574751,0.0,True
qEG,plus_iG_unregularized,0.5138651627122065,0.5158266422872246,0.5147076903717199,0.03939124040637221,0.4764640702626073,0.5560209532311118,0.0015516698207526105,0.0,True
qEF,plus_iG_unregularized,0.5022583722548266,0.5792246536797445,0.5057192056323486,0.08237141332516643,0.43032193540917774,0.5943269303765061,0.006785049733185405,0.0,True
iG,plus_iG_unregularized,0.0188579076202898,0.0270361608651571,0.01921236935480106,0.20755716348632608,0.012791006008967416,0.02885739682762422,0.043079976114489486,0.0,True
