batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,qXG,qXF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,13.521598244331313,-2.6025969563639006,-5.556952614790311e-15,0.0,0.0,-2.1347956658571115e-15,1.4704657464938686e-14,0.0,-5.498963712623854e-14
25026,X,36.0,18.144122264534875,-213.94698793995582,-5.556952614790311e-15,0.0,-4.245248422818163e-15,4.269591331714223e-15,0.0,-2.4239810758063525e-14,0.0
25026,X,42.0,18.14409116903711,-213.94743119467543,-5.556952614790311e-15,0.0,-4.245248422818163e-15,0.0,2.940931492987737e-14,0.0,-1.0997927425247708e-13
25026,X,60.0,25.65717144969624,-302.538359445727,0.0,0.0,0.0,0.0,0.0,-4.847962151612705e-14,0.0
25026,X,84.0,25.657171965127116,-302.5385067973212,-1.1113905229580623e-14,0.0,8.490496845636327e-15,0.0,5.881862985975475e-14,-4.847962151612705e-14,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-0.5440897511903813,-6.9097231766607035,0.0,0.0,0.0,2.6684945823213893e-16,0.0,0.0,0.0
25026,N,36.0,-3.2085831829145832e-06,-3.2330762132915334e-05,1.164238956033465e-19,5.563078876271549e-18,5.060730484507279e-22,0.0,2.629397654224399e-21,-1.011363716759948e-20,1.3110551148948322e-20
25026,N,42.0,-3.1480810778637804e-08,-3.474216881588486e-07,-4.8937782575802116e-20,-2.3761440076528137e-18,1.2651826211268197e-22,6.362186866572831e-23,-2.191164711853666e-21,3.2508119467284043e-21,6.555275574474161e-21
25026,N,60.0,-5.780774573640804e-07,-5.3337501461754865e-06,-3.312201866382546e-22,0.0,0.0,-1.2724373733145663e-22,-2.629397654224399e-21,7.224026548285343e-21,-1.9665826723422484e-20
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-28.48992785452374,4.730487469461108,2.111309823441108,0.16353851445120576,-8.328038726657176,-0.001224657472448124,-7.086478062822681,-0.0023849625169339124,-1.5544089048926049
25026,G,36.0,-124.7050994649278,972.2189448524342,17.29390926040395,3.2452500895722247,-43.89806545596588,-0.06498767791995758,-16.925765216533716,-0.08015931080977914,-28.250630086704515
25026,G,42.0,-137.45301266531317,1165.0265697699556,21.153160467583035,4.179977673391531,-50.82337733684549,-0.09778061869299261,-16.55560766591415,-0.10546837357473209,-35.81209968303105
25026,G,60.0,-173.18630818807384,1733.7526731312787,34.304135530624,7.558075385506127,-70.05973735429023,-0.3069989668696488,-21.525153257102627,-0.24856588305617827,-59.88644598395057
25026,G,84.0,-178.50046093808461,1900.455561162152,43.77489936111477,10.239016125798985,-76.91770170085732,-0.7337219192667895,-17.045266067548628,-0.43007082622225806,-71.89475984576427
25026,G,90.0,-172.11509673932287,1846.0706732731835,44.303176690087845,10.474910007834842,-75.06612383271444,-0.9058456243284543,-15.630447243167739,-0.46569777909027965,-71.44371504074756
