parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.150517461172223,0.05,1.0,0.1354657150550007,0.16556920728944532,0.030103492234444612,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qN,0.0130038231038413,0.0005,1.0,0.01170344079345717,0.01430420541422543,0.00260076462076826,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaG0,0.395069962840809,0.1,10.0,0.3555629665567281,0.4345769591248899,0.07901399256816183,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaF0,0.2872718566560797,0.1,10.0,0.25854467099047174,0.3159990423216877,0.05745437133121595,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEG,0.539325344642944,0.01,100.0,0.4853928101786496,0.5932578791072385,0.10786506892858888,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEF,0.517296867156859,0.01,100.0,0.46556718044117307,0.5690265538725449,0.10345937343137179,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qXG,0.005,0.005,10.0,0.005,0.0055000000000000005,0.0005000000000000004,0.0,0.10000000000000009,central_clipped,286,0,True,
qXF,0.005,0.005,10.0,0.005,0.0055000000000000005,0.0005000000000000004,0.0,0.10000000000000009,central_clipped,286,0,True,
iG,0.0174100915417625,0.001,0.1,0.01566908238758625,0.01915110069593875,0.0034820183083524997,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
