parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.155377808467777,0.05,1.0,0.13984002762099929,0.1709155893145547,0.03107556169355541,-0.10000000000000009,0.10000000000000009,central_clipped,286,0,True,
qN,0.0133101185299815,0.0005,1.0,0.011979106676983351,0.014641130382979652,0.002662023705996301,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaG0,0.3995798062665501,0.1,10.0,0.3596218256398951,0.43953778689320516,0.07991596125331007,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaF0,0.2889247532908035,0.1,10.0,0.2600322779617232,0.31781722861988393,0.05778495065816075,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEG,0.5230426651395569,0.01,100.0,0.4707383986256012,0.5753469316535126,0.1046085330279114,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEF,0.5200605577299623,0.01,100.0,0.4680545019569661,0.5720666135029586,0.10401211154599255,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qXG,0.0755014543706534,0.005,10.0,0.06795130893358807,0.08305159980771876,0.015100290874130687,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qXF,0.0916032749352908,0.005,10.0,0.08244294744176173,0.10076360242881989,0.018320654987058163,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
iG,0.0201896772309379,0.001,0.1,0.01817070950784411,0.022208644954031694,0.004037935446187583,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
