batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,qXG,qXF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,27.043196488662627,-5.205193912727801,-1.1113905229580623e-14,0.0,0.0,-4.269591331714223e-15,2.940931492987737e-14,0.0,-1.0997927425247708e-13
25026,X,36.0,36.28824452906975,-427.89397587991164,-1.1113905229580623e-14,0.0,-8.490496845636327e-15,8.539182663428446e-15,0.0,-4.847962151612705e-14,0.0
25026,X,42.0,36.28818233807422,-427.89486238935086,-1.1113905229580623e-14,0.0,-8.490496845636327e-15,0.0,5.881862985975475e-14,0.0,-2.1995854850495417e-13
25026,X,60.0,51.31434289939248,-605.076718891454,0.0,0.0,0.0,0.0,0.0,-9.69592430322541e-14,0.0
25026,X,84.0,51.31434393025423,-605.0770135946424,-2.2227810459161245e-14,0.0,1.6980993691272654e-14,0.0,1.176372597195095e-13,-9.69592430322541e-14,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-82.29630584118668,-1045.1303127476701,0.0,0.0,0.0,4.036231996684467e-14,0.0,0.0,0.0
25026,N,36.0,-0.00048531431139865744,-0.004890190051821168,1.760969858159088e-17,8.41443603042788e-16,7.654608873290437e-20,0.0,3.9770959305284446e-19,-1.529738385423706e-18,1.983036667645003e-18
25026,N,42.0,-4.761630643288441e-06,-5.254927416300034e-05,-7.402085250156621e-18,-3.594037078417146e-16,1.913652218322609e-20,9.623126975737732e-21,-3.314246608773704e-19,4.917016238861912e-19,9.915183338225015e-19
25026,N,60.0,-8.743711699594856e-05,-0.0008067564815359675,-5.0098715737100655e-20,0.0,0.0,-1.9246253951475464e-20,-3.9770959305284446e-19,1.0926702753026471e-18,-2.9745550014675047e-18
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-7.872136695151192,1.3070950612598597,0.5833822963965443,0.04518781329512677,-2.3011451483317247,-0.00033838874837021407,-1.958085828879082,-0.0006589960859846288,-0.42950334735691137
25026,G,36.0,-34.45763690884391,268.636708052554,4.778531500206102,0.896704703694353,-12.129605019943451,-0.017956938560837122,-4.67680852457589,-0.022149057565391324,-7.806015617248273
25026,G,42.0,-37.9800507178147,321.9119563076023,5.844892678759142,1.1549820622797167,-14.043158541778098,-0.027018053552756577,-4.5745291909075565,-0.029142279967680953,-9.895347769385001
25026,G,60.0,-47.8536238753101,479.0583573312234,9.478677709715082,2.0883942876504835,-19.358414387553122,-0.08482779755738583,-5.947679112745981,-0.06868197838761819,-16.547401993423822
25026,G,84.0,-49.32199322607193,525.1205281010642,12.095572629976486,2.8291729967771237,-21.25335891188884,-0.20273688561762102,-4.7098281601179615,-0.11883414903350323,-19.865454909569284
25026,G,90.0,-47.55763425409947,510.0932779866189,12.241542509853351,2.894353536876009,-20.741743924509255,-0.2502968984628681,-4.31889536305119,-0.1286783383358023,-19.740825378078018
25026,G,108.0,-38.01827494425571,414.29288965832353,11.35535708172991,2.7962027711765898,-17.294051008949232,-0.40155941720917004,-3.075237638901626,-0.14791943370959026,-17.250007568532922
25026,G,114.0,-34.05499685623926,372.3016673531773,10.621522035691727,2.65510909232822,-15.689886050115456,-0.44001010978454014,-2.6649552226588877,-0.1504237927992983,-15.605853742224292
25026,G,132.0,-22.582770414880827,248.37282665912625,7.861152237580101,2.099532639831315,-10.803926888914036,-0.5210405831106232,-1.620076611431656,-0.14836943734318464,-10.071251974934452
25026,G,138.0,-19.251090672028678,212.0416637949169,6.901980371333511,1.9018795787830534,-9.311667362177324,-0.540361654831653,-1.3443127545929732,-0.14556444257844486,-8.277403364704854
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-3.9417860218944605,0.8056912520330548,0.046679903791991086,0.22282991090636267,-0.021947085532370215,-0.9295630118443369,-0.018270034033996643,-1.825366413477578,13.875148659570012
25026,F,36.0,-18.978261658491395,165.83057100540336,1.1145648839488274,1.8840937635544797,-0.7394316435052763,-5.778411640462645,-0.41333722160981895,-4.547014883141829,75.28032645859311
25026,F,42.0,-22.166097147588875,205.68906646462443,1.518015213615012,2.3757702495479216,-1.06416277818206,-6.944003394012427,-0.5221341953673373,-4.516068759155642,87.78808200785164
25026,F,60.0,-35.65542912737455,381.67700861784,3.4618873993876558,4.577381073812476,-2.8659894967430177,-11.309579452374418,-1.151369821540431,-6.232394672865223,125.5774238700485
25026,F,84.0,-52.25572987399034,582.4718319081,6.522021256111756,7.808985230250394,-6.083651464345711,-16.205261769431004,-1.937742005607883,-5.856535101423654,150.29376954700658
25026,F,90.0,-55.85800080574554,625.9998005948127,7.314870810180826,8.730688683178261,-6.9321453336379895,-17.274534767117927,-2.1013808868855324,-5.718988523003447,151.23814787436737
25026,F,108.0,-62.59148342706531,710.7384336625179,9.517162749554235,11.436261183485092,-9.073048008018965,-19.557511712867875,-2.4306643788378683,-5.175612536657709,141.59848692535243
25026,F,114.0,-63.15305188235158,719.0902361829434,10.01116060538232,12.199079522530457,-9.508703541819218,-19.8563056404823,-2.466299252463069,-4.9305061148366525,134.60967857825236
25026,F,132.0,-59.057722670084075,674.4637889163531,10.46157473592659,13.432703029303175,-9.766274803836057,-19.008098307421196,-2.3422626021659436,-4.030274525524053,106.51237876503822
25026,F,138.0,-55.631812020452344,634.8391609511573,10.178440670617011,13.34529610252601,-9.444368547314685,-18.06239830968069,-2.2162141094937886,-3.662429526714369,95.10489536244064
25026,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,E,12.0,26.878960864206004,-3.67869698320733,7.077119561039588,3.2088459829616527,0.005134929853208749,-0.00435964238711081,0.004249085406512599,-0.008498314305759926,-30.607157579159022
25026,E,36.0,140.59171034918248,-981.8071455045894,32.35567870747015,17.323411409778004,-0.057963856228723645,-0.1680197691403314,-0.02538925455816939,-0.1920512444148579,-149.87756637882805
25026,E,42.0,157.48619170148663,-1220.5837698447667,36.8251569148875,20.453484855435864,-0.19049854406000086,-0.2540569946084814,-0.07167820431088373,-0.2460286832187855,-172.4085420937543
25026,E,60.0,214.26317037061747,-1983.0719122503767,49.90035830001613,32.10134100756615,-1.8863762008823282,-0.8773514476286476,-0.6620215593693736,-0.6352346710429763,-239.25650196923738
25026,E,84.0,252.78295245998103,-2532.8133345426672,61.896915950572115,46.66390832994137,-9.105944370709523,-2.751062371505823,-2.4450861166283038,-1.3835723921012164,-285.33931790526486
25026,E,90.0,254.92815421191523,-2577.367016696525,64.81655706847229,50.496613193921874,-12.542414697115843,-3.5807579083919605,-3.2037063955008453,-1.67985446023474,-287.6445730345679
25026,E,108.0,239.87080413763158,-2460.0283357424105,74.14112020416532,61.97957720437489,-26.56467607734476,-7.596957307041699,-6.058281062393231,-2.901931019142345,-272.31103974746264
25026,E,114.0,228.73838390363596,-2346.2271005770413,77.95596013832069,66.02625509402458,-32.383541104251364,-9.795054685489358,-7.168031360849791,-3.4690447289334605,-260.90017534721926
25026,E,132.0,183.55002823597033,-1853.7680366257955,90.69827646724106,78.47298467605837,-50.497061573293195,-19.093298195295436,-10.489104534169972,-5.580226572697052,-212.0807705215268
25026,E,138.0,165.25727685473515,-1648.0441038682552,95.37358647467876,82.95331991627782,-56.57170267785018,-23.271081998661995,-11.580351909675196,-6.447250972051083,-190.97307342249022
25086,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
