batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,13.70116056016128,-2.746922392733778,2.810409913972019e-15,0.0,0.0,0.0,5.887307579291743e-14
25026,X,36.0,18.001786775082984,-212.57259948948422,0.0,-7.832376559611025e-15,4.321067490799891e-15,-4.420923914681395e-15,-1.1774615158583486e-13
25026,X,42.0,18.00175976725333,-212.57298778506672,0.0,0.0,8.642134981599782e-15,4.420923914681395e-15,-1.1774615158583486e-13
25026,X,60.0,25.45590355679969,-300.59479079644655,0.0,0.0,0.0,0.0,-2.354923031716697e-13
25026,X,84.0,25.455904221990178,-300.5949350038762,0.0,-1.566475311922205e-14,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-0.553657564714705,-6.955380987271728,-3.513012392465024e-16,0.0,2.700667181749932e-16,0.0,0.0
25026,N,36.0,-2.7873612840472877e-06,-2.8213264743525458e-05,2.1238280901187622e-17,3.2201988234204614e-17,8.37056001728752e-22,-1.3761684384598484e-18,3.1967980889885296e-16
25026,N,42.0,-2.735616482891557e-08,-2.6242008814048194e-07,-1.2501615112107322e-17,-1.898872854554049e-17,-5.15111385679232e-22,8.123939293004716e-19,-1.8711620691452838e-16
25026,N,60.0,-5.505554129448066e-07,-5.134699527320766e-06,-1.00508090757323e-21,-4.668460225827113e-22,-1.28777846419808e-22,1.3175379975680694e-21,-2.807287015577194e-20
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-29.90611746787022,5.5516186445496905,2.1053136183112793,0.17106286952092245,-8.410915116386215,-0.0013039747328449903,-1.6549912574358028
25026,G,36.0,-121.8677988599853,1005.4590182245335,17.196053961991513,3.3576869347168015,-44.136043150458256,-0.06876775054597214,-29.607139095081664
25026,G,42.0,-134.3437945656257,1192.6758893034946,21.02236198489876,4.320172365542303,-51.08263463893901,-0.10334237499883775,-37.474706072197165
