case,parameter,theta,std_log_approx,approx_95_multiplier,fim_diag,active_bound,classification
historical_natural_only,mu0,0.07872791678447393,0.012764216742380822,1.0253334377530583,29341.358553586284,False,well_estimated
historical_natural_only,qN,0.021080382428485492,0.014624717800028126,1.02907922579695,21037.894502449668,False,well_estimated
historical_natural_only,betaG0,0.42887800299738693,0.11083831049518324,1.2426461384990015,3382.689692392892,False,well_estimated
historical_natural_only,betaF0,3.440399174765835,0.3545833713174343,2.0036758282395652,17577.489557442732,False,moderate
historical_natural_only,qEG,1.712806793770099,0.06542700585712564,1.1368223197856377,26432.664332260847,False,well_estimated
historical_natural_only,qEF,5.023016750172416,0.34519481591729967,1.967142218830002,21271.01378008539,False,well_estimated
historical_natural_only,iG,0.05603743726956454,0.304853375169604,1.8175921221528477,2760.8021803197644,False,well_estimated
historical_natural_only,iE,0.04016794097997977,0.11230454950746688,1.2462224267006616,11683.835231578525,False,well_estimated
historical_natural_only,Kd0,0.00015024954789675355,0.3756216770076713,2.08802467386356,7.3266399627642675,False,moderate
historical_natural_only,gammaG0,0.11555879136750319,0.07258934747881948,1.152893790268721,9109.510907274402,False,well_estimated
historical_natural_only,gammaF0,0.00010000162159900243,304.9373184687923,1.0576541811633429e+17,0.00014413128119070004,True,weak_or_confounded
historical_natural_only,kPyrS_N,0.8508617891421286,0.07637746935549623,1.1614855588216357,512.0675995386312,False,well_estimated
historical_natural_only,kPyrO2,0.2731889591927507,0.16821720892639774,1.3905588677908327,403.85324364481346,False,well_estimated
historical_natural_only,kPyrDrain,0.0035910294181966,0.14528156854527363,1.3294321209831248,377.2985762874189,False,well_estimated
historical_natural_only,kAldS_N,2.359887977142201,0.02999640926894976,1.0605556428664846,3597.8651629902383,False,well_estimated
historical_natural_only,kAcAld,0.0013923120060084,0.15803064494736904,1.3630707570508085,83.87813647155433,False,well_estimated
historical_natural_only,kAcStress,0.0026158743573774,0.034345075219939625,1.0696338005630757,901.8933722173919,False,well_estimated
historical_natural_only,k_EA_growth,0.1,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,k_EA_stationary,0.28,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,k_IAA_growth,0.003,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,k_IAA_stationary,0.012,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,k_EO_growth,0.0008,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,k_EO_stationary,0.003,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,alpha_EA_loss,1.0,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,alpha_IAA_loss,1.0,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
historical_natural_only,alpha_EO_loss,1.0,418.4567582104635,1.0576541811633429e+17,0.0,False,weak_or_confounded
