logdet,min_eigenvalue,max_eigenvalue,min_relative_eigenvalue,condition_number,trace_inv,rank_1e-8,case,block,n_parameters
54.78745245902448,5.027195564511047e-06,64485.6489892572,7.795836195040136e-11,12827360336.742575,64931.35498373824,10,historical_natural_only,core_observed,11
90.28846403813567,5.043393294052049e-06,75247.6629216094,6.702391939143803e-11,14920046590.527277,72582.19765845072,16,historical_natural_only,core_secondary_observed_plus_co2_schedule,17
-57.333864881061146,0.0,75247.6629216094,0.0,1000000000000.0,1668941.8906535748,16,historical_natural_only,full_26_candidate_plus_co2_schedule,26
