activity,category,evidence_requirement,role_in_bundle,status,source_path,bundle_path,bytes,sha256
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_natural_glucose_pulse_after_growth.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_natural_glucose_pulse_after_growth.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_natural_glucose___42609928.png,83120,cf605a24ce9a1a9bc307fb9c69ae27391defc3ebc9ef64fcb62381db66030f55
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_ethanol_inhibition_challenge.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_ethanol_inhibition_challenge.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_ethano__16d19a3d.png,86229,013647b91912aaf6438812df4b3753928fc5a8415ea13475cd45edd2bc4f655c
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_fructose_rich_glucose_pulse.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_fructose_rich_glucose_pulse.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_fructo__ccc7da03.png,79555,4600d6770e104273288b7daae9e3f840eecec0577eaad4e39136708e9766eaa4
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_glucose_rich_fructose_pulse.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_glucose_rich_fructose_pulse.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_glucos__64ed736c.png,86751,967fd9ca51276ed483aba35c526fdf39b8aa815bca520ecc5fd91f7edf9e41a8
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_high_biomass_low_N_maintenance.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_high_biomass_low_N_maintenance.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_high_b__34e0157c.png,85158,c5e213bfa58bdee6259d16c2bffc18782e1fc08165b801c6207c75dbdea6721f
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_high_sugar_reference.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_high_sugar_reference.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_high_s__197beb03.png,84342,88678469c120034e426c4f40b719a75ee9b72a4a60c7c89596d2c62291e405b5
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_late_ethanol_death_probe.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_late_ethanol_death_probe.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_late_e__ea457bdd.png,77366,9c5e5e0006ebbcdd926bced63ac8d8fd048615e28594a7691e8ca7e96f8c3821
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_low_yan_ladder.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_low_yan_ladder.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_low_yan_ladder.png,83027,d3d7d76cb6591536f920505e564012a184f4bc729d9a479b836db2df20a63da8
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: campaign_inputs_synthetic_viable_biomass_step.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/campaign_inputs_synthetic_viable_biomass_step.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__campaign_inputs_synthetic_viable__4c46a7f5.png,85651,ea26013134e4c40be0ecfaa478aa5da00d4994928533331ee4b59a7a49ee018f
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fim_eigen_spectra.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fim_eigen_spectra.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fim_eigen_spectra.png,124045,aa795b4547b8b9492aa992b9260b2d79e14a190ef738f5e252a86b79ef23ac86
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fit_mixed_full17_l2_natural_LAB004.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fit_mixed_full17_l2_natural_LAB004.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fit_mixed_full17_l2_natural_LAB004.png,142660,275b4a416f06579536d1817f7037ec49269ebe83fd7d8da9a394893a2ad1d031
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fit_mixed_full17_l2_natural_LAB005.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fit_mixed_full17_l2_natural_LAB005.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fit_mixed_full17_l2_natural_LAB005.png,146960,84f8da80be087fc821225e6e64c7b3ae05b24146b811d22c5ad883ae1e2219c0
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fit_mixed_full17_l2_natural_LAB006.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fit_mixed_full17_l2_natural_LAB006.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fit_mixed_full17_l2_natural_LAB006.png,148899,206bff88ef59eafb5fe09abdb6058a27603505e5029c22f447f92fbe287e7168
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fit_mixed_full17_l2_synthetic_MS007.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fit_mixed_full17_l2_synthetic_MS007.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fit_mixed_full17_l2_synthetic_MS007.png,146001,4159274b57119da588e12c0fa525384fd356302135888fd33fa0d076653c7b6a
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fit_mixed_full17_l2_synthetic_MS008.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fit_mixed_full17_l2_synthetic_MS008.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fit_mixed_full17_l2_synthetic_MS008.png,147347,bf890045c43e46fa1fd1a4aa5332ea8d1315e770ec0c49799eaf67a470ac16b0
OE2-2.13,figuras,"Datos, calibracion y DOE",Figura nueva base mosto/glicerol: fit_mixed_full17_l2_synthetic_MS009.png,ok,fermentation_model/results/new_must_glycerol_estimability_doe/plots/fit_mixed_full17_l2_synthetic_MS009.png,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/figures/nmg_doe__plots__fit_mixed_full17_l2_synthetic_MS009.png,149151,e59a2bb34b88434f0f8320a69d78d720f6e607166488ccf52e9b8ba5e5494963
OE2-2.13,matriz_cumplimiento,Evidencia minima requerida,Matriz requisito a evidencia,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/01_matriz_cumplimiento_A02.csv,1418,a5eb15847df3620dc3c494ef7d42320ba7936b9d2097f539a812e048ff2d104f
OE2-2.13,planilla,Estado evidencia y resumen para informe,Fila sugerida para planilla de control,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/02_fila_propuesta_planilla_A02.csv,2073,809afbc11cb60d20bb8a31c607e557b407a665a2e5f68b3ceb00ee5ed510fe63
OE2-2.13,datos,Datos de calibracion,Resumen de libros Excel y hojas,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/02_resumen_datos_fuente.csv,24556,7c7f74d767dd056791390d12f233abe5f39f9eb6f5e9024eacf59e0b3bfbbffa
OE2-2.13,datos,Ecuaciones y supuestos del balance,Diccionario de variables y estados,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/02_diccionario_variables_clave.csv,1080,fc65ca672d360032591c7980c525f48b4eb8f2c3eb2cfbbe34c9404839676e83
OE2-2.13,metricas,Metricas de ajuste,Metricas consolidadas de calibracion,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/04_metricas_calibracion.csv,17292,17267cdca08a83d3f3cec2eb5cc3bb93eca032c0192652e9cd4609a4ac7f599d
OE2-2.13,parametros,Parametros,Parametros cineticos calibrados,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/05_parametros_cineticos.csv,1613,94f31d01511a2f8582d225ad4486310272e6db3af3bf8a3805fa75281f0e4410
OE2-2.13,parametros,Parametros,Parametros de particion aromaticos,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/05_parametros_particion_aromas.csv,2357,7a24b5996e0e309b3607545fc0b772b267f8a49266405028df940251fdeb607c
OE2-2.13,cierre_masa,Cierre de masa,Cierre de masa aromatico por candidato y especie,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/06_cierre_masa_aromatico.csv,24005,44f364a4e3b361e49deed7a05eaa8ebe0f7c1f83e1c93d1917107fcfabc2ac22
OE2-2.13,sensibilidad,Analisis de sensibilidad,"Sensibilidad, estimabilidad y reduccion de varianza",ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/tables/07_sensibilidad_estimabilidad.csv,22457,c1387b222bb5e0770f99a81f74021b2af8e2dd04bae21f0174af4709eb04f131
OE2-2.13,ecuaciones,Ecuaciones y supuestos del balance,Documento tecnico de ecuaciones y supuestos,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/03_ecuaciones_y_supuestos_A02.md,3190,7609699df38a37b6132643bd1c325078f16108e0247c886f2bd2722fee5a358f
OE2-2.13,version_codigo,Version de codigo,Trazabilidad de version de codigo,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/08_version_codigo.md,9633,358ce399da1f566cd083219cc70242c60ec63ab6fda120f78fc777c8c5c197d6
OE2-2.13,guia,Uso del bundle,Guia principal de uso del paquete,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/README_A02_bundle.md,2803,98126dd5082f06dd8796b98a0030cae6d6c29a2f534842c729792d16df120dea
OE2-2.13,anexo,Anexo propuesto,Borrador narrativo del anexo A02,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/ANEXO_A02_borrador.md,27426,34926d81d456112da8aa6c38d75ffe4edcdddbe823f03a1daa4539b33ecdfc9a
OE2-2.13,manifest,Inventario y trazabilidad,Resumen legible del manifest,ok,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/00_manifest.md,11019,87712e62ea0c06f9d0deed2719e1c88e058e71a456d9621eb29a7039884da2d3
OE2-2.13,manifest,Inventario y trazabilidad,Inventario completo con hashes; fila autoreferencial sin hash estable,self_index,generated,rendicion_tecnica/A02_balance_masa_perdidas_aromaticas/00_manifest.csv,,
