species,parameter,log_offset_requested,fixed_value,objective,delta_objective,success,forcing_source,fit_scope
ethyl_acetate,formation_growth_ug_per_g_sugar,0.0,15.287446860073942,47.15174340479703,-4.938456754643994e-09,True,dynamic_transfer_model,calibration_only
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.0,77.14290237699174,47.15174340927758,-4.5790926606059656e-10,True,dynamic_transfer_model,calibration_only
ethyl_acetate,mass_transfer_kla_ref_h_inv,0.0,0.004691513088095849,47.15174338796904,-2.1766446423043817e-08,True,dynamic_transfer_model,calibration_only
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,0.0,0.8752542670401533,47.151743408927175,-8.0831341620069e-10,True,dynamic_transfer_model,calibration_only
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.0,0.0432475579002059,237.0881979394109,-4.1298426367575303e-07,True,dynamic_transfer_model,calibration_only
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.0,0.5688681482089539,237.0881979229701,-4.294250572911551e-07,True,dynamic_transfer_model,calibration_only
ethyl_octanoate,mass_transfer_kla_ref_h_inv,0.0,0.004340653255851486,237.08819788496473,-4.674304250329442e-07,True,dynamic_transfer_model,calibration_only
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,0.0,0.7688416974544865,237.08819782831233,-5.240828215846705e-07,True,dynamic_transfer_model,calibration_only
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.0,0.19033270112616169,222.66260364550902,-1.2387771676003467e-05,True,dynamic_transfer_model,calibration_only
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.0,6.9044397542563285,222.66260430907903,-1.1724201669949252e-05,True,dynamic_transfer_model,calibration_only
isoamyl_acetate,mass_transfer_kla_ref_h_inv,0.0,0.002903544632846821,222.66261596556834,-6.771236371605482e-08,True,dynamic_transfer_model,calibration_only
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,0.0,0.8707105048635799,222.6626017694557,-1.4263824994031893e-05,True,dynamic_transfer_model,calibration_only
ethyl_acetate,formation_growth_ug_per_g_sugar,-2.0,5.652969351351777,78.24374288916086,2.9410166052506526,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,-1.0,15.366363864615451,76.62585264510057,1.3231263611903614,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,-0.5,25.33485095690932,75.78336192482485,0.4806356409146417,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,0.0,41.770107662673894,75.3027262839102,0.0,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,0.5,68.86726498288482,76.50168187743822,1.1989555935280123,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,1.0,113.54292463222431,83.50634955266538,8.20362326875518,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,2.0,308.6416687778703,186.0677020835564,110.76497579964621,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,-2.0,9.839219802416286,171.98266417639397,96.67993789248376,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,-1.0,26.74577239512259,126.90160236366933,51.59887607975912,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,-0.5,44.09632384914293,95.40955752811371,20.106831244203505,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.0,72.70254708976329,75.30272628335152,-5.586855422734516e-10,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.5,119.86623582097043,204.24445888895278,128.94173260504257,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,1.0,197.6260126367916,1206.6564556985013,1131.353729414591,True,dynamic_transfer_model,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,2.0,537.2031989814081,17400.638514635768,17325.33578835186,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,-2.0,0.0005770064265915153,78.30011279436181,2.997386510451605,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,-1.0,0.001568466084307804,76.49724092868166,1.1945146447714592,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,-0.5,0.002585963395570017,75.74689232919292,0.44416604528271364,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,0.0,0.004263532855528216,75.30272627870681,-5.203389719099505e-09,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,0.5,0.007029377307238227,77.24311661576446,1.9403903318542604,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,1.0,0.011589483886220454,94.02675573110284,18.724029447192635,True,dynamic_transfer_model,all_data
ethyl_acetate,mass_transfer_kla_ref_h_inv,2.0,0.03150348344913198,315.5787185419508,240.27599225804062,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,-2.0,0.2,86.4964221115099,11.193695827599697,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,-1.0,0.3307603046549846,81.2312545878118,5.928528303901601,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,-0.5,0.5453315497879277,77.348624884281,2.0458986003707906,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,0.0,0.8990997257192225,75.3027262839102,0.0,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,0.5,1.482364842273933,77.37698823066467,2.0742619467544614,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,1.0,2.444006446395074,80.58033871348118,5.277612429570979,True,dynamic_transfer_model,all_data
ethyl_acetate,ethanol_kla_multiplier_per_10_g_l,2.0,6.643498311872496,89.8442089872926,14.5414827033824,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,-2.0,0.016663865717843365,377.260134186356,1.6392571429621512,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,-1.0,0.045297083372695286,376.1727036966251,0.5518266532312168,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,-0.5,0.07468226485723982,375.7917999796604,0.17092293626654964,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.0,0.12313023861419195,375.6208770433939,0.0,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.5,0.20300744346960053,375.92514078902303,0.30426374562915726,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,1.0,0.33470269015878423,377.4536373054329,1.8327602620390167,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,2.0,0.9098162405949813,396.22022853005285,20.599351486658975,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-2.0,0.07551645513274825,484.80827408083593,109.18739703744205,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-1.0,0.20527500773699237,434.9080424198496,59.28716537645573,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-0.5,0.3384412715991127,399.51858033133107,23.89770328793719,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.0,0.5579953233682563,375.6208770302984,-1.3095473150315229e-08,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5,0.9199787585884405,583.6466736166136,208.02579657321974,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,1.0,1.51678854787706,1956.690021701359,1581.0691446579651,True,dynamic_transfer_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,2.0,4.123058747308995,23092.425865389407,22716.80498834601,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,-2.0,0.0005464937275322113,391.62369029337424,16.002813249980363,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,-1.0,0.0014855239689176589,384.95193909992986,9.331062056535984,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,-0.5,0.0024492149656894203,379.8618017111371,4.240924667743229,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,0.0,0.004038072810449231,375.6208770376454,-5.748461262555793e-09,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,0.5,0.0066576565352234945,391.0132973065124,15.392420263118538,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,1.0,0.010976619942638693,472.1431676018581,96.52229055846425,True,dynamic_transfer_model,all_data
ethyl_octanoate,mass_transfer_kla_ref_h_inv,2.0,0.029837546527975926,823.8654566456423,448.24457960224845,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,-2.0,0.2,436.6062322318585,60.98535518846461,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,-1.0,0.3211624595575202,427.90675009768586,52.28587305429198,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,-0.5,0.5295073784228532,415.35100712331075,39.730130079916876,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,0.0,0.8730100777984203,375.6208767900008,-2.533930683057406e-07,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,0.5,1.4393502848018294,389.1359789634655,13.51510192007163,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,1.0,2.373087430541063,397.04602122164266,21.425144178248786,True,dynamic_transfer_model,all_data
ethyl_octanoate,ethanol_kla_multiplier_per_10_g_l,2.0,6.450720439784338,770.6674018371956,395.0465247938017,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,-2.0,0.05612338132006499,371.9887252357406,1.4169463915887945,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,-1.0,0.15255916759401048,370.99580322072495,0.4240243765731293,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,-0.5,0.2515275446525508,370.6912674575813,0.11948861342949613,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.0,0.4146988130356367,370.5717788441518,0.0,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.5,0.6837227539859498,370.7391676712121,0.1673888270602788,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,1.0,1.1272682477583063,371.41814408993133,0.8463652457795092,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,2.0,3.064232793680273,377.18446189430256,6.612683050150736,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-2.0,0.9578904212789905,548.4115772381131,177.83979839396125,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-1.0,2.603816125817659,469.64356785711374,99.07178901296191,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-0.5,4.292967031627576,412.2946371094579,41.72285826530606,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.0,7.077906059458774,370.5717788441518,0.0,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.5,11.66949427224701,623.4315699677855,252.85979112363373,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,1.0,19.239743424966957,2183.1143591272344,1812.5425802830825,True,dynamic_transfer_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,2.0,52.299044936302074,25722.666034207876,25352.094255363725,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,-2.0,0.0004239008133505405,380.437590837234,9.865811993082161,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,-1.0,0.0011522818779997838,375.77366539569266,5.201886551540838,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,-0.5,0.0018997916421005334,372.91960910853675,2.3478302643849247,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,0.0,0.0031322268902294744,370.5717788413794,-2.7724240680981893e-09,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,0.5,0.0051641690985802504,382.16614307311005,11.594364228958227,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,1.0,0.008514275438321565,446.29380002796506,75.72202118381324,True,dynamic_transfer_model,all_data
isoamyl_acetate,mass_transfer_kla_ref_h_inv,2.0,0.023144200206484684,725.0495308516452,354.47775200749334,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,-2.0,0.2,396.6288873145801,26.05710847042826,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,-1.0,0.31565161910948475,391.8365975764977,21.264818732345873,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,-0.5,0.5204215385567426,386.73359803126823,16.161819187116407,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,0.0,0.8580300603489883,370.5717788441518,0.0,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,0.5,1.4146524113974916,378.6862551944407,8.114476350288896,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,1.0,2.332367521318273,385.2037643684437,14.63198552429185,True,dynamic_transfer_model,all_data
isoamyl_acetate,ethanol_kla_multiplier_per_10_g_l,2.0,6.340032250487527,416.6325936663611,46.060814822209295,True,dynamic_transfer_model,all_data
