policy,species,capture_interval,start_h,end_h,duration_h,capture_stage_1_c,capture_stage_2_c,maximum_capture_interval_h,maximum_capture_interval_policy,within_approved_duration,captured_mass_mean_ug,captured_mass_min_ug,captured_mass_max_ug,cumulative_mass_start_mean_ug,cumulative_mass_end_mean_ug,mass_conservation_max_abs_error_ug,maximum_trap_loading,maximum_trap_loading_policy,trap_loading_constraint_satisfied,vessel_change_required
candidate_A,ethyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1978.7094474770734,0.9010423477136267,24736.15251983746,11379.626722660838,13358.33617013791,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,4904.144589456773,2.342733312841901,63880.11115423124,13358.33617013791,18262.480759594684,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,5946.831787947843,2.8627894490755317,78086.95114343561,18262.480759594684,24209.312547542526,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.1906922681502239,0.040157526749427054,1.3569048453135109,0.0,0.1906922681502239,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.21508376319125483,0.02384657363981351,2.882001658737032,0.1906922681502239,0.40577603134147877,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.4845667172962471,0.038654962051481834,8.193540543023413,0.40577603134147877,0.8903427486377258,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.883101870111949,0.6816124607755895,58.568960557492666,0.8903427486377258,5.773444618749674,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.3020334552127517,1.6499890165946298,26.52501554953622,5.773444618749674,9.075478073962426,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,7.172857322261363,3.89001634868427,47.275990720552386,9.075478073962426,16.24833539622379,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.5222515683337186,1.7836675543754588,20.524782193621007,16.24833539622379,19.770586964557506,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,8.90413912325979,4.443798350338174,47.378899357776106,19.770586964557506,28.674726087817298,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,10.41963175981526,5.965074938794835,49.526996450216245,28.674726087817298,39.09435784763256,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.4086891610042178,0.020260150245388527,5.259116050024765,0.0,0.4086891610042178,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.8422244758320676,0.016916579740133296,12.308199615738157,0.4086891610042178,1.2509136368362852,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,2.389611393594892,0.03375732661247115,34.461814221008495,1.2509136368362852,3.640525030431178,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,31.40331501084923,1.3216155422408997,201.62529141359127,3.640525030431178,35.043840041280404,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,23.584137390371104,6.550380115791499,93.44646368298433,35.043840041280404,58.62797743165151,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,53.53470796278321,28.196362229686482,171.3786240108812,58.62797743165151,112.16268539443472,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,27.01035578327101,13.828735196209664,75.93903538173703,112.16268539443472,139.17304117770573,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,69.83671136158326,36.619138231484825,181.5458225736994,139.17304117770573,209.00975253928897,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_A,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,84.1534054041615,47.75692707535718,193.22461188106013,209.00975253928897,293.1631579434505,1.1368683772161603e-13,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,215.21084642216155,0.05405391738244181,2146.69514500735,0.0,215.21084642216155,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,258.0001130350848,0.032016623653111864,3558.51871406974,215.21084642216155,473.2109594572463,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,577.9760860863976,0.04940039592830203,9139.000012683136,473.2109594572463,1051.187045543644,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3936.5487542912506,0.675083660737851,53498.3782044215,1051.187045543644,4987.735799834894,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2137.555247545242,0.7995221452907231,26457.22322155896,4987.735799834894,7125.291047380137,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4225.3599430495415,1.788166475655288,50246.398987401,7125.291047380137,11350.650990429676,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1975.2151572662824,0.8985456294093974,24682.2466985153,11350.650990429676,13325.86614769596,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,4898.97444468779,2.338291799328573,63801.987401227496,13325.86614769596,18224.84059238375,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,5948.093463832782,2.86248995547259,78106.1560587059,18224.84059238375,24172.93405621653,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.19093941174584828,0.04019454930406061,1.359188443939718,0.0,0.19093941174584828,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.21434718168322633,0.02374895037588353,2.8720968978112205,0.19093941174584828,0.40528659342907464,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.48170052848413464,0.038427896605828,8.14274866371084,0.40528659342907464,0.8869871219132093,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
