ensemble_member,optimized_information_gain,preliminary_information_gain,three_anchor_information_gain,optimized_vs_preliminary_delta,optimized_vs_three_anchor_delta,selected_information_gain
0,29.456510278667633,28.471854766171422,28.922075415908278,0.9846555124962109,0.5344348627593547,29.456510278667633
1,21.448806760141178,20.09625754089056,20.54077128796541,1.3525492192506192,0.9080354721757686,21.448806760141178
2,23.588002784397904,22.39311925078192,22.090679281980183,1.194883533615986,1.4973235024177214,23.588002784397904
3,19.871050105231294,18.548553251343645,18.966215373590533,1.3224968538876496,0.9048347316407614,19.871050105231294
4,19.00728677533584,17.74181180148467,18.287737313825925,1.2654749738511697,0.7195494615099136,19.00728677533584
5,29.391319931917362,28.2605132479523,28.17629847850463,1.1308066839650621,1.2150214534127315,29.391319931917362
6,20.68070922167932,19.77915657562752,20.261770904600926,0.9015526460517975,0.4189383170783927,20.68070922167932
7,20.88617132747356,22.582319684086524,22.63571550067864,-1.6961483566129658,-1.7495441732050807,20.88617132747356
8,23.240688694461543,21.919626720775984,22.90931468117208,1.321061973685559,0.33137401328946225,23.240688694461543
9,20.159685374420068,18.10003712086279,19.472203303084964,2.0596482535572775,0.6874820713351042,20.159685374420068
10,24.976562295817875,24.007338654041686,24.142770921050168,0.969223641776189,0.8337913747677064,24.976562295817875
11,30.546257113689638,29.3825027539816,29.459490794903882,1.1637543597080366,1.086766318785756,30.546257113689638
12,30.6946929724003,29.62048365298759,29.84283741018174,1.0742093194127094,0.8518555622185602,30.6946929724003
13,16.33577190427695,15.059916468605923,15.276960826412274,1.2758554356710263,1.058811077864675,16.33577190427695
14,22.48618122908068,21.25495432774846,21.95359687829008,1.2312269013322208,0.5325843507906001,22.48618122908068
15,17.134003866578734,15.94514770014015,15.981944310548162,1.1888561664385833,1.1520595560305722,17.134003866578734
16,26.988484679862797,25.99349135377376,26.041234162986132,0.9949933260890376,0.9472505168766645,26.988484679862797
17,29.69290787875899,28.729968005532374,29.000975496200194,0.9629398732266168,0.6919323825587966,29.69290787875899
18,23.903158607788907,22.703270343713694,23.018859530634412,1.1998882640752129,0.8842990771544947,23.903158607788907
19,25.16118546236446,23.90431370864022,24.501223544983663,1.2568717537242406,0.659961917380798,25.16118546236446
20,21.341527796239124,19.953485661634385,20.858110427835573,1.3880421346047385,0.48341736840355054,21.341527796239124
21,20.46170538574812,19.157753738010722,19.84520671256632,1.3039516477373994,0.6164986731818018,20.46170538574812
22,21.741693343648567,19.99395750544556,20.25541041402131,1.7477358382030062,1.486282929627258,21.741693343648567
23,30.36461801560328,29.329380135074413,29.70252933598375,1.035237880528868,0.6620886796195293,30.36461801560328
24,24.76868401734482,23.617334246345752,23.620886212972284,1.1513497709990688,1.1477978043725372,24.76868401734482
25,14.274732419831881,12.785849496693334,13.80376430886459,1.4888829231385472,0.4709681109672914,14.274732419831881
26,23.151738535315875,21.96764454256427,22.19462811531562,1.184093992751606,0.9571104200002551,23.151738535315875
27,22.896367078653764,21.586328657337678,21.851730815576513,1.3100384213160865,1.0446362630772512,22.896367078653764
28,26.473819329943733,25.207637326457874,25.37335624790681,1.2661820034858593,1.1004630820369243,26.473819329943733
29,27.263267709605945,26.211303215366616,26.893798461014622,1.0519644942393285,0.36946924859132224,27.263267709605945
30,16.989790337862818,16.063082858213203,16.355838326969614,0.9267074796496146,0.6339520108932035,16.989790337862818
31,21.14168620611684,20.413194226009974,20.520467080346638,0.7284919801068668,0.6212191257702031,21.14168620611684
32,25.865615827224293,24.69316361623652,25.415732602593327,1.172452210987771,0.4498832246309661,25.865615827224293
33,18.728187640717135,17.275975458319987,18.05511632114848,1.4522121823971474,0.6730713195686562,18.728187640717135
34,24.027957044369575,22.744272593245316,22.943312399557332,1.2836844511242589,1.0846446448122435,24.027957044369575
35,25.415484578881863,24.406401056625523,24.625760056145314,1.00908352225634,0.7897245227365488,25.415484578881863
36,13.587311782661711,10.841977188863048,12.45384123551963,2.7453345937986633,1.1334705471420818,13.587311782661711
37,26.58092814101104,25.5384616836643,25.86049525876128,1.042466457346741,0.7204328822497601,26.58092814101104
38,24.33793789054476,23.360066992246512,23.467505418642045,0.9778708982982494,0.870432471902717,24.33793789054476
39,17.418437244476404,15.861939129995424,16.738090800782953,1.5564981144809806,0.6803464436934519,17.418437244476404
40,23.602735777011336,22.315787398342746,23.06197923635825,1.2869483786685905,0.540756540653085,23.602735777011336
41,22.656909995715896,21.391763445701887,21.446329101219415,1.265146550014009,1.2105808944964807,22.656909995715896
42,25.676283210959223,24.457387766414588,25.097131821259016,1.2188954445446356,0.5791513897002076,25.676283210959223
43,28.014917380600675,26.991560868442978,27.517167033483997,1.0233565121576973,0.4977503471166784,28.014917380600675
44,23.674763856455666,22.603928653123102,22.67660701956989,1.0708352033325639,0.9981568368857765,23.674763856455666
45,20.745552126703384,19.504830956912276,20.36663291231967,1.240721169791108,0.3789192143837141,20.745552126703384
46,24.379884047404023,23.169763799742572,23.24811392319675,1.2101202476614503,1.1317701242072715,24.379884047404023
47,16.45658712964502,15.036715726207778,16.153402082703995,1.4198714034372415,0.30318504694102444,16.45658712964502
48,21.78404979636986,20.437412799806456,20.661301851560044,1.3466369965634044,1.1227479448098165,21.78404979636986
49,23.456922916147807,22.06855045091145,22.631672282195648,1.3883724652363583,0.8252506339521588,23.456922916147807
50,27.397272031304983,26.479704805433723,26.279886770016528,0.9175672258712595,1.1173852612884545,27.397272031304983
51,26.026156967143006,24.865674300865276,25.630862339300716,1.16048266627773,0.39529462784228997,26.026156967143006
52,20.688920313649202,19.148839112685454,19.7016206171221,1.5400812009637477,0.9872996965271028,20.688920313649202
53,29.06924814039142,28.028592786526378,28.78379533330146,1.0406553538650414,0.28545280708996046,29.06924814039142
54,22.587251368147687,21.329540595241216,21.402113741488687,1.2577107729064707,1.1851376266589995,22.587251368147687
55,20.017392586628485,18.666371076041305,18.777691444101894,1.3510215105871808,1.2397011425265916,20.017392586628485
56,21.77877017300933,20.78161361973481,21.15359863581107,0.9971565532745217,0.6251715371982627,21.77877017300933
57,19.382081204292465,18.223019907780643,19.140280747717366,1.1590612965118225,0.24180045657509908,19.382081204292465
58,29.822502159404966,28.80446747816846,29.03906707969914,1.0180346812365073,0.7834350797058249,29.822502159404966
59,20.5265384408026,18.721845590465957,19.14721422969153,1.804692850336643,1.3793242111110686,20.5265384408026
60,21.976287155964766,20.810217775738916,21.49255943862043,1.1660693802258493,0.48372771734433684,21.976287155964766
61,24.902654954266385,23.617081856978228,23.984873730530996,1.2855730972881574,0.9177812237353891,24.902654954266385
62,19.787906760711163,18.5259826572909,19.11814676249332,1.261924103420263,0.6697599982178417,19.787906760711163
63,16.584874808486237,15.209906841240699,15.442231954611632,1.3749679672455386,1.1426428538746052,16.584874808486237
