ID,fecha_hora,t,temperatura,densidad,Viability,Peso Seco,GLUCOSE,FRUCTOSE,PAN,AMMONIA,YAN,GLYCEROL,PYRUVIC ACID,PYRUVIC ACID2,ACETALDEHIDO,ETANOL,pulso_nut,bencil_alcohol_total,benzaldehido_total,decanoato_de_etilo_total,hexil_acetate_total,isoamil_acetate_total,octanoate_de_etilo_total,phenylethylacetate_total,Ethyl_Acetate_total,Código ensayo,fecha_hora_original,fecha_hora_nota,base_t_origen,temperatura_fuente,temperatura_evento_activo,protocolo_inferido,pulso_nut_evento,pulso_nut_t_h,pulso_nut_tipo,Brix,pH,DO,Oculyze Concentration,Oculyze Budding,Y15 Glucosa-Fructosa,Y15 Acetico,Cf Alcolyzer (% v/v),Cf Alcolyzer Real (% v/v),Tipo muestra,Hito,Matriz,Volumen total (mL),Contenedores,Análisis planificados,Estado muestreo,Peso recipiente (g),Extracto seco (g),GC-MS/MS MEF,GC-MS/MS Cond,Freezer,Caja,Posición,Aroma Vol GC (mL),Aroma Dilución 1:X,Aroma GA muestra (% v/v),Aroma EtOH objetivo (%),Aroma Alcohol HPLC 100% (uL),Aroma Vol muestra (µL),Temporada,Proyecto,Escala,Lote,Reactor/Estanque,Condición,Réplica,Variedad,Levadura,Volumen inicial (L),Objetivo específico,Observaciones ensayo,Codigo_fuente,Cubada,Temperatura Medida,Temperatura_operacional_columna_Temperatura,Adicion,GLU-FRU-320,GLUCOSE-320,FRUCTOSE_inferida,C_total,C_viable,Budding_Index,DateTime_serial,Archivo_origen,flag_calidad,observaciones_CCD
MS009-2,2025-10-07 10:30:00,22.5,23,1082.5,73.26,,98.16,105.15,20.0,166.0,156.0,2.63,59.0,,,,1,,,,,,,,,MS009,2025-10-07 10:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,45797.0,,,55.15,17.97,203.31,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-2,MS009,23.0,23,1,203.31,98.16,105.15,55.15,20.2,17.97,2025-10-07 10:30:00,data_CCD_2factores.xlsx,REVISAR: Brix fuera de rango plausible (>40),Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS009-3,2025-10-08 10:30:00,46.5,23,1045.8,75.12,,44.39,79.03,33.0,25.0,53.0,5.95,65.0,,,,1,,,,,,,,,MS009,2025-10-08 10:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,12.1,,,82.1,13.38,123.42,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-3,MS009,23.2,23,1,123.42,44.39,79.03,82.1,61.67,13.38,2025-10-08 10:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS009-4,2025-10-09 10:00:00,70.0,23,1021.7,73.14,,17.32,51.96,33.0,0.0001,31.0,6.8,45.0,,,,1,,,,,,,,,MS009,2025-10-09 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,6.2,,,91.78,12.05,69.28,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-4,MS009,23.3,23,1,69.28,17.32,51.96,91.78,67.13,12.05,2025-10-09 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS009-5,2025-10-10 10:00:00,94.0,23,1009.1,65.84,,6.87,26.37,23.0,0.0001,17.0,5.64,22.0,,,10.93,1,,,,,,,,,MS009,2025-10-10 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,3.0,,,90.17,8.43,33.24,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-5,MS009,23.1,23,1,33.24,6.87,26.37,90.17,59.37,8.43,2025-10-10 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS009-6,2025-10-13 09:30:00,165.5,23,990.9,58.96,,1.58,1.56,38.0,0.0001,26.0,7.34,22.0,,,13.64,1,,,,,,,,,MS009,2025-10-13 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,-1.7,,,78.03,9.06,3.14,,,,Muestreo cinético,6,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-6,MS009,23.0,23,1,3.14,1.58,1.56,78.03,46.01,9.06,2025-10-13 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS009-7,2025-10-14 10:00:00,190.0,23,987.6,53.96,,0.77,-0.7699,36.0,0.0001,27.0,7.52,17.0,,,,1,,,,,,,,,MS009,2025-10-14 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,-2.6,,,80.57,7.91,0.0001,,,,Muestreo cinético,7,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-7,MS009,23.5,23,1,0.0001,0.77,-0.7699,80.57,43.47,7.91,2025-10-14 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS009-8,2025-10-15 09:00:00,213.0,23,989.8,48.48,,1.13,0.8900000000000001,43.0,0.0001,34.0,7.24,9.0,,,14.02,1,,,,,,,,,MS009,2025-10-15 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion1,1,,Factor CCD Adicion,-2.0,,,80.95,12.33,2.02,,,,Muestreo cinético,8,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS009,MS009,T=23; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS009-8,MS009,22.8,23,1,2.02,1.13,0.8900000000000001,80.95,39.25,12.33,2025-10-15 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-0,2025-10-20 12:00:00,0.0,19,1097.9,,,124.65,113.21000000000001,21.0,244.0,221.0,0.43,9.0,,,0.0,1,,,,,,,,,MS010,2025-10-20 12:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,23.9,,,15.0,,237.86,,,,Muestreo cinético,0,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-0,MS010,20.2,19,1,237.86,124.65,113.21000000000001,15.0,,,2025-10-20 12:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-1,2025-10-20 15:00:00,3.0,19,1097.8,59.54,,125.78,111.53,83.0,229.0,271.0,0.59,25.0,,,,1,,,,,,,,,MS010,2025-10-20 15:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,23.8,,,31.415,17.11,237.31,,,,Muestreo cinético,1,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-1,MS010,20.2,19,1,237.31,125.78,111.53,31.415,18.7,17.11,2025-10-20 15:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-2,2025-10-21 09:00:00,21.0,19,1095.0,50.81,,114.16,114.71000000000001,57.0,231.0,246.0,1.19,29.0,,,,1,,,,,,,,,MS010,2025-10-21 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,23.1,,,33.1,22.74,228.87,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-2,MS010,19.1,19,1,228.87,114.16,114.71000000000001,33.1,16.82,22.74,2025-10-21 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-3,2025-10-22 10:00:00,46.0,19,1076.9,64.06,,85.65,97.47,44.0,196.0,204.0,3.56,80.0,,,,1,,,,,,,,,MS010,2025-10-22 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,19.0,,,64.75,23.37,183.12,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-3,MS010,19.1,19,1,183.12,85.65,97.47,64.75,41.47,23.37,2025-10-22 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-4,2025-10-23 10:30:00,70.5,19,1052.2,67.14,,50.56,80.56,39.0,83.0,107.0,5.65,67.0,,,,1,,,,,,,,,MS010,2025-10-23 10:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,13.3,,,70.81,16.16,131.12,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-4,MS010,19.3,19,1,131.12,50.56,80.56,70.81,47.54,16.16,2025-10-23 10:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-5,2025-10-24 09:30:00,93.5,19,1033.9,65.5,,29.71,64.03999999999999,37.0,35.0,66.0,6.54,51.0,,,8.4,1,,,,,,,,,MS010,2025-10-24 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,9.0,,,76.57,13.94,93.75,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-5,MS010,20.0,19,1,93.75,29.71,64.03999999999999,76.57,50.15,13.94,2025-10-24 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-6,2025-10-27 10:00:00,166.0,19,1002.1,72.95,,2.78,22.77,34.0,4.0,37.0,7.93,17.0,,,12.6,1,,,,,,,,,MS010,2025-10-27 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,1.1,,,99.39,10.51,25.55,,,,Muestreo cinético,6,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-6,MS010,20.6,19,1,25.55,2.78,22.77,99.39,72.5,10.51,2025-10-27 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-7,2025-10-28 11:00:00,191.0,19,996.3,64.23,,1.1,11.360000000000001,34.0,2.0,36.0,7.46,22.0,,,,1,,,,,,,,,MS010,2025-10-28 11:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,-0.5,,,80.95,10.25,12.46,,,,Muestreo cinético,7,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-7,MS010,19.5,19,1,12.46,1.1,11.360000000000001,80.95,52.0,10.25,2025-10-28 11:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS010-8,2025-10-29 09:30:00,213.5,19,992.0,71.54,,0.96,3.92,,,,7.99,0.0001,,,14.04,1,,,,,,,,,MS010,2025-10-29 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion1,1,,Factor CCD Adicion,-1.6,,,112.52,15.02,4.88,,,,Muestreo cinético,8,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS010,MS010,T=19; Adición=1,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS010-8,MS010,20.4,19,1,4.88,0.96,3.92,112.52,80.49,15.02,2025-10-29 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-0,2025-10-20 12:00:00,0.0,19,1097.2,,,123.57,119.77000000000001,19.0,242.0,218.0,0.8,7.0,,,0.0,4,,,,,,,,,MS011,2025-10-20 12:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,23.7,,,20.0,,243.34,,,,Muestreo cinético,0,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-0,MS011,20.3,19,4,243.34,123.57,119.77000000000001,20.0,,,2025-10-20 12:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-1,2025-10-20 15:00:00,3.0,19,1097.1,51.94,,121.0,119.13999999999999,85.0,237.0,279.0,0.56,13.0,,,,4,,,,,,,,,MS011,2025-10-20 15:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,23.6,,,23.735,13.27,240.14,,,,Muestreo cinético,1,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-1,MS011,20.3,19,4,240.14,121.0,119.13999999999999,23.735,12.325,13.27,2025-10-20 15:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-2,2025-10-21 09:00:00,21.0,19,1094.3,46.3,,114.85,113.03999999999999,57.0,235.0,250.0,1.29,26.0,,,,4,,,,,,,,,MS011,2025-10-21 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,22.9,,,29.03,15.87,227.89,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-2,MS011,19.1,19,4,227.89,114.85,113.03999999999999,29.03,13.44,15.87,2025-10-21 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-3,2025-10-22 10:00:00,46.0,19,1081.1,65.57,,89.91,105.28999999999999,23.0,150.0,146.0,3.04,82.0,,,,4,,,,,,,,,MS011,2025-10-22 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,20.0,,,44.39,14.36,195.2,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-3,MS011,19.2,19,4,195.2,89.91,105.28999999999999,44.39,29.11,14.36,2025-10-22 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-4,2025-10-23 10:30:00,70.5,19,1061.3,71.58,,63.99,90.63,17.0,37.0,48.0,5.09,81.0,,,,4,,,,,,,,,MS011,2025-10-23 10:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,15.5,,,63.52,13.42,154.62,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-4,MS011,19.3,19,4,154.62,63.99,90.63,63.52,45.47,13.42,2025-10-23 10:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-5,2025-10-24 09:30:00,93.5,19,1045.0,74.44,,43.87,76.72999999999999,21.0,13.0,32.0,6.39,61.0,,,6.92,4,,,,,,,,,MS011,2025-10-24 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,11.7,,,61.9,13.52,120.6,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-5,MS011,20.0,19,4,120.6,43.87,76.72999999999999,61.9,46.08,13.52,2025-10-24 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-6,2025-10-27 10:00:00,166.0,19,1009.9,69.34,,7.49,35.04,69.0,36.0,98.0,7.34,30.0,,,11.4,4,,,,,,,,,MS011,2025-10-27 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,3.0,,,113.98,13.27,42.53,,,,Muestreo cinético,6,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-6,MS011,19.9,19,4,42.53,7.49,35.04,113.98,79.03,13.27,2025-10-27 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-7,2025-10-28 11:00:00,191.0,19,1003.0,69.29,,3.12,23.81,71.0,32.0,97.0,7.42,28.0,,,,4,,,,,,,,,MS011,2025-10-28 11:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,1.2,,,82.03,8.61,26.93,,,,Muestreo cinético,7,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-7,MS011,19.3,19,4,26.93,3.12,23.81,82.03,56.84,8.61,2025-10-28 11:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS011-8,2025-10-29 09:30:00,213.5,19,996.4,70.96,,2.48,11.799999999999999,,,,7.93,0.0001,,,13.35,4,,,,,,,,,MS011,2025-10-29 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion4,4,,Factor CCD Adicion,-0.4,,,103.15,12.66,14.28,,,,Muestreo cinético,8,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS011,MS011,T=19; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS011-8,MS011,20.3,19,4,14.28,2.48,11.799999999999999,103.15,73.2,12.66,2025-10-29 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-0,2025-10-20 12:00:00,0.0,23,1095.3,,,122.56,114.22999999999999,22.0,244.0,223.0,0.66,1.0,,,0.0,4,,,,,,,,,MS012,2025-10-20 12:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,23.5,,,15.0,,236.79,,,,Muestreo cinético,0,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-0,MS012,23.6,23,4,236.79,122.56,114.22999999999999,15.0,,,2025-10-20 12:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-1,2025-10-20 15:00:00,3.0,23,1095.2,51.82,,118.27,116.08,85.0,230.0,274.0,0.14,3.0,,,,4,,,,,,,,,MS012,2025-10-20 15:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,23.4,,,30.605,7.78,234.35,,,,Muestreo cinético,1,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-1,MS012,23.6,23,4,234.35,118.27,116.08,30.605,15.86,7.78,2025-10-20 15:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-2,2025-10-21 09:00:00,21.0,23,1085.0,64.49,,101.07,104.25,23.0,173.0,165.0,1.69,59.0,,,,4,,,,,,,,,MS012,2025-10-21 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,21.1,,,42.4,20.11,205.32,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-2,MS012,23.0,23,4,205.32,101.07,104.25,42.4,27.34,20.11,2025-10-21 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
