timestamp,T,SP,process,t_h
2026-06-17 07:30:00,17.7,18.0,F1,40.0
2026-06-17 07:40:00,18.4,18.0,F1,40.166666666666664
2026-06-17 07:50:00,17.6,18.0,F1,40.333333333333336
2026-06-17 08:00:00,18.1,18.0,F1,40.5
2026-06-17 08:10:00,18.4,18.0,F1,40.666666666666664
2026-06-17 08:20:00,17.75,18.0,F1,40.833333333333336
2026-06-17 08:30:00,18.6,18.0,F1,41.0
2026-06-17 08:40:00,17.7,18.0,F1,41.166666666666664
2026-06-17 08:50:00,18.5,18.0,F1,41.333333333333336
2026-06-17 09:00:00,18.0,18.0,F1,41.5
2026-06-17 09:10:00,17.8,18.0,F1,41.666666666666664
2026-06-17 09:20:00,18.5,18.0,F1,41.833333333333336
2026-06-17 09:30:00,17.6,18.0,F1,42.0
2026-06-17 09:40:00,18.5,18.0,F1,42.166666666666664
2026-06-17 09:50:00,17.7,18.0,F1,42.333333333333336
2026-06-17 10:00:00,18.1,18.0,F1,42.5
2026-06-17 10:10:00,18.1,18.0,F1,42.666666666666664
2026-06-17 10:20:00,17.8,18.0,F1,42.833333333333336
2026-06-17 10:30:00,17.6,18.0,F1,43.0
2026-06-17 10:40:00,17.6,18.0,F1,43.166666666666664
2026-06-17 10:50:00,17.8,18.0,F1,43.333333333333336
2026-06-17 11:00:00,17.9,18.0,F1,43.5
2026-06-17 11:10:00,18.1,18.0,F1,43.666666666666664
2026-06-17 11:20:00,18.2,18.0,F1,43.833333333333336
2026-06-17 11:30:00,18.2,18.0,F1,44.0
2026-06-17 11:40:00,18.4,18.0,F1,44.166666666666664
2026-06-17 11:50:00,18.5,18.0,F1,44.333333333333336
2026-06-17 12:00:00,17.7,18.0,F1,44.5
2026-06-17 12:10:00,18.6,18.0,F1,44.666666666666664
2026-06-17 12:20:00,17.6,18.0,F1,44.833333333333336
2026-06-17 12:30:00,18.4,18.0,F1,45.0
2026-06-17 12:40:00,18.2,18.0,F1,45.166666666666664
2026-06-17 12:50:00,18.0,18.0,F1,45.333333333333336
2026-06-17 13:00:00,18.3,18.0,F1,45.5
2026-06-17 13:10:00,17.9,18.0,F1,45.666666666666664
2026-06-17 13:20:00,18.6,18.0,F1,45.833333333333336
2026-06-17 13:30:00,17.7,18.0,F1,46.0
2026-06-17 13:40:00,18.6,18.0,F1,46.166666666666664
2026-06-17 13:50:00,17.7,18.0,F1,46.333333333333336
2026-06-17 14:00:00,18.6,18.0,F1,46.5
2026-06-17 14:10:00,17.6,18.0,F1,46.666666666666664
2026-06-17 14:20:00,18.6,18.0,F1,46.833333333333336
2026-06-17 14:30:00,17.7,18.0,F1,47.0
2026-06-17 14:40:00,18.2,18.0,F1,47.166666666666664
2026-06-17 14:50:00,18.4,18.0,F1,47.333333333333336
2026-06-17 15:00:00,17.7,18.0,F1,47.5
2026-06-17 15:10:00,18.5,18.0,F1,47.666666666666664
2026-06-17 15:20:00,17.7,18.0,F1,47.833333333333336
2026-06-17 15:30:00,18.1,18.0,F1,48.0
2026-06-17 15:40:00,18.3,18.0,F1,48.166666666666664
2026-06-17 15:50:00,17.8,18.0,F1,48.333333333333336
2026-06-17 16:00:00,18.4,18.0,F1,48.5
2026-06-17 16:10:00,17.7,18.0,F1,48.666666666666664
2026-06-17 16:20:00,18.2,18.0,F1,48.833333333333336
2026-06-17 16:30:00,18.1,18.0,F1,49.0
2026-06-17 16:40:00,17.9,18.0,F1,49.166666666666664
2026-06-17 16:50:00,18.6,18.0,F1,49.333333333333336
2026-06-17 17:00:00,17.7,18.0,F1,49.5
2026-06-17 17:10:00,18.5,18.0,F1,49.666666666666664
2026-06-17 17:20:00,17.8,18.0,F1,49.833333333333336
2026-06-17 17:30:00,18.4,18.0,F1,50.0
2026-06-17 17:40:00,18.1,18.0,F1,50.166666666666664
2026-06-17 17:50:00,18.0,18.0,F1,50.333333333333336
2026-06-17 18:00:00,18.6,18.0,F1,50.5
2026-06-17 18:10:00,17.7,18.0,F1,50.666666666666664
2026-06-17 18:20:00,18.6,18.0,F1,50.833333333333336
2026-06-17 18:30:00,17.6,18.0,F1,51.0
2026-06-17 18:40:00,18.5,18.0,F1,51.166666666666664
2026-06-17 18:50:00,17.9,18.0,F1,51.333333333333336
2026-06-17 19:00:00,17.9,18.0,F1,51.5
2026-06-17 19:10:00,18.5,18.0,F1,51.666666666666664
2026-06-17 19:20:00,17.8,18.0,F1,51.833333333333336
2026-06-17 19:30:00,18.5,18.0,F1,52.0
2026-06-17 19:40:00,17.7,18.0,F1,52.166666666666664
2026-06-17 19:50:00,18.3,18.0,F1,52.333333333333336
2026-06-17 20:00:00,18.2,18.0,F1,52.5
2026-06-17 20:10:00,17.9,18.0,F1,52.666666666666664
2026-06-17 20:20:00,18.6,18.0,F1,52.833333333333336
2026-06-17 20:30:00,17.7,18.0,F1,53.0
2026-06-17 20:40:00,18.5,18.0,F1,53.166666666666664
2026-06-17 20:50:00,17.7,18.0,F1,53.333333333333336
2026-06-17 21:00:00,18.2,18.0,F1,53.5
2026-06-17 21:10:00,18.4,18.0,F1,53.666666666666664
2026-06-17 21:20:00,17.8,18.0,F1,53.833333333333336
2026-06-17 21:30:00,18.5,18.0,F1,54.0
2026-06-17 21:40:00,17.7,18.0,F1,54.166666666666664
2026-06-17 21:50:00,18.4,18.0,F1,54.333333333333336
2026-06-17 22:00:00,17.7,18.0,F1,54.5
2026-06-17 22:10:00,17.9,18.0,F1,54.666666666666664
2026-06-17 22:20:00,18.5,18.0,F1,54.833333333333336
2026-06-17 22:30:00,17.7,18.0,F1,55.0
2026-06-17 22:40:00,18.4,18.0,F1,55.166666666666664
2026-06-17 22:50:00,17.7,18.0,F1,55.333333333333336
2026-06-17 23:00:00,18.5,18.0,F1,55.5
2026-06-17 23:10:00,17.7,18.0,F1,55.666666666666664
2026-06-17 23:20:00,18.4,18.0,F1,55.833333333333336
2026-06-17 23:30:00,17.6,18.0,F1,56.0
2026-06-17 23:40:00,18.2,18.0,F1,56.166666666666664
2026-06-17 23:50:00,17.9,18.0,F1,56.333333333333336
2026-06-18 00:00:00,17.9,18.0,F1,56.5
2026-06-18 00:10:00,18.3,18.0,F1,56.666666666666664
2026-06-18 00:20:00,17.8,18.0,F1,56.833333333333336
2026-06-18 00:30:00,18.45,18.0,F1,57.0
2026-06-18 00:40:00,17.8,18.0,F1,57.166666666666664
2026-06-18 00:50:00,18.4,18.0,F1,57.333333333333336
2026-06-18 01:00:00,17.8,18.0,F1,57.5
2026-06-18 01:10:00,17.9,18.0,F1,57.666666666666664
2026-06-18 01:20:00,18.5,18.0,F1,57.833333333333336
2026-06-18 01:30:00,17.8,18.0,F1,58.0
2026-06-18 01:40:00,18.4,18.0,F1,58.166666666666664
2026-06-18 01:50:00,17.6,18.0,F1,58.333333333333336
2026-06-18 02:00:00,18.4,18.0,F1,58.5
2026-06-18 02:10:00,17.7,18.0,F1,58.666666666666664
2026-06-18 02:20:00,18.4,18.0,F1,58.833333333333336
2026-06-18 02:30:00,17.6,18.0,F1,59.0
2026-06-18 02:40:00,18.4,18.0,F1,59.166666666666664
2026-06-18 02:50:00,17.6,18.0,F1,59.333333333333336
2026-06-18 03:00:00,18.1,18.0,F1,59.5
2026-06-18 03:10:00,18.4,18.0,F1,59.666666666666664
2026-06-18 03:20:00,17.7,18.0,F1,59.833333333333336
2026-06-18 03:30:00,18.4,18.0,F1,60.0
2026-06-18 03:40:00,17.7,18.0,F1,60.166666666666664
2026-06-18 03:50:00,18.4,18.0,F1,60.333333333333336
2026-06-18 04:00:00,17.6,18.0,F1,60.5
2026-06-18 04:10:00,18.3,18.0,F1,60.666666666666664
2026-06-18 04:20:00,17.7,18.0,F1,60.833333333333336
2026-06-18 04:30:00,18.1,18.0,F1,61.0
2026-06-18 04:40:00,17.8,18.0,F1,61.166666666666664
2026-06-18 04:50:00,17.9,18.0,F1,61.333333333333336
2026-06-18 05:00:00,18.1,18.0,F1,61.5
2026-06-18 05:10:00,17.9,18.0,F1,61.666666666666664
2026-06-18 05:20:00,18.4,18.0,F1,61.833333333333336
2026-06-18 05:30:00,17.8,18.0,F1,62.0
2026-06-18 05:40:00,18.4,18.0,F1,62.166666666666664
2026-06-18 05:50:00,17.7,18.0,F1,62.333333333333336
2026-06-18 06:00:00,18.5,18.0,F1,62.5
2026-06-18 06:10:00,17.7,18.0,F1,62.666666666666664
2026-06-18 06:20:00,18.0,18.0,F1,62.833333333333336
2026-06-18 06:30:00,18.4,18.0,F1,63.0
2026-06-18 06:40:00,17.8,18.0,F1,63.166666666666664
2026-06-18 06:50:00,18.5,18.0,F1,63.333333333333336
2026-06-18 07:00:00,17.7,18.0,F1,63.5
2026-06-18 07:10:00,18.4,18.0,F1,63.666666666666664
2026-06-18 07:20:00,17.7,18.0,F1,63.833333333333336
2026-06-18 07:30:00,18.4,18.0,F1,64.0
2026-06-18 07:40:00,17.6,18.0,F1,64.16666666666667
2026-06-18 07:50:00,18.4,18.0,F1,64.33333333333333
2026-06-18 08:00:00,17.6,18.0,F1,64.5
2026-06-18 08:10:00,17.9,18.0,F1,64.66666666666667
2026-06-18 08:20:00,18.5,18.0,F1,64.83333333333333
2026-06-18 08:30:00,17.8,18.0,F1,65.0
2026-06-18 08:40:00,18.5,18.0,F1,65.16666666666667
2026-06-18 08:50:00,17.7,18.0,F1,65.33333333333333
2026-06-18 09:00:00,18.1,18.0,F1,65.5
2026-06-18 09:10:00,18.4,18.0,F1,65.66666666666667
2026-06-18 09:20:00,17.7,18.0,F1,65.83333333333333
2026-06-18 09:30:00,18.5,18.0,F1,66.0
2026-06-18 09:40:00,17.7,18.0,F1,66.16666666666667
2026-06-18 09:50:00,18.4,18.0,F1,66.33333333333333
2026-06-18 10:00:00,18.2,18.0,F1,66.5
2026-06-18 10:10:00,18.0,18.0,F1,66.66666666666667
2026-06-18 10:20:00,18.5,18.0,F1,66.83333333333333
2026-06-18 10:30:00,17.7,18.0,F1,67.0
2026-06-18 10:40:00,18.6,18.0,F1,67.16666666666667
2026-06-18 10:50:00,17.8,18.0,F1,67.33333333333333
2026-06-18 11:00:00,18.4,18.0,F1,67.5
2026-06-18 11:10:00,17.6,18.0,F1,67.66666666666667
2026-06-18 11:20:00,18.2,18.0,F1,67.83333333333333
2026-06-18 11:30:00,18.2,18.0,F1,68.0
2026-06-18 11:40:00,17.9,18.0,F1,68.16666666666667
2026-06-18 11:50:00,18.6,18.0,F1,68.33333333333333
2026-06-18 12:00:00,17.8,18.0,F1,68.5
2026-06-18 12:10:00,18.6,18.0,F1,68.66666666666667
2026-06-18 12:20:00,17.7,18.0,F1,68.83333333333333
2026-06-18 12:30:00,18.1,18.0,F1,69.0
2026-06-18 12:40:00,18.5,18.0,F1,69.16666666666667
2026-06-18 12:50:00,17.8,18.0,F1,69.33333333333333
2026-06-18 13:00:00,18.6,18.0,F1,69.5
2026-06-18 13:10:00,17.7,18.0,F1,69.66666666666667
2026-06-18 13:20:00,18.6,18.0,F1,69.83333333333333
2026-06-18 13:30:00,17.7,18.0,F1,70.0
2026-06-18 13:40:00,18.1,18.0,F1,70.16666666666667
2026-06-18 13:50:00,18.2,18.0,F1,70.33333333333333
2026-06-18 14:00:00,17.8,18.0,F1,70.5
2026-06-18 14:10:00,18.5,18.0,F1,70.66666666666667
2026-06-18 14:20:00,17.6,18.0,F1,70.83333333333333
2026-06-18 14:30:00,18.5,18.0,F1,71.0
2026-06-18 14:40:00,17.7,18.0,F1,71.16666666666667
2026-06-18 14:50:00,18.2,18.0,F1,71.33333333333333
2026-06-18 15:00:00,18.3,18.0,F1,71.5
2026-06-18 15:10:00,17.7,18.0,F1,71.66666666666667
2026-06-18 15:20:00,18.5,18.0,F1,71.83333333333333
2026-06-18 15:30:00,17.7,18.0,F1,72.0
2026-06-18 15:40:00,18.6,18.0,F1,72.16666666666667
2026-06-18 15:50:00,18.1,18.0,F1,72.33333333333333
2026-06-18 16:00:00,17.8,18.0,F1,72.5
2026-06-18 16:10:00,18.6,18.0,F1,72.66666666666667
2026-06-18 16:20:00,17.8,18.0,F1,72.83333333333333
2026-06-18 16:30:00,18.4,18.0,F1,73.0
2026-06-18 16:40:00,17.9,18.0,F1,73.16666666666667
2026-06-18 16:50:00,17.9,18.0,F1,73.33333333333333
2026-06-18 17:00:00,18.6,18.0,F1,73.5
2026-06-18 17:10:00,17.7,18.0,F1,73.66666666666667
2026-06-18 17:20:00,18.6,18.0,F1,73.83333333333333
2026-06-18 17:30:00,17.7,18.0,F1,74.0
2026-06-18 17:40:00,18.1,18.0,F1,74.16666666666667
2026-06-18 17:50:00,18.6,18.0,F1,74.33333333333333
2026-06-18 18:00:00,17.7,18.0,F1,74.5
2026-06-18 18:10:00,18.6,18.0,F1,74.66666666666667
2026-06-18 18:20:00,17.8,18.0,F1,74.83333333333333
2026-06-18 18:30:00,18.1,18.0,F1,75.0
2026-06-18 18:40:00,18.6,18.0,F1,75.16666666666667
2026-06-18 18:50:00,17.8,18.0,F1,75.33333333333333
2026-06-18 19:00:00,18.5,18.0,F1,75.5
