,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,3843.859093766041,-1411.0531513814635,-14.101634607219335,175.78749503948387,1626.3916506802761,1975.2299715801482,-442.7365749281839,-1644.457590996363,0.0,316.6587156801856,4.032030066025023,4.998428455954599,-3.9037600718042342,10.96028394412399,148.37058061044021,-1.797607874964338,30.109874302983513,86.6380045375037,397.6412479346591,66.8577653323668,444.7055853042462,68.48460586741433,429.8231858560564,-24.410288810518843,-29.339384664735842,-35.14023149719079
qN,-1411.0531513814635,2448.2937109126487,55.586340517858964,-86.53199976593574,-1095.765412938866,-1333.3569357345393,308.19274268828497,993.6068964853143,0.0,-156.64064047010032,-2.0703367866368625,-126.55026385295294,-34.494542287664004,30.50549830489797,-836.3506771887767,37.98285694628323,-21.07022032962678,-10.845317330807045,-89.32025975402131,-3.118278884964142,-65.76107864098532,-3.5618081375162274,-66.69697539902451,6.43441425151403,5.804006392400097,7.428167818906489
betaG0,-14.101634607219335,55.586340517858964,1999.0570011094483,1304.760776551064,-1899.9361434104956,-1184.7107000249628,-25.699691697473163,-17.763715830365317,0.0,-197.59629133966726,-2.5884318879044215,-35.72688972211616,-9.070267829235041,7.959833769150428,-201.7033132355128,8.932461105108015,7.595030714613131,-34.120005979582466,-170.84492232195467,-24.984101916406498,-181.11014647605492,-25.360835114709424,-172.3120311104721,11.099788486323643,12.67670157321623,14.801347623879332
betaF0,175.78749503948387,-86.53199976593574,1304.760776551064,920.210854406257,-1055.2460868187125,-881.5199296557576,-7.542596165846688,-103.1733717654897,0.0,-49.84447740668383,-0.6515020253720749,-14.051046455567947,-3.6116911136159158,3.2371874887490746,-77.39254349135302,3.564323965665357,4.752620524296874,-18.03438452149227,-98.39505129349203,-13.412853007357885,-106.2598079756249,-13.682726841021237,-102.30036945327164,6.773863438724677,7.984501592119759,9.612316233194145
qEG,1626.3916506802761,-1095.765412938866,-1899.9361434104956,-1055.2460868187125,4009.354151700379,1490.5623480505556,-109.99084442636148,-727.8691638363708,0.0,-322.89424197028427,-4.72148066317328,127.22335820985924,31.317657752932472,-26.263311802847927,747.2183867121272,-30.496902231955648,-0.3346798874861336,65.32738833150496,276.41978251272104,46.20389071697096,282.8249090248556,47.781997475375384,274.3963554088143,-17.03457208611231,-18.754089998436104,-22.65997422415144
qEF,1975.2299715801482,-1333.3569357345393,-1184.7107000249628,-881.5199296557576,1490.5623480505556,3112.6011015466083,-483.83895823211736,-978.7103439377412,0.0,-1.5057766862536572,-0.023524454056660322,76.03438183524028,18.770079885811267,-15.78595778073865,447.63433399790523,-18.31238302491877,0.26327978530507995,62.32459598560352,320.4758186702476,45.702851287359046,343.1666335134397,46.85245277934961,331.7501411727627,-20.999398621007515,-24.45865717099208,-29.36231083854329
iG,-442.7365749281839,308.19274268828497,-25.699691697473163,-7.542596165846688,-109.99084442636148,-483.83895823211736,114.20458038297411,219.91732570089403,0.0,11.73210341534927,0.1512476672410917,-20.275761203795046,-4.929693359817843,4.056805510100536,-120.38340451495476,4.77487663473421,-1.3173407064685576,-8.622414664509371,-36.45526164277614,-5.9947599148547335,-36.843001307234424,-6.226981566128918,-35.84673249326446,2.233495240488134,2.432643481195506,2.9336767825629035
iE,-1644.457590996363,993.6068964853143,-17.763715830365317,-103.1733717654897,-727.8691638363708,-978.7103439377412,219.91732570089403,805.5946296468618,0.0,-149.4718889220307,-1.9441421129506764,-31.51686157717255,-7.9479969462804085,6.811177226188545,-192.80829648189535,7.900050362469773,-3.787415280007243,-33.22193528049781,-168.82152725891052,-24.778721029619877,-183.03163160870034,-25.37138076599676,-177.1278403758395,10.730283121194661,12.604459666840679,15.131909294645116
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,316.6587156801856,-156.64064047010032,-197.59629133966726,-49.84447740668383,-322.89424197028427,-1.5057766862536572,11.73210341534927,-149.4718889220307,0.0,918.7945332176077,12.320537700542125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
