,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,5697.519789371656,-2554.6949547939657,-157.2708472028329,158.59133085017967,2239.5615203331554,3328.1697014175047,-672.7834465725963,-2598.7676791468675,0.0,470.5684921187369,6.195421725277986,-15.886337799380541,-11.362384951905792,22.07034329640543,171.99547906428936,-1.6026093016646854,56.63686484422034,128.46155488775352,678.5977441921026,99.15049570926055,758.2199344950997,101.00879233753585,731.0874157171697,-43.47763392909974,-52.5272881773972,-62.69434077056195
qN,-2554.6949547939657,3570.7431130698687,158.41964851706155,-83.84882510864777,-1672.3397762548984,-2334.5718536014892,501.618925753466,1665.3570653851716,0.0,-256.7799884833759,-3.4806001181818216,-161.9463435268835,-46.72993670465557,47.09378995402953,-1231.7531347359193,59.33384336388345,-40.61307557526671,-24.824504082169472,-184.25098089426282,-11.642961764677613,-149.48679592073916,-12.439078639442613,-149.9135646739778,12.915302584208353,12.03904104207942,15.090478569025148
betaG0,-157.2708472028329,158.41964851706155,2862.907547008399,1870.8632006740943,-2725.25792813761,-1812.3245474516593,-15.785071853081135,49.60638014812437,0.0,-314.9033392770492,-4.253130321951196,-46.09487367783501,-12.697852629671587,13.070380143881865,-280.7995438481255,13.811549844056673,14.186303409438082,-53.87061501968664,-304.22866615957423,-39.49109887631284,-322.50302770362515,-39.68663740640781,-305.2588917210955,20.178461138681097,23.158677811164914,26.97376179907427
betaF0,158.59133085017967,-83.84882510864777,1870.8632006740943,1325.7493792443672,-1520.030526624162,-1364.8458342098397,5.743858437268873,-102.36820802846226,0.0,-79.07396637073627,-1.0653223015530229,-18.322586366697166,-5.108089039747968,5.353018533861387,-108.0235770541665,5.54800197624159,8.949074574779935,-29.88691056069191,-180.39012677512676,-22.294504350911144,-195.08050790246688,-22.606677797886306,-187.40739641402212,12.427877777039521,14.669044263699325,17.523744931446828
qEG,2239.5615203331554,-1672.3397762548984,-2725.25792813761,-1520.030526624162,5641.349053405478,2239.636642245409,-165.60122052296663,-1066.9540712246992,0.0,-619.914474834967,-9.133668144090066,160.70587165539135,43.01439307643531,-42.67427294079836,1030.1215733406839,-46.59557821159344,-0.8015509259122696,93.90126018973183,463.19517615379357,66.45159004979978,473.23963272058575,68.19142373132942,457.2707428820946,-29.515358743205333,-32.56340854813413,-39.064264858234296
qEF,3328.1697014175047,-2334.5718536014892,-1812.3245474516593,-1364.8458342098397,2239.636642245409,5107.703029188624,-759.1687252003113,-1714.8724621363326,0.0,-3.0460686920790607,-0.0471989304796111,96.15913981060565,25.799451450037246,-25.643754551542564,618.121271100566,-27.989293869079145,0.44535439551168776,99.76525623396145,578.617008950442,73.58509977813442,621.1998377473208,74.95421825157617,599.1082008249484,-38.76780560050552,-45.34846112132159,-54.182817658693125
iG,-672.7834465725963,501.618925753466,-15.785071853081135,5.743858437268873,-165.60122052296663,-759.1687252003113,164.02956288174488,349.87472259214644,0.0,18.00887052956407,0.23957645688261986,-25.404699157078266,-6.7202271244462235,6.564294895795005,-165.28448658506125,7.260847673387612,-2.435080250937846,-12.363648229534302,-61.60233133871402,-8.61510113552507,-62.261028288463,-8.870080222136268,-60.28542238973692,3.9406756549521123,4.311627227546421,5.166591797165767
iE,-2598.7676791468675,1665.3570653851716,49.60638014812437,-102.36820802846226,-1066.9540712246992,-1714.8724621363326,349.87472259214644,1321.7979570027508,0.0,-234.47175060916373,-3.1452662944289873,-40.13878203908529,-10.956101466947253,11.015823067043872,-269.947444101526,12.08722830815042,-7.175157245955486,-52.76725468731872,-301.4174663893109,-39.49026548094599,-327.29068600730017,-40.220559889512174,-316.0645486660483,19.77777700610864,23.337592094235923,27.911680708777347
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,470.5684921187369,-256.7799884833759,-314.9033392770492,-79.07396637073627,-619.914474834967,-3.0460686920790607,18.00887052956407,-234.47175060916373,0.0,1511.6384798879626,20.898046937308745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
