,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,2874.0795471011634,-1273.608714597065,41.14774714640677,189.9242179604358,1222.2091194220573,1340.8038321274482,-345.8910571477483,-1373.7913110513414,0.0,240.39140348012734,2.9307101993115263,-28.45358607943264,-14.217901974257865,34.43866358173925,86.00289868360339,2.880200042097206,197.35482530110616,64.02800531605199,279.8632042066827,50.11087856354683,316.31020570840053,52.186487847679324,313.2552046261218,-15.214050146898195,-18.04049773331508,-22.031528480796432
qN,-1273.608714597065,2081.1208007276914,136.12356580117887,-52.66365949212848,-1211.3901019457821,-1099.7291422023166,292.95106510095485,917.6859064717785,0.0,-110.95919204263902,-1.339900960172314,-96.06309121959295,-26.191666275423636,24.0988237561332,-1025.8426503809142,53.15789319769795,-165.3963765317293,11.537065640115411,93.06392179353692,15.246202391509188,155.34940969922232,14.393207739508583,138.90232016744233,-7.265092010810957,-12.251957521744954,-13.064628206711134
betaG0,41.14774714640677,136.12356580117887,3341.4265621135182,2368.3031517528025,-3264.8129419127717,-2265.486300771747,-16.027157758812322,-26.96442272024336,0.0,-166.7075657834515,-2.113990239990856,-29.873914621360075,-8.864489386478484,12.10912711668957,-235.56772611817928,14.538180094296875,55.78856956637559,-26.15075498385238,-120.632433487087,-18.28571803477872,-115.86103145767655,-18.30715785411213,-105.88413603779962,6.799539717873948,6.554852092418047,7.081662845192511
betaF0,189.9242179604358,-52.66365949212848,2368.3031517528025,1754.64878702304,-2168.014453427115,-1668.8495746445626,-13.512678433785094,-123.93582046455775,0.0,-43.03019775326097,-0.5361855987436092,-11.819448984390274,-3.584969569498144,5.1289528608677255,-88.8968518287617,6.0116609940250765,38.373787245038436,-15.300225685433608,-84.35582556259158,-11.16401371136236,-87.87911038343387,-11.492049773978694,-85.57649344768706,5.417026679865285,6.021877552027613,7.28816568802931
qEG,1222.2091194220573,-1211.3901019457821,-3264.8129419127717,-2168.014453427115,5665.767555487426,2601.9401764074105,-123.64007214695803,-705.710869979314,0.0,-888.4951419515318,-14.509272044691286,99.17472872569193,28.35662037675818,-36.39703980408342,831.9630551935929,-45.283069986078296,-26.950019204337615,42.31337377462574,138.72830011251915,27.636089203809597,110.89932003405912,29.03063489092012,109.92361366271003,-6.31511113657973,-4.077459267807167,-5.190050824026057
qEF,1340.8038321274482,-1099.7291422023166,-2265.486300771747,-1668.8495746445626,2601.9401764074105,3255.5469838661525,-391.0098875595566,-775.3692210578121,0.0,-21.94217848733092,-0.3765254128676168,56.5318496993985,16.203531264702562,-20.844572179128612,475.61041218013384,-25.916244806235596,-14.708054278831254,41.04574863749059,183.72586036319052,29.178032365330434,183.31607407417926,30.61887621453013,183.3801182401761,-10.13301685182043,-10.378597895999711,-13.01786654656209
iG,-345.8910571477483,292.95106510095485,-16.027157758812322,-13.512678433785094,-123.64007214695803,-391.0098875595566,103.29012621690941,207.29392715574264,0.0,13.218112777349841,0.17289347104263977,-15.662195447182285,-4.404490953267552,5.484187406538262,-134.1246987309028,6.936936047577607,-5.968297184272129,-4.7049484527758025,-10.599287171032795,-2.926657175798626,-6.10096680216394,-3.2347894215531743,-7.66502987067858,0.25533835805568406,-0.14000255889747482,0.02953479461660441
iE,-1373.7913110513414,917.6859064717785,-26.96442272024336,-123.93582046455775,-705.710869979314,-775.3692210578121,207.29392715574264,781.287424032917,0.0,-135.52763519119236,-1.6952901644313254,-27.09329066840976,-7.824629878358775,9.94777993913387,-242.13798779377743,12.546939057039056,-20.19264765099306,-24.285239930879907,-102.59414000020588,-17.839932962179226,-106.6365497921956,-18.89232098802999,-108.95890191169195,5.203055518156079,5.511622032929154,7.146151746935658
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,240.39140348012734,-110.95919204263902,-166.7075657834515,-43.03019775326097,-888.4951419515318,-21.94217848733092,13.218112777349841,-135.52763519119236,0.0,1383.8874107514212,20.66271073229881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,2.9307101993115263,-1.339900960172314,-2.113990239990856,-0.5361855987436092,-14.509272044691286,-0.3765254128676168,0.17289347104263977,-1.6952901644313254,0.0,20.66271073229881,0.31723427921392666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-28.45358607943264,-96.06309121959295,-29.873914621360075,-11.819448984390274,99.17472872569193,56.5318496993985,-15.662195447182285,-27.09329066840976,0.0,0.0,0.0,157.79499023900797,44.974578785650266,-57.01324324233422,3.973590523888977,-0.25242874163092077,0.007446469789781128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-14.217901974257865,-26.191666275423636,-8.864489386478484,-3.584969569498144,28.35662037675818,16.203531264702562,-4.404490953267552,-7.824629878358775,0.0,0.0,0.0,44.974578785650266,14.33139579331805,-22.105868203358384,1.1309435333232079,-0.07428286081940527,0.0017835946925777865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
